status,experiment_id,phase,repeat_index,scenario_id,random_seed,server_version,pgvector_version,gpu_metrics_status,gpu_name,gpu_utilization_pct,gpu_memory_used_mib,gpu_memory_total_mib,gpu_power_w,database_trigger,job_id,operator,seed_workload,executor,strategy,data_source,source_workload_name,source_order,organizer,organizer_partition_mode,organizer_partitions,daft_runner,organizer_partition_effective,model_backend,model_endpoint_url,model_name,model_request_timeout_s,total_rows,written_rows,db_fetch_rows,ray_batch_rows,batching_policy,token_budget,embedding_dim,embedding_vector_dim,completion_max_tokens,completion_return_token_ids,completion_prompt_format,output_cost_mode,output_cost_source,packing_cost_unit,cost_model_id,cost_tokenizer_id,packing_algorithm,packing_scope,packing_budget_utilization_mean,packing_budget_utilization_p95,packing_oversized_rows,packing_input_rows,packing_batch_count,batch_estimated_cost_units_p50,batch_estimated_cost_units_p95,batch_estimated_cost_units_p99,batch_estimated_cost_units_max,model_workers,max_inflight_limit,endpoint_routing,pool_routing,endpoint_pool_ids,endpoint_gpu_ids,long_request_token_threshold,scheduling_policy,adaptive_min_inflight,adaptive_max_inflight,controller_min_window,controller_max_window,adaptive_sample_interval_s,adaptive_downshifts,adaptive_upshifts,adaptive_limit_mean,control_trace_path,control_trace_events,arrival_replay,arrival_time_scale,arrival_replay_preload,flush_policy,flush_timeout_ms,flush_max_wait_ms,flush_trace_output,flush_trace_path,flush_trace_events,submission_trace_path,submission_trace_events,resource_trace_path,resource_trace_events,resource_sample_interval_s,resource_metrics_status,gpu_utilization_pct_mean,gpu_utilization_pct_p50,gpu_utilization_pct_p95,gpu_utilization_pct_max,gpu_utilization_below_10pct_ratio,gpu_memory_used_mib_mean,gpu_memory_used_mib_max,gpu_memory_utilization_pct_mean,gpu_memory_utilization_pct_max,gpu_power_w_mean,gpu_power_w_max,gpu_energy_j,energy_j_per_1k_observed_tokens,vllm_running_mean,vllm_running_p50,vllm_running_p95,vllm_running_max,vllm_waiting_mean,vllm_waiting_p50,vllm_waiting_p95,vllm_waiting_max,vllm_kv_cache_usage_mean,vllm_kv_cache_usage_p50,vllm_kv_cache_usage_p95,vllm_kv_cache_usage_max,mfu_estimation_method,mfu_time_basis,model_flops_per_token,gpu_peak_tflops,mfu_precision,mfu_status,mfu_estimate,request_trace_path,request_trace_events,request_e2e_s_p50,request_e2e_s_p95,request_e2e_s_p99,request_slo_target_ms,request_slo_violation_ratio,request_slo_goodput_per_s,request_actual_output_tokens_observed,request_actual_output_tokens_p50,request_actual_output_tokens_p95,request_actual_output_tokens_p99,request_finish_reason_observed,request_finish_reason_stop_ratio,request_finish_reason_length_ratio,latency_granularity,writeback_mode,write_batch_rows,object_count,operator_invocations,max_inflight_seen,token_count,batch_rows_min,batch_rows_max,batch_rows_mean,batch_tokens_min,batch_tokens_max,batch_tokens_mean,batch_tokens_p50,batch_tokens_p95,batch_service_s_p50,batch_service_s_p95,batch_service_s_p99,vllm_metrics_status,vllm_prompt_tokens_delta,vllm_generation_tokens_delta,vllm_request_success_delta,vllm_estimated_flops_per_gpu_delta,vllm_e2e_request_latency_mean_s,vllm_request_queue_time_mean_s,vllm_request_inference_time_mean_s,vllm_request_prefill_time_mean_s,vllm_request_decode_time_mean_s,vllm_num_requests_running_after,vllm_num_requests_waiting_after,vllm_kv_cache_usage_perc_after,db_fetch_s,arrow_build_s,source_fetch_s,organizer_from_arrow_s,organizer_plan_s,organizer_collect_s,organization_policy_family,batch_prompt_token_spread_mean,prefix_group_ratio,organizer_warnings,model_service_s,model_request_wall_s,operator_wall_s,submit_s,bounded_wait_s,avg_bounded_wait_s,fanin_s,writeback_s,e2e_s,rows_per_s,tokens_per_s
ok,adaptive_flush_chatml_eos_gate_20260726,formal,1,chatml_max256,20260726,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,6,11652,12227,43.22,job_table,1029,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,180.0,64,0,64,64,token_budget,6144,128,128,256,True,chatml,fixed_output_cap,backend_completion_cap,tokens,qwen2.5-1.5b,qwen2.5-1.5b,sequential_pending,arrival_order,0.067612,0.21403,0,64,64,280.0,1315.0,1449.0,1449,2,8,round_robin,none,default,0,0,static,0,0,0,0,0,0,0,8.0,,0,True,0.0005,bounded_requested_workload,immediate,25.0,50.0,experiments\results\adaptive_flush_randomized_20260726\chatml_eos_gate_v2\000_formal_1_chatml_max256.flush.csv,experiments\results\adaptive_flush_randomized_20260726\chatml_eos_gate_v2\000_formal_1_chatml_max256.flush.csv,128,experiments\results\adaptive_flush_randomized_20260726\chatml_eos_gate_v2\000_formal_1_chatml_max256.submissions.csv,64,experiments\results\adaptive_flush_randomized_20260726\chatml_eos_gate_v2\000_formal_1_chatml_max256.resources.csv,66,0.25,ok,64.81818181818181,75.0,81.0,86.0,0.13636363636363635,11652.939393939394,11653.0,95.3049758235004,95.30547149750552,102.49257575757575,124.68,2245.5106463134284,96.67674027267527,6.787878787878788,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.010792579695067174,0.008265119605817328,0.025828498768179275,0.036954621314471914,vllm_estimated_flops_per_gpu_delta,operator_wall_s,0.0,61.7,bf16_dense_fp32_accumulate,ok,0.052001754304759326,experiments\results\adaptive_flush_randomized_20260726\chatml_eos_gate_v2\000_formal_1_chatml_max256.requests.csv,64,10.647664,15.590415,16.027665,10000.0,0.609375,1.127784,64,256.0,256.0,256.0,64,0.375,0.625,submission,none,0,64,64,8,23227,1,1,1.0,32,1431,362.921875,278.0,1320.0,2.991401,3.416932,3.474882,ok,10714,12513,64,68679509778432.0,2.348148,6e-06,2.338081,0.030173,2.307908,0,0,0.0,0.392555,0.0,0.392555,0.0,0.0,0.0,none,0.0,0.0,,151.096402,19.52941,21.405433,0.054402,18.560538,0.331438,0.015379,1.5e-05,22.167371,2.887,1047.801
