status,experiment_id,phase,repeat_index,scenario_id,random_seed,server_version,pgvector_version,gpu_metrics_status,gpu_name,gpu_utilization_pct,gpu_memory_used_mib,gpu_memory_total_mib,gpu_power_w,database_trigger,job_id,operator,seed_workload,executor,strategy,data_source,source_workload_name,source_order,source_max_prompt_tokens,organizer,organizer_partition_mode,organizer_partitions,daft_runner,organizer_partition_effective,model_backend,model_endpoint_url,model_name,model_request_timeout_s,total_rows,written_rows,db_fetch_rows,ray_batch_rows,batching_policy,token_budget,embedding_dim,embedding_vector_dim,completion_max_tokens,completion_return_token_ids,completion_prompt_format,completion_temperature,output_cost_mode,output_cost_source,packing_cost_unit,cost_model_id,cost_tokenizer_id,packing_algorithm,packing_scope,packing_budget_utilization_mean,packing_budget_utilization_p95,packing_oversized_rows,packing_input_rows,packing_batch_count,batch_estimated_cost_units_p50,batch_estimated_cost_units_p95,batch_estimated_cost_units_p99,batch_estimated_cost_units_max,model_workers,max_inflight_limit,endpoint_routing,pool_routing,endpoint_pool_ids,endpoint_gpu_ids,long_request_token_threshold,scheduling_policy,adaptive_min_inflight,adaptive_max_inflight,controller_min_window,controller_max_window,adaptive_sample_interval_s,adaptive_downshifts,adaptive_upshifts,adaptive_limit_mean,control_trace_path,control_trace_events,arrival_replay,arrival_time_scale,arrival_replay_preload,flush_policy,flush_timeout_ms,flush_max_wait_ms,flush_trace_output,flush_trace_path,flush_trace_events,submission_trace_path,submission_trace_events,resource_trace_path,resource_trace_events,resource_sample_interval_s,resource_metrics_status,gpu_utilization_pct_mean,gpu_utilization_pct_p50,gpu_utilization_pct_p95,gpu_utilization_pct_max,gpu_utilization_below_10pct_ratio,gpu_memory_used_mib_mean,gpu_memory_used_mib_max,gpu_memory_utilization_pct_mean,gpu_memory_utilization_pct_max,gpu_power_w_mean,gpu_power_w_max,gpu_energy_j,energy_j_per_1k_observed_tokens,vllm_running_mean,vllm_running_p50,vllm_running_p95,vllm_running_max,vllm_waiting_mean,vllm_waiting_p50,vllm_waiting_p95,vllm_waiting_max,vllm_kv_cache_usage_mean,vllm_kv_cache_usage_p50,vllm_kv_cache_usage_p95,vllm_kv_cache_usage_max,mfu_estimation_method,mfu_time_basis,model_flops_per_token,gpu_peak_tflops,mfu_precision,mfu_status,mfu_estimate,request_trace_path,request_trace_events,request_e2e_s_p50,request_e2e_s_p95,request_e2e_s_p99,request_slo_target_ms,request_slo_violation_ratio,request_slo_goodput_per_s,request_actual_output_tokens_observed,request_actual_output_tokens_p50,request_actual_output_tokens_p95,request_actual_output_tokens_p99,request_finish_reason_observed,request_finish_reason_stop_ratio,request_finish_reason_length_ratio,latency_granularity,writeback_mode,write_batch_rows,object_count,operator_invocations,max_inflight_seen,token_count,batch_rows_min,batch_rows_max,batch_rows_mean,batch_tokens_min,batch_tokens_max,batch_tokens_mean,batch_tokens_p50,batch_tokens_p95,batch_service_s_p50,batch_service_s_p95,batch_service_s_p99,vllm_metrics_status,vllm_prompt_tokens_delta,vllm_generation_tokens_delta,vllm_request_success_delta,vllm_estimated_flops_per_gpu_delta,vllm_e2e_request_latency_mean_s,vllm_request_queue_time_mean_s,vllm_request_inference_time_mean_s,vllm_request_prefill_time_mean_s,vllm_request_decode_time_mean_s,vllm_num_requests_running_after,vllm_num_requests_waiting_after,vllm_kv_cache_usage_perc_after,db_fetch_s,arrow_build_s,source_fetch_s,organizer_from_arrow_s,organizer_plan_s,organizer_collect_s,organization_policy_family,batch_prompt_token_spread_mean,prefix_group_ratio,organizer_warnings,model_service_s,model_request_wall_s,operator_wall_s,submit_s,bounded_wait_s,avg_bounded_wait_s,fanin_s,writeback_s,e2e_s,rows_per_s,tokens_per_s
ok,adaptive_flush_chatml_deterministic_gate_20260726,formal,1,queue_adaptive,20260726,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,6,11650,12227,41.57,job_table,1033,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,1500,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,64,0,64,64,token_budget,6144,128,128,512,True,chatml,0.0,fixed_output_cap,backend_completion_cap,tokens,qwen2.5-1.5b,qwen2.5-1.5b,sequential_pending,arrival_order,0.174845,0.365072,0,64,40,836.0,2243.0,3344.0,3344,2,8,round_robin,none,default,0,0,static,0,0,0,0,0,0,0,8.0,,0,True,0.0005,bounded_requested_workload,queue_adaptive,25.0,50.0,experiments\results\adaptive_flush_randomized_20260726\chatml_flush_gate_deterministic\000_formal_1_queue_adaptive.flush.csv,experiments\results\adaptive_flush_randomized_20260726\chatml_flush_gate_deterministic\000_formal_1_queue_adaptive.flush.csv,80,experiments\results\adaptive_flush_randomized_20260726\chatml_flush_gate_deterministic\000_formal_1_queue_adaptive.submissions.csv,40,experiments\results\adaptive_flush_randomized_20260726\chatml_flush_gate_deterministic\000_formal_1_queue_adaptive.resources.csv,79,0.25,ok,62.58227848101266,68.0,89.0,89.0,0.13924050632911392,11650.0,11650.0,95.28093563425206,95.28093563425206,101.86949367088607,122.91,2679.0885822141177,92.53552715577915,8.379746835443038,9.0,13.0,15.0,0.0,0.0,0.0,0.0,0.015268742134505364,0.014146070094572027,0.031471032345227634,0.034490979893507134,vllm_estimated_flops_per_gpu_delta,operator_wall_s,0.0,61.7,bf16_dense_fp32_accumulate,ok,0.054347848983951584,experiments\results\adaptive_flush_randomized_20260726\chatml_flush_gate_deterministic\000_formal_1_queue_adaptive.requests.csv,64,11.905984,20.501175,20.537175,30000.0,0.0,2.402611,64,300.0,512.0,512.0,64,0.75,0.25,submission,none,0,40,40,8,28952,1,5,1.6,46,2863,723.8,539.0,1501.0,4.829078,6.523844,6.999528,ok,10714,18238,64,86866020335616.0,3.495712,7e-06,3.487447,0.035063,3.452385,0,0,0.0,0.385131,0.0,0.385131,0.0,0.0,0.0,none,0.0,0.0,,157.669561,23.993098,25.904929,0.044885,18.57401,0.580438,0.009449,9e-06,26.637688,2.403,1086.881
ok,adaptive_flush_chatml_deterministic_gate_20260726,formal,1,fixed_timeout,20260726,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,6,11650,12227,42.97,job_table,1034,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,1500,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,64,0,64,64,token_budget,6144,128,128,512,True,chatml,0.0,fixed_output_cap,backend_completion_cap,tokens,qwen2.5-1.5b,qwen2.5-1.5b,sequential_pending,arrival_order,0.155418,0.30778,0,64,45,582.0,1891.0,2262.0,2262,2,8,round_robin,none,default,0,0,static,0,0,0,0,0,0,0,8.0,,0,True,0.0005,bounded_requested_workload,fixed_timeout,25.0,50.0,experiments\results\adaptive_flush_randomized_20260726\chatml_flush_gate_deterministic\001_formal_1_fixed_timeout.flush.csv,experiments\results\adaptive_flush_randomized_20260726\chatml_flush_gate_deterministic\001_formal_1_fixed_timeout.flush.csv,90,experiments\results\adaptive_flush_randomized_20260726\chatml_flush_gate_deterministic\001_formal_1_fixed_timeout.submissions.csv,45,experiments\results\adaptive_flush_randomized_20260726\chatml_flush_gate_deterministic\001_formal_1_fixed_timeout.resources.csv,83,0.25,ok,65.65060240963855,72.0,84.0,88.0,0.10843373493975904,11650.602409638554,11651.0,95.28586251442343,95.28911425533654,104.09927710843374,121.72,2886.53212626934,99.71438877536757,7.831325301204819,8.0,12.0,14.0,0.0,0.0,0.0,0.0,0.014183412502429648,0.013589763967257418,0.027417944846221065,0.033855201462290374,vllm_estimated_flops_per_gpu_delta,operator_wall_s,0.0,61.7,bf16_dense_fp32_accumulate,ok,0.051793487961677306,experiments\results\adaptive_flush_randomized_20260726\chatml_flush_gate_deterministic\001_formal_1_fixed_timeout.requests.csv,64,13.313177,21.571463,21.821144,30000.0,0.0,2.292913,64,299.0,512.0,512.0,64,0.765625,0.234375,submission,none,0,45,45,8,28948,1,3,1.422222,46,1595,643.288889,539.0,1417.0,5.015876,6.487412,6.529653,ok,10714,18234,64,86886473293824.0,3.462285,7e-06,3.448841,0.035131,3.41371,0,0,0.0,0.41244,0.0,0.41244,0.0,0.0,0.0,none,0.0,0.0,,180.642872,25.314819,27.188913,0.04704,21.23946,0.574039,0.010377,1e-05,27.912097,2.293,1037.113
