arm,rows,batch_size,source_shards,cpu_workers,model_workers,host_cpu_slots,ray_cluster_cpus,operator_e2e_s,first_output_s,images_per_s,input_encoded_bytes,avg_encoded_bytes,cpu_system_mean_pct,cpu_system_peak_pct,cpu_busy_cores_mean,cpu_core_seconds,host_memory_mean_pct,host_memory_peak_pct,host_memory_available_min_mib,host_disk_read_bytes,host_disk_write_bytes,host_net_recv_bytes,host_net_sent_bytes,host_context_switches,host_interrupts,gpu_active_util_mean_pct,gpu_active_util_peak_pct,gpu_active_power_mean_w,gpu_active_power_peak_w,gpu_active_sm_clock_mean_mhz,gpu_active_memory_clock_mean_mhz,gpu_active_pcie_generation,gpu_active_pcie_width,gpu_energy_estimate_j,gpu_memory_peak_mib,output_rows,exactly_once,max_norm_error,embedding_sum_all,embedding_digest_xor_rounded5,gpu_active_devices,engine_stats_available,preprocess_tasks,predictor_tasks
daft_staged,256,32,4,4,2,128,10,13.660098051652312,13.556707644835114,18.740714673642806,41010144,160195.875,6.629745370370371,22.8796875,8.486074074074073,115.92060392543645,3.3333333333333335,3.6,995042.109375,0,2428928,43901195,43846211,263190,226809,0.4583333333333333,15.0,77.84833333333334,146.48000000000002,781.25,2726.375,4.0,16.0,1070.9830809617106,850.0,256,true,1.1920928955078125e-07,-61.224762961288434,f071d16276dee75f941b5a3cd60846ef,"[0,1]",false,,
ray_data_staged,256,32,4,4,2,128,10,7.952234307304025,7.947679527103901,32.19221040366823,41010144,160195.875,10.28452620967742,28.9421875,13.164193548387098,104.6847515634742,3.364516129032258,3.5,995160.73046875,0,3884032,83536855,83616169,172251,196444,0.5,8.0,106.50857142857144,143.48,1579.8214285714287,6131.642857142857,4.0,16.0,849.1355582619885,850.0,256,true,1.1920928955078125e-07,-61.224762961288434,f071d16276dee75f941b5a3cd60846ef,"[0,1]",true,4,4
