status,experiment_id,phase,repeat_index,server_version,pgvector_version,gpu_metrics_status,gpu_name,gpu_utilization_pct,gpu_memory_used_mib,gpu_memory_total_mib,database_trigger,job_id,operator,seed_workload,executor,strategy,data_source,source_workload_name,source_order,organizer,organizer_partition_mode,organizer_partitions,daft_runner,organizer_partition_effective,model_backend,model_endpoint_url,model_name,model_request_timeout_s,total_rows,written_rows,db_fetch_rows,ray_batch_rows,batching_policy,token_budget,embedding_dim,embedding_vector_dim,completion_max_tokens,model_workers,max_inflight_limit,endpoint_routing,pool_routing,endpoint_pool_ids,endpoint_gpu_ids,long_request_token_threshold,scheduling_policy,adaptive_min_inflight,adaptive_max_inflight,controller_min_window,controller_max_window,adaptive_sample_interval_s,adaptive_downshifts,adaptive_upshifts,adaptive_limit_mean,control_trace_path,control_trace_events,arrival_replay,arrival_time_scale,arrival_replay_preload,flush_policy,flush_timeout_ms,flush_max_wait_ms,flush_trace_output,flush_trace_path,flush_trace_events,submission_trace_path,submission_trace_events,resource_trace_path,resource_trace_events,writeback_mode,write_batch_rows,object_count,operator_invocations,max_inflight_seen,token_count,batch_rows_min,batch_rows_max,batch_rows_mean,batch_tokens_min,batch_tokens_max,batch_tokens_mean,batch_tokens_p50,batch_tokens_p95,batch_service_s_p50,batch_service_s_p95,batch_service_s_p99,vllm_metrics_status,vllm_prompt_tokens_delta,vllm_generation_tokens_delta,vllm_request_success_delta,vllm_e2e_request_latency_mean_s,vllm_request_queue_time_mean_s,vllm_request_inference_time_mean_s,vllm_request_prefill_time_mean_s,vllm_request_decode_time_mean_s,vllm_num_requests_running_after,vllm_num_requests_waiting_after,vllm_kv_cache_usage_perc_after,db_fetch_s,arrow_build_s,source_fetch_s,organizer_from_arrow_s,organizer_plan_s,organizer_collect_s,organization_policy_family,batch_prompt_token_spread_mean,prefix_group_ratio,organizer_warnings,model_service_s,model_request_wall_s,operator_wall_s,submit_s,bounded_wait_s,avg_bounded_wait_s,fanin_s,writeback_s,e2e_s,rows_per_s,tokens_per_s
ok,adaptive_flush_window_gate_fixed_timeout,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,27,11427,12227,job_table,804,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,arrow,none,0,,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,180.0,64,0,64,512,token_budget,6144,128,128,16,2,8,round_robin,none,default,0,0,static,0,0,0,0,0,0,0,8.0,,0,True,0.0001,bounded_requested_workload,fixed_timeout,25.0,50.0,experiments/results/adaptive_flush_window_20260725/gate_fixed_timeout_flush_trace.csv,experiments/results/adaptive_flush_window_20260725/gate_fixed_timeout_flush_trace.csv,44,experiments/results/adaptive_flush_window_20260725/gate_fixed_timeout_submission_trace.csv,22,experiments/results/adaptive_flush_window_20260725/gate_fixed_timeout_resource_trace.csv,15,none,0,22,22,8,11226,1,9,2.909091,24,3330,510.272727,133.0,2255.0,0.35789,0.679053,0.719797,ok,10202,1024,64,0.416593,5.3e-05,0.311081,0.055616,0.255465,0,0,0.0,0.548555,0.0,0.548555,0.0,0.0,0.0,none,0.0,0.0,,8.787641,1.44627,4.358609,0.036745,3.667541,0.261967,0.003635,1.3e-05,5.171365,12.376,2170.8
ok,adaptive_flush_window_gate_queue_adaptive,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,26,11311,12227,job_table,805,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,arrow,none,0,,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,180.0,64,0,64,512,token_budget,6144,128,128,16,2,8,round_robin,none,default,0,0,static,0,0,0,0,0,0,0,8.0,,0,True,0.0001,bounded_requested_workload,queue_adaptive,25.0,50.0,experiments/results/adaptive_flush_window_20260725/gate_queue_adaptive_flush_trace.csv,experiments/results/adaptive_flush_window_20260725/gate_queue_adaptive_flush_trace.csv,38,experiments/results/adaptive_flush_window_20260725/gate_queue_adaptive_submission_trace.csv,19,experiments/results/adaptive_flush_window_20260725/gate_queue_adaptive_resource_trace.csv,14,none,0,19,19,8,11226,1,8,3.368421,24,3330,590.842105,280.0,3330.0,0.321096,0.456132,0.456132,ok,10202,1024,64,0.328495,2.6e-05,0.300102,0.044784,0.255318,0,0,0.0,0.524742,0.0,0.524742,0.0,0.0,0.0,none,0.0,0.0,,6.212917,1.103812,4.040288,0.039074,3.409174,0.309925,0.004597,1.4e-05,4.837734,13.229,2320.508
