run_id,phase,repeat,arm_id,adapter,arm_barrier_jct_s,service_prompt_tokens,service_generation_tokens,service_total_tokens,service_tokens_per_s,service_token_source,short_jct_s,long_jct_s,short_end_relative_s,long_start_relative_s,long_end_relative_s,job_overlap_s,short_manifest_sha256,long_manifest_sha256,gpu_utilization_pct_mean,gpu_energy_j,mfu_fraction,vllm_running_mean,vllm_running_max,vllm_waiting_mean,vllm_waiting_max,vllm_kv_cache_usage_mean,vllm_kv_cache_usage_max,request_success_delta
001_warmup_01_daft_native,warmup,1,daft_native,daft_native,61.85789155960083,636378,234070,870448,14071.737300669434,vllm_counter_delta,21.805004596710205,56.67388033866882,21.805004596710205,4.999995946884155,61.67387628555298,16.80500864982605,85b3f90cdc4045ae9fdb48f1d30772649c25d86375b72bab0fbd903f2a01c971,8e532819f045f85ff4e92b61c688e2d50f180d438dc577eed79c57e19cfce9c1,87.57692307692308,48265.90463020325,0.5867608954008537,217.672131147541,512.0,165.9344262295082,458.0,0.7150989537190929,0.9989578680958762,1024
002_warmup_01_daft_ray,warmup,1,daft_ray,daft_ray,70.89557909965515,636378,234059,870437,12277.733126017078,vllm_counter_delta,31.24025797843933,65.78841400146484,31.24025797843933,4.999995946884155,70.788409948349,26.240262031555176,85b3f90cdc4045ae9fdb48f1d30772649c25d86375b72bab0fbd903f2a01c971,8e532819f045f85ff4e92b61c688e2d50f180d438dc577eed79c57e19cfce9c1,77.0234375,50209.01346133794,0.5069233885265383,190.57553956834533,512.0,142.568345323741,452.0,0.6244581824491278,0.9985112401369659,1024
003_warmup_01_ray_data_http,warmup,1,ray_data_http,ray_data_http,179.62928342819214,636378,234115,870493,4846.052844986072,vllm_counter_delta,171.92319440841675,174.45172762870789,171.92319440841675,4.999999284744263,179.45172691345215,166.92319512367249,85b3f90cdc4045ae9fdb48f1d30772649c25d86375b72bab0fbd903f2a01c971,8e532819f045f85ff4e92b61c688e2d50f180d438dc577eed79c57e19cfce9c1,90.11563169164882,121426.02995242576,0.17537202131705132,25.181556195965417,32.0,0.0,0.0,0.0901948216040937,0.12178055679618877,1024
004_formal_01_daft_native,formal,1,daft_native,daft_native,60.878355503082275,636378,234530,870908,14305.708372097959,vllm_counter_delta,20.50313425064087,55.77845001220703,20.50313425064087,5.0,60.77845001220703,15.50313425064087,85b3f90cdc4045ae9fdb48f1d30772649c25d86375b72bab0fbd903f2a01c971,8e532819f045f85ff4e92b61c688e2d50f180d438dc577eed79c57e19cfce9c1,88.80421686746988,48195.30731779739,0.5853112396324889,218.16666666666666,512.0,166.26666666666668,446.0,0.7208997072105603,0.999255620068483,1024
005_formal_01_daft_ray,formal,1,daft_ray,daft_ray,69.76568055152893,636378,234439,870817,12482.025447409125,vllm_counter_delta,29.523049354553223,64.64878416061401,29.523049354553223,4.999995231628418,69.64877939224243,24.523054122924805,85b3f90cdc4045ae9fdb48f1d30772649c25d86375b72bab0fbd903f2a01c971,8e532819f045f85ff4e92b61c688e2d50f180d438dc577eed79c57e19cfce9c1,77.95502645502646,50031.13632003494,0.5157513515189431,190.8029197080292,512.0,145.8029197080292,447.0,0.6273889434043048,0.9997022480273932,1024
006_formal_01_ray_data_http,formal,1,ray_data_http,ray_data_http,181.6417727470398,636378,233818,870196,4790.726201576237,vllm_counter_delta,174.60262179374695,176.5203776359558,174.60262179374695,5.000002145767212,181.52037978172302,169.60261964797974,85b3f90cdc4045ae9fdb48f1d30772649c25d86375b72bab0fbd903f2a01c971,8e532819f045f85ff4e92b61c688e2d50f180d438dc577eed79c57e19cfce9c1,89.67446808510638,122507.16126670026,0.17848829453951218,24.96,32.0,0.0,0.0,0.08934154278057807,0.11872859907696892,1024
007_formal_02_daft_ray,formal,2,daft_ray,daft_ray,70.43813705444336,636378,233675,870053,12352.01605811231,vllm_counter_delta,29.640614986419678,65.32303738594055,29.640614986419678,4.999999284744263,70.32303667068481,24.640615701675415,85b3f90cdc4045ae9fdb48f1d30772649c25d86375b72bab0fbd903f2a01c971,8e532819f045f85ff4e92b61c688e2d50f180d438dc577eed79c57e19cfce9c1,76.82291666666666,49832.623022157946,0.5049403739876118,189.52173913043478,512.0,147.3913043478261,453.0,0.6226619457875647,0.9996278100342415,1024
008_formal_02_ray_data_http,formal,2,ray_data_http,ray_data_http,182.32479071617126,636378,234116,870494,4774.4138171265795,vllm_counter_delta,172.47681140899658,177.19922518730164,172.47681140899658,4.999999761581421,182.19922494888306,167.47681164741516,85b3f90cdc4045ae9fdb48f1d30772649c25d86375b72bab0fbd903f2a01c971,8e532819f045f85ff4e92b61c688e2d50f180d438dc577eed79c57e19cfce9c1,89.97058823529412,123121.97769072992,0.17359400432361155,24.82336182336182,32.0,0.0,0.0,0.08850804630170418,0.118951913056424,1024
009_formal_02_daft_native,formal,2,daft_native,daft_native,60.25987935066223,636378,234279,870657,14448.369452144147,vllm_counter_delta,20.1197988986969,55.13438034057617,20.1197988986969,4.999995708465576,60.13437604904175,15.119803190231323,85b3f90cdc4045ae9fdb48f1d30772649c25d86375b72bab0fbd903f2a01c971,8e532819f045f85ff4e92b61c688e2d50f180d438dc577eed79c57e19cfce9c1,90.28181818181818,48122.05323908154,0.5870586465620348,219.26050420168067,512.0,167.52941176470588,434.0,0.7241446824375127,0.9973946702396903,1024
010_formal_03_ray_data_http,formal,3,ray_data_http,ray_data_http,180.23963594436646,636378,234265,870643,4830.474692418577,vllm_counter_delta,166.3444299697876,175.0874469280243,166.3444299697876,5.000004529953003,180.0874514579773,161.3444254398346,85b3f90cdc4045ae9fdb48f1d30772649c25d86375b72bab0fbd903f2a01c971,8e532819f045f85ff4e92b61c688e2d50f180d438dc577eed79c57e19cfce9c1,89.86673773987206,122214.39819352854,0.17800750795161285,25.276657060518733,32.0,0.0,0.0,0.0902252832612336,0.11872859907696887,1024
011_formal_03_daft_native,formal,3,daft_native,daft_native,60.2031991481781,636378,234061,870439,14458.351255679769,vllm_counter_delta,19.89860510826111,55.0822536945343,19.89860510826111,5.000011444091797,60.0822651386261,14.898593664169312,85b3f90cdc4045ae9fdb48f1d30772649c25d86375b72bab0fbd903f2a01c971,8e532819f045f85ff4e92b61c688e2d50f180d438dc577eed79c57e19cfce9c1,89.78787878787878,48009.01926864221,0.5893649802408774,218.7310924369748,512.0,167.73949579831933,443.0,0.7277133274033151,0.9989578680958762,1024
012_formal_03_daft_ray,formal,3,daft_ray,daft_ray,71.41628241539001,636378,234246,870624,12190.833386370485,vllm_counter_delta,31.392481327056885,66.30792784690857,31.392481327056885,4.9999918937683105,71.30791974067688,26.392489433288574,85b3f90cdc4045ae9fdb48f1d30772649c25d86375b72bab0fbd903f2a01c971,8e532819f045f85ff4e92b61c688e2d50f180d438dc577eed79c57e19cfce9c1,76.7963917525773,50681.40414146249,0.5048357815848561,190.17857142857142,512.0,148.28571428571428,462.0,0.6219517641804377,0.998511240136966,1024
