schema_version,experiment_id,phase,repeat_index,job_id,server_version,pgvector_version,flush_policy,flush_timeout_ms,flush_max_wait_ms,arrival_time_scale,trace_index,elapsed_s,pending_rows,pending_tokens,oldest_age_s,action,reason
1,accelerated_arrival_scale_probe_1024_immediate,formal,1,801,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,immediate,25.0,50.0,0.0005,0,0.0,1,50,0.0,flush,immediate
1,accelerated_arrival_scale_probe_1024_immediate,formal,1,801,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,immediate,25.0,50.0,0.0005,1,0.0319999999992433,1,33,0.011999999998806743,flush,immediate
1,accelerated_arrival_scale_probe_1024_immediate,formal,1,801,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,immediate,25.0,50.0,0.0005,2,0.06299999999828287,1,78,0.006499999999505235,flush,immediate
1,accelerated_arrival_scale_probe_1024_immediate,formal,1,801,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,immediate,25.0,50.0,0.0005,3,0.09400000000096043,1,106,0.004000000000814907,flush,immediate
1,accelerated_arrival_scale_probe_1024_immediate,formal,1,801,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,immediate,25.0,50.0,0.0005,4,0.11000000000058208,1,20,0.005499999999301508,flush,immediate
1,accelerated_arrival_scale_probe_1024_immediate,formal,1,801,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,immediate,25.0,50.0,0.0005,5,0.125,1,21,0.010999999998603016,flush,immediate
1,accelerated_arrival_scale_probe_1024_immediate,formal,1,801,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,immediate,25.0,50.0,0.0005,6,0.14099999999962165,1,282,0.01299999999901047,flush,immediate
1,accelerated_arrival_scale_probe_1024_immediate,formal,1,801,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,immediate,25.0,50.0,0.0005,7,0.14099999999962165,1,32,0.00999999999839929,flush,immediate
1,accelerated_arrival_scale_probe_1024_immediate,formal,1,801,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,immediate,25.0,50.0,0.0005,8,0.21900000000096043,1,33,0.016500000001542503,flush,immediate
1,accelerated_arrival_scale_probe_1024_immediate,formal,1,801,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,immediate,25.0,50.0,0.0005,9,2.8909999999996217,1,21,2.6260000000002037,flush,immediate
1,accelerated_arrival_scale_probe_1024_immediate,formal,1,801,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,immediate,25.0,50.0,0.0005,10,2.9219999999986612,1,66,2.6444999999985157,flush,immediate
1,accelerated_arrival_scale_probe_1024_immediate,formal,1,801,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,immediate,25.0,50.0,0.0005,11,2.9690000000009604,1,26,2.6525000000001455,flush,immediate
1,accelerated_arrival_scale_probe_1024_immediate,formal,1,801,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,immediate,25.0,50.0,0.0005,12,3.0159999999996217,1,40,2.6755000000011933,flush,immediate
1,accelerated_arrival_scale_probe_1024_immediate,formal,1,801,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,immediate,25.0,50.0,0.0005,13,3.0469999999986612,1,49,2.6790000000000873,flush,immediate
1,accelerated_arrival_scale_probe_1024_immediate,formal,1,801,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,immediate,25.0,50.0,0.0005,14,3.0469999999986612,1,78,2.6639999999970314,flush,immediate
