status,experiment_id,phase,repeat_index,server_version,pgvector_version,gpu_metrics_status,gpu_name,gpu_utilization_pct,gpu_memory_used_mib,gpu_memory_total_mib,database_trigger,job_id,operator,seed_workload,executor,strategy,data_source,source_workload_name,source_order,organizer,organizer_partition_mode,organizer_partitions,daft_runner,organizer_partition_effective,model_backend,model_endpoint_url,model_name,model_request_timeout_s,total_rows,written_rows,db_fetch_rows,ray_batch_rows,batching_policy,token_budget,embedding_dim,embedding_vector_dim,completion_max_tokens,model_workers,max_inflight_limit,writeback_mode,write_batch_rows,object_count,operator_invocations,max_inflight_seen,token_count,batch_rows_min,batch_rows_max,batch_rows_mean,batch_tokens_min,batch_tokens_max,batch_tokens_mean,batch_tokens_p50,batch_tokens_p95,batch_service_s_p50,batch_service_s_p95,batch_service_s_p99,vllm_metrics_status,vllm_prompt_tokens_delta,vllm_generation_tokens_delta,vllm_request_success_delta,vllm_e2e_request_latency_mean_s,vllm_request_queue_time_mean_s,vllm_request_inference_time_mean_s,vllm_request_prefill_time_mean_s,vllm_request_decode_time_mean_s,vllm_num_requests_running_after,vllm_num_requests_waiting_after,vllm_kv_cache_usage_perc_after,db_fetch_s,arrow_build_s,source_fetch_s,organizer_from_arrow_s,organizer_plan_s,organizer_collect_s,organizer_warnings,model_service_s,model_request_wall_s,operator_wall_s,submit_s,bounded_wait_s,avg_bounded_wait_s,fanin_s,writeback_s,e2e_s,rows_per_s
ok,sharegpt_burstgpt_arrival_token6144_k4,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,98,11305,12227,job_table,538,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,token_budget,6144,128,128,16,2,4,none,0,13,13,4,70572,1,71,39.384615,1159,6141,5428.615385,5808.0,6141.0,0.586454,0.659591,0.659591,ok,62396,8176,512,0.555259,8.5e-05,0.509224,0.090856,0.418368,0,0,0.0,0.065035,0.0,0.065035,0.000386,1.4e-05,0.002619,,6.61906,1.804837,1.813844,0.018979,1.582041,0.175782,0.003407,1e-05,1.923626,266.164
ok,sharegpt_burstgpt_arrival_token6144_k4,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,96,11302,12227,job_table,539,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,token_budget,6144,128,128,16,2,4,none,0,13,13,4,70580,1,71,39.384615,1159,6141,5429.230769,5808.0,6141.0,0.585475,0.676677,0.676677,ok,62396,8184,512,0.555103,8.2e-05,0.503791,0.078734,0.425057,0,0,0.0,0.066989,0.0,0.066989,0.000533,1.7e-05,0.004185,,6.600774,1.778814,1.787624,0.016853,1.587177,0.176353,0.002409,5e-06,1.912663,267.69
ok,sharegpt_burstgpt_arrival_token6144_k8,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,7,11309,12227,job_table,540,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,token_budget,6144,128,128,16,2,8,none,0,13,13,8,70586,1,71,39.384615,1159,6141,5429.692308,5816.0,6141.0,0.725674,1.189388,1.189388,ok,62396,8190,512,0.720019,0.014815,0.643507,0.098933,0.544575,0,0,0.0,0.450971,0.0,0.450971,0.000593,1.5e-05,0.002588,,9.852803,1.50457,3.62872,0.020446,2.932421,0.586484,0.003589,1.1e-05,4.275671,119.747
ok,sharegpt_burstgpt_arrival_token6144_k8,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,97,11327,12227,job_table,541,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,token_budget,6144,128,128,16,2,8,none,0,13,13,8,70568,1,71,39.384615,1159,6133,5428.307692,5808.0,6133.0,0.734736,1.330019,1.330019,ok,62396,8172,512,0.722263,0.013524,0.6404,0.096689,0.543711,0,0,0.0,0.068822,0.0,0.068822,0.000508,1.6e-05,0.003181,,10.111698,1.449132,1.455911,0.015798,0.783148,0.15663,0.002721,1e-05,1.54558,331.267
ok,sharegpt_burstgpt_arrival_token6144_k8,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,97,11316,12227,job_table,542,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,token_budget,6144,128,128,16,2,8,none,0,13,13,8,70580,1,71,39.384615,1159,6141,5429.230769,5808.0,6141.0,0.729164,1.345228,1.345228,ok,62396,8184,512,0.725142,0.014684,0.650428,0.111871,0.538558,0,0,0.0,0.065778,0.0,0.065778,0.000445,1.7e-05,0.002564,,10.027407,1.436063,1.443854,0.016253,0.770928,0.154186,0.00252,7e-06,1.562771,327.623
ok,sharegpt_burstgpt_arrival_token6144_k8,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,97,11312,12227,job_table,543,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,token_budget,6144,128,128,16,2,8,none,0,13,13,8,70584,1,71,39.384615,1159,6141,5429.538462,5816.0,6141.0,0.727521,1.360874,1.360874,ok,62396,8188,512,0.723844,0.015319,0.648801,0.110085,0.538716,0,0,0.0,0.084144,0.0,0.084144,0.000592,2e-05,0.002727,,10.080594,1.452796,1.462403,0.020173,0.791209,0.158242,0.002589,6e-06,1.564908,327.176
ok,sharegpt_burstgpt_arrival_token6144_k16,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,6,11312,12227,job_table,544,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,token_budget,6144,128,128,16,2,16,none,0,13,13,13,70578,1,71,39.384615,1159,6141,5429.076923,5806.0,6141.0,0.827089,1.216064,1.216064,ok,62396,8182,512,0.960944,0.228887,0.672549,0.096604,0.575946,0,0,0.0,0.469555,0.0,0.469555,0.000643,1.7e-05,0.002582,,12.563018,1.585264,4.281756,0.017409,0.0,0.0,0.00321,9e-06,4.934868,103.752
ok,sharegpt_burstgpt_arrival_token6144_k16,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,97,11305,12227,job_table,545,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,token_budget,6144,128,128,16,2,16,none,0,13,13,13,70578,1,71,39.384615,1159,6141,5429.076923,5808.0,6141.0,1.438454,1.469282,1.469282,ok,62396,8182,512,1.097892,0.302772,0.670961,0.112371,0.55859,0,0,0.0,0.068594,0.0,0.068594,0.000386,1.5e-05,0.002762,,14.896712,1.473047,1.479916,0.014518,0.0,0.0,0.002413,1e-05,1.610026,318.007
ok,sharegpt_burstgpt_arrival_token6144_k16,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,97,11315,12227,job_table,546,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,token_budget,6144,128,128,16,2,16,none,0,13,13,13,70580,1,71,39.384615,1159,6141,5429.230769,5816.0,6141.0,1.400503,1.420121,1.420121,ok,62396,8184,512,1.053699,0.276788,0.652003,0.110485,0.541518,0,0,0.0,0.06557,0.0,0.06557,0.000523,7.2e-05,0.002726,,15.487727,1.422804,1.431288,0.016057,0.0,0.0,0.002843,4e-06,1.528586,334.95
ok,sharegpt_burstgpt_arrival_token6144_k16,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,97,11308,12227,job_table,547,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,token_budget,6144,128,128,16,2,16,none,0,13,13,13,70569,1,71,39.384615,1159,6141,5428.384615,5808.0,6141.0,1.366221,1.428508,1.428508,ok,62396,8173,512,1.062561,0.281192,0.648369,0.104478,0.543891,0,0,0.0,0.082921,0.0,0.082921,0.000434,1.5e-05,0.002659,,14.307807,1.435056,1.44229,0.015007,0.0,0.0,0.002684,6e-06,1.563451,327.481
ok,sharegpt_burstgpt_arrival_token6144_unbounded,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,8,11310,12227,job_table,548,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,token_budget,6144,128,128,16,2,100000,none,0,13,13,13,70575,1,71,39.384615,1159,6141,5428.846154,5816.0,6141.0,1.245268,1.308245,1.308245,ok,62396,8179,512,0.98719,0.26308,0.647339,0.108876,0.538463,0,0,0.0,0.485485,0.0,0.485485,0.000694,1.7e-05,0.002655,,13.850574,1.441591,4.253814,0.018327,0.0,0.0,0.00233,7e-06,4.946924,103.499
ok,sharegpt_burstgpt_arrival_token6144_unbounded,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,97,11305,12227,job_table,549,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,token_budget,6144,128,128,16,2,100000,none,0,13,13,13,70588,1,71,39.384615,1159,6141,5429.846154,5816.0,6141.0,1.361003,1.431881,1.431881,ok,62396,8192,512,1.071876,0.269291,0.648581,0.111196,0.537385,0,0,0.0,0.071675,0.0,0.071675,0.000519,1.5e-05,0.003513,,14.457975,1.439713,1.448841,0.019518,0.0,0.0,0.002446,6e-06,1.562738,327.63
ok,sharegpt_burstgpt_arrival_token6144_unbounded,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,97,11314,12227,job_table,550,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,token_budget,6144,128,128,16,2,100000,none,0,13,13,13,70578,1,71,39.384615,1159,6141,5429.076923,5806.0,6141.0,1.420458,1.466802,1.466802,ok,62396,8182,512,1.091507,0.291055,0.670467,0.110163,0.560305,0,0,0.0,0.091963,0.0,0.091963,0.000462,1.7e-05,0.002591,,15.288061,1.47636,1.483031,0.013205,0.0,0.0,0.002477,9e-06,1.62698,314.693
ok,sharegpt_burstgpt_arrival_token6144_unbounded,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,97,11307,12227,job_table,551,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,token_budget,6144,128,128,16,2,100000,none,0,13,13,13,70555,1,71,39.384615,1159,6133,5427.307692,5808.0,6133.0,0.922355,1.48591,1.48591,ok,62396,8159,512,1.122529,0.309186,0.68201,0.111009,0.571001,0,0,0.0,0.082521,0.0,0.082521,0.000778,1.6e-05,0.002898,,14.583895,1.499728,1.506743,0.015071,0.0,0.0,0.002271,7e-06,1.630413,314.031
