status,experiment_id,phase,repeat_index,server_version,pgvector_version,gpu_metrics_status,gpu_name,gpu_utilization_pct,gpu_memory_used_mib,gpu_memory_total_mib,database_trigger,job_id,executor,strategy,model_backend,embedding_endpoint_url,embedding_model,total_rows,written_rows,db_fetch_rows,ray_batch_rows,embedding_dim,model_workers,max_inflight_limit,writeback_mode,write_batch_rows,object_count,operator_invocations,max_inflight_seen,token_count,db_fetch_s,arrow_build_s,model_service_s,model_request_wall_s,operator_wall_s,submit_s,bounded_wait_s,avg_bounded_wait_s,fanin_s,writeback_s,e2e_s,rows_per_s
ok,gpu_chain_breakdown_1024_actor_coalesced,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,6,1663,12227,job_table,196,ray_actor,coalesced,http_openai,http://localhost:8000/v1/embeddings,local-embedding,1024,1024,512,256,384,2,8,json_text,256,4,4,2,41537,0.00513,0.001827,0.918515,0.51086,0.61295,0.004202,0.0,0.0,0.001877,0.386044,1.0088,1015.067
ok,gpu_chain_breakdown_1024_actor_coalesced,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,7,1834,12227,job_table,197,ray_actor,coalesced,http_openai,http://localhost:8000/v1/embeddings,local-embedding,1024,1024,512,256,384,2,8,json_text,256,4,4,2,41537,0.006068,0.00046,0.728474,0.435503,0.552618,0.003745,0.0,0.0,0.002008,0.433564,0.996227,1027.878
ok,gpu_chain_breakdown_1024_actor_coalesced,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,6,1840,12227,job_table,198,ray_actor,coalesced,http_openai,http://localhost:8000/v1/embeddings,local-embedding,1024,1024,512,256,384,2,8,json_text,256,4,4,2,41537,0.005128,0.000747,0.651071,0.376861,0.480276,0.003403,0.0,0.0,0.001856,0.408949,0.898065,1140.229
ok,gpu_chain_breakdown_1024_actor_fine,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,6,1837,12227,job_table,199,ray_actor,fine,http_openai,http://localhost:8000/v1/embeddings,local-embedding,1024,1024,512,256,384,2,8,json_text,256,1024,1024,8,41537,0.006935,0.001461,20.675598,11.203216,11.297866,0.819945,10.061384,0.019963,0.180595,0.430954,11.741783,87.21
ok,gpu_chain_breakdown_1024_actor_fine,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,16,1831,12227,job_table,200,ray_actor,fine,http_openai,http://localhost:8000/v1/embeddings,local-embedding,1024,1024,512,256,384,2,8,json_text,256,1024,1024,8,41537,0.005923,0.000601,19.870265,10.682122,10.800491,0.822174,9.550597,0.01895,0.178273,0.399053,11.210173,91.346
ok,gpu_chain_breakdown_1024_actor_fine,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,14,1832,12227,job_table,201,ray_actor,fine,http_openai,http://localhost:8000/v1/embeddings,local-embedding,1024,1024,512,256,384,2,8,json_text,256,1024,1024,8,41537,0.005561,0.000684,18.945886,10.518014,10.638702,0.86024,9.400062,0.018651,0.18778,0.393385,11.043626,92.723
ok,gpu_chain_breakdown_4096_python_coalesced,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,6,1844,12227,job_table,202,python,coalesced,http_openai,http://localhost:8000/v1/embeddings,local-embedding,4096,4096,512,256,384,2,8,json_text,256,16,16,1,167268,0.022647,0.002954,1.927466,1.954108,1.93233,1.932221,0.0,0.0,0.0,1.605154,3.567152,1148.255
ok,gpu_chain_breakdown_4096_python_coalesced,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,6,1840,12227,job_table,203,python,coalesced,http_openai,http://localhost:8000/v1/embeddings,local-embedding,4096,4096,512,256,384,2,8,json_text,256,16,16,1,167268,0.018705,0.001773,1.832385,1.855177,1.837117,1.837018,0.0,0.0,0.0,1.578136,3.438889,1191.082
ok,gpu_chain_breakdown_4096_python_coalesced,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,7,1838,12227,job_table,204,python,coalesced,http_openai,http://localhost:8000/v1/embeddings,local-embedding,4096,4096,512,256,384,2,8,json_text,256,16,16,1,167268,0.020122,0.001776,1.811751,1.835497,1.816996,1.816879,0.0,0.0,0.0,1.572058,3.414403,1199.624
