status,experiment_id,phase,repeat_index,server_version,pgvector_version,database_trigger,job_id,executor,strategy,total_rows,written_rows,db_fetch_rows,ray_batch_rows,embedding_dim,model_workers,max_inflight_limit,object_count,operator_invocations,max_inflight_seen,token_count,db_fetch_s,arrow_build_s,model_service_s,bounded_wait_s,avg_bounded_wait_s,fanin_s,writeback_s,e2e_s,rows_per_s
ok,smoke_python,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,3,python,coalesced,256,256,128,64,128,2,4,4,4,1,9728,0.004437,0.001556,0.25633,0.0,0.0,0.0,0.045534,0.311738,821.202
ok,smoke_ray,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,4,ray_actor,coalesced,256,256,128,64,128,2,4,4,4,2,9728,0.004099,0.001431,0.26192,0.0,0.0,0.000544,0.041122,0.277245,923.373
