status,experiment_id,phase,repeat_index,server_version,pgvector_version,gpu_metrics_status,gpu_name,gpu_utilization_pct,gpu_memory_used_mib,gpu_memory_total_mib,database_trigger,job_id,executor,strategy,model_backend,embedding_endpoint_url,embedding_model,total_rows,written_rows,db_fetch_rows,ray_batch_rows,embedding_dim,model_workers,max_inflight_limit,writeback_mode,write_batch_rows,object_count,operator_invocations,max_inflight_seen,token_count,db_fetch_s,arrow_build_s,model_service_s,model_request_wall_s,operator_wall_s,submit_s,bounded_wait_s,avg_bounded_wait_s,fanin_s,writeback_s,e2e_s,rows_per_s
ok,ollama_cpu_batch_coalesced_nowrite_1024_20260714,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,8,1347,12227,job_table,237,python,coalesced,http_openai,http://localhost:11434/v1/embeddings,all-minilm,1024,0,256,256,384,1,2,none,0,4,4,1,41537,0.006839,0.001598,7.228258,7.234205,7.229536,0.0,0.0,0.0,0.0,6e-06,7.240531,141.426
ok,ollama_cpu_batch_fine_nowrite_1024_20260714,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,9,1350,12227,job_table,238,python,fine,http_openai,http://localhost:11434/v1/embeddings,all-minilm,1024,0,256,256,384,1,2,none,0,1024,1024,1,41537,0.006663,0.001657,41.694386,41.788105,41.781715,0.0,0.0,0.0,0.0,6e-06,41.794419,24.501
