status,experiment_id,phase,repeat_index,server_version,pgvector_version,gpu_metrics_status,gpu_name,gpu_utilization_pct,gpu_memory_used_mib,gpu_memory_total_mib,database_trigger,job_id,executor,strategy,model_backend,embedding_endpoint_url,embedding_model,total_rows,written_rows,db_fetch_rows,ray_batch_rows,embedding_dim,model_workers,max_inflight_limit,writeback_mode,write_batch_rows,object_count,operator_invocations,max_inflight_seen,token_count,db_fetch_s,arrow_build_s,model_service_s,model_request_wall_s,operator_wall_s,submit_s,bounded_wait_s,avg_bounded_wait_s,fanin_s,writeback_s,e2e_s,rows_per_s
ok,pg18_4_post_migration_health_20260714,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,9,1338,12227,job_table,235,python,coalesced,fake,,local-embedding,256,256,128,64,128,1,2,json_text,0,4,4,1,9728,0.005306,0.001508,0.26524,0.267229,0.265808,0.0,0.0,0.0,0.0,0.06475,0.341351,749.961
