status,experiment_id,phase,repeat_index,server_version,pgvector_version,gpu_metrics_status,gpu_name,gpu_utilization_pct,gpu_memory_used_mib,gpu_memory_total_mib,database_trigger,job_id,operator,seed_workload,executor,strategy,data_source,source_workload_name,source_order,organizer,organizer_partition_mode,organizer_partitions,daft_runner,organizer_partition_effective,model_backend,model_endpoint_url,model_name,model_request_timeout_s,total_rows,written_rows,db_fetch_rows,ray_batch_rows,batching_policy,token_budget,embedding_dim,embedding_vector_dim,completion_max_tokens,model_workers,max_inflight_limit,endpoint_routing,pool_routing,endpoint_pool_ids,endpoint_gpu_ids,long_request_token_threshold,scheduling_policy,adaptive_min_inflight,adaptive_max_inflight,controller_min_window,controller_max_window,adaptive_sample_interval_s,adaptive_downshifts,adaptive_upshifts,adaptive_limit_mean,control_trace_path,control_trace_events,arrival_replay,arrival_time_scale,arrival_replay_preload,flush_policy,flush_timeout_ms,flush_max_wait_ms,flush_trace_output,flush_trace_path,flush_trace_events,submission_trace_path,submission_trace_events,resource_trace_path,resource_trace_events,writeback_mode,write_batch_rows,object_count,operator_invocations,max_inflight_seen,token_count,batch_rows_min,batch_rows_max,batch_rows_mean,batch_tokens_min,batch_tokens_max,batch_tokens_mean,batch_tokens_p50,batch_tokens_p95,batch_service_s_p50,batch_service_s_p95,batch_service_s_p99,vllm_metrics_status,vllm_prompt_tokens_delta,vllm_generation_tokens_delta,vllm_request_success_delta,vllm_e2e_request_latency_mean_s,vllm_request_queue_time_mean_s,vllm_request_inference_time_mean_s,vllm_request_prefill_time_mean_s,vllm_request_decode_time_mean_s,vllm_num_requests_running_after,vllm_num_requests_waiting_after,vllm_kv_cache_usage_perc_after,db_fetch_s,arrow_build_s,source_fetch_s,organizer_from_arrow_s,organizer_plan_s,organizer_collect_s,organization_policy_family,batch_prompt_token_spread_mean,prefix_group_ratio,organizer_warnings,model_service_s,model_request_wall_s,operator_wall_s,submit_s,bounded_wait_s,avg_bounded_wait_s,fanin_s,writeback_s,e2e_s,rows_per_s,tokens_per_s
ok,adaptive_flush_window_probe_1024_immediate,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,25,11310,12227,job_table,806,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,arrow,none,0,,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,180.0,1024,0,1024,512,token_budget,6144,128,128,16,2,8,round_robin,none,default,0,0,static,0,0,0,0,0,0,0,8.0,,0,True,0.0005,bounded_requested_workload,immediate,25.0,50.0,experiments/results/adaptive_flush_window_20260725/probe_1024_immediate_flush_trace.csv,experiments/results/adaptive_flush_window_20260725/probe_1024_immediate_flush_trace.csv,2048,experiments/results/adaptive_flush_window_20260725/probe_1024_immediate_submission_trace.csv,1024,experiments/results/adaptive_flush_window_20260725/probe_1024_immediate_resource_trace.csv,139,none,0,1024,1024,8,140038,1,1,1.0,17,1867,136.755859,40.0,794.0,0.25388,0.301892,0.333551,ok,123681,16357,1024,0.245464,7e-06,0.234894,0.026822,0.208072,0,0,0.0,0.522374,0.0,0.522374,0.0,0.0,0.0,none,0.0,0.0,,262.460886,42.713805,45.716746,1.746863,33.241309,0.032718,0.244357,1e-05,48.400057,21.157,2893.344
ok,adaptive_flush_window_probe_1024_fixed_timeout,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,27,11318,12227,job_table,807,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,arrow,none,0,,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,180.0,1024,0,1024,512,token_budget,6144,128,128,16,2,8,round_robin,none,default,0,0,static,0,0,0,0,0,0,0,8.0,,0,True,0.0005,bounded_requested_workload,fixed_timeout,25.0,50.0,experiments/results/adaptive_flush_window_20260725/probe_1024_fixed_timeout_flush_trace.csv,experiments/results/adaptive_flush_window_20260725/probe_1024_fixed_timeout_flush_trace.csv,684,experiments/results/adaptive_flush_window_20260725/probe_1024_fixed_timeout_submission_trace.csv,342,experiments/results/adaptive_flush_window_20260725/probe_1024_fixed_timeout_resource_trace.csv,86,none,0,342,342,8,140037,1,11,2.994152,17,5267,409.464912,181.0,1598.0,0.346212,0.421678,0.454706,ok,123681,16356,1024,0.347508,1.4e-05,0.331274,0.039216,0.292059,0,0,0.0,0.541413,0.0,0.541413,0.0,0.0,0.0,none,0.0,0.0,,115.073715,25.27241,28.153282,0.768252,14.025244,0.041992,0.084163,1.2e-05,29.712891,34.463,4713.005
ok,adaptive_flush_window_probe_1024_queue_adaptive,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,55,11285,12227,job_table,808,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,arrow,none,0,,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,180.0,1024,0,1024,512,token_budget,6144,128,128,16,2,8,round_robin,none,default,0,0,static,0,0,0,0,0,0,0,8.0,,0,True,0.0005,bounded_requested_workload,queue_adaptive,25.0,50.0,experiments/results/adaptive_flush_window_20260725/probe_1024_queue_adaptive_flush_trace.csv,experiments/results/adaptive_flush_window_20260725/probe_1024_queue_adaptive_flush_trace.csv,488,experiments/results/adaptive_flush_window_20260725/probe_1024_queue_adaptive_submission_trace.csv,244,experiments/results/adaptive_flush_window_20260725/probe_1024_queue_adaptive_resource_trace.csv,81,none,0,244,244,8,140050,1,16,4.196721,17,5281,573.97541,268.0,2541.0,0.309148,0.445648,0.497794,ok,123681,16369,1024,0.346372,1.5e-05,0.328578,0.039085,0.289493,0,0,0.0,0.648347,0.0,0.648347,0.0,0.0,0.0,none,0.0,0.0,,80.013264,23.525132,26.405329,0.649131,3.542874,0.015012,0.058828,1.3e-05,27.819238,36.809,5034.286
