schema_version,experiment_id,phase,repeat_index,job_id,server_version,pgvector_version,sample_index,sample_epoch_s,gpu_metrics_status,gpu_name,gpu_utilization_pct,gpu_memory_used_mib,gpu_memory_total_mib,vllm_metrics_status,vllm_num_requests_running,vllm_num_requests_waiting,vllm_kv_cache_usage_perc
1,adaptive_flush_window_formal_512_immediate,warmup,1,815,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,0,1784987591.2262952,snapshot,NVIDIA GeForce RTX 5070,23,11278,12227,ok,0,0,0.0
1,adaptive_flush_window_formal_512_immediate,warmup,1,815,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,1,1784987591.5458896,snapshot,NVIDIA GeForce RTX 5070,24,11278,12227,ok,0,0,0.0
1,adaptive_flush_window_formal_512_immediate,warmup,1,815,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,2,1784987591.887249,snapshot,NVIDIA GeForce RTX 5070,24,11281,12227,ok,0,0,0.0
1,adaptive_flush_window_formal_512_immediate,warmup,1,815,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,3,1784987592.229442,snapshot,NVIDIA GeForce RTX 5070,24,11276,12227,ok,0,0,0.0
1,adaptive_flush_window_formal_512_immediate,warmup,1,815,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,4,1784987592.5701597,snapshot,NVIDIA GeForce RTX 5070,24,11282,12227,ok,0,0,0.0
1,adaptive_flush_window_formal_512_immediate,warmup,1,815,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,5,1784987592.91271,snapshot,NVIDIA GeForce RTX 5070,24,11287,12227,ok,0,0,0.0
1,adaptive_flush_window_formal_512_immediate,warmup,1,815,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,6,1784987593.2537558,snapshot,NVIDIA GeForce RTX 5070,24,11287,12227,ok,0,0,0.0
1,adaptive_flush_window_formal_512_immediate,warmup,1,815,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,7,1784987593.6019611,snapshot,NVIDIA GeForce RTX 5070,24,11287,12227,ok,0,0,0.0
1,adaptive_flush_window_formal_512_immediate,warmup,1,815,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,8,1784987593.9343655,snapshot,NVIDIA GeForce RTX 5070,24,11280,12227,ok,0,0,0.0
1,adaptive_flush_window_formal_512_immediate,warmup,1,815,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,9,1784987594.2775729,snapshot,NVIDIA GeForce RTX 5070,24,11275,12227,ok,0,0,0.0
1,adaptive_flush_window_formal_512_immediate,warmup,1,815,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,10,1784987594.6320314,snapshot,NVIDIA GeForce RTX 5070,24,11283,12227,ok,0,0,0.0
1,adaptive_flush_window_formal_512_immediate,warmup,1,815,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,11,1784987594.9558003,snapshot,NVIDIA GeForce RTX 5070,24,11280,12227,ok,7,0,0.0027815306365731596
1,adaptive_flush_window_formal_512_immediate,warmup,1,815,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,12,1784987595.2958517,snapshot,NVIDIA GeForce RTX 5070,24,11289,12227,ok,6,0,0.0012715568624334095
1,adaptive_flush_window_formal_512_immediate,warmup,1,815,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,13,1784987595.6487825,snapshot,NVIDIA GeForce RTX 5070,86,11289,12227,ok,8,0,0.028371612493046205
1,adaptive_flush_window_formal_512_immediate,warmup,1,815,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,14,1784987595.9707565,snapshot,NVIDIA GeForce RTX 5070,86,11286,12227,ok,7,0,0.00222522450925855
1,adaptive_flush_window_formal_512_immediate,warmup,1,815,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,15,1784987596.306391,snapshot,NVIDIA GeForce RTX 5070,86,11282,12227,ok,5,0,0.00413255980290872
1,adaptive_flush_window_formal_512_immediate,warmup,1,815,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,16,1784987596.6457727,snapshot,NVIDIA GeForce RTX 5070,73,11289,12227,ok,2,0,0.0004768338234125702
1,adaptive_flush_window_formal_512_immediate,warmup,1,815,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,17,1784987596.9653196,snapshot,NVIDIA GeForce RTX 5070,73,11286,12227,ok,0,0,0.0
1,adaptive_flush_window_formal_512_immediate,warmup,1,815,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,18,1784987597.3106098,snapshot,NVIDIA GeForce RTX 5070,73,11287,12227,ok,6,0,0.00238416911706274
1,adaptive_flush_window_formal_512_immediate,warmup,1,815,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,19,1784987597.628639,snapshot,NVIDIA GeForce RTX 5070,81,11290,12227,ok,5,0,0.007390924262894338
1,adaptive_flush_window_formal_512_immediate,warmup,1,815,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,20,1784987597.9682474,snapshot,NVIDIA GeForce RTX 5070,81,11294,12227,ok,2,0,0.0021457522053563993
1,adaptive_flush_window_formal_512_immediate,warmup,1,815,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,21,1784987598.2892747,snapshot,NVIDIA GeForce RTX 5070,81,11294,12227,ok,1,0,7.947230390203952e-05
1,adaptive_flush_window_formal_512_immediate,warmup,1,815,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,22,1784987598.625828,snapshot,NVIDIA GeForce RTX 5070,32,11287,12227,ok,0,0,0.0
1,adaptive_flush_window_formal_512_immediate,warmup,1,815,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,23,1784987598.984587,snapshot,NVIDIA GeForce RTX 5070,32,11281,12227,ok,0,0,0.0
1,adaptive_flush_window_formal_512_immediate,warmup,1,815,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,24,1784987599.3048124,snapshot,NVIDIA GeForce RTX 5070,32,11287,12227,ok,1,0,7.947230390203952e-05
1,adaptive_flush_window_formal_512_immediate,warmup,1,815,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,25,1784987599.625671,snapshot,NVIDIA GeForce RTX 5070,24,11293,12227,ok,0,0,0.0
1,adaptive_flush_window_formal_512_immediate,warmup,1,815,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,26,1784987599.9483845,snapshot,NVIDIA GeForce RTX 5070,24,11286,12227,ok,0,0,0.0
1,adaptive_flush_window_formal_512_immediate,warmup,1,815,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,27,1784987600.2814388,snapshot,NVIDIA GeForce RTX 5070,24,11282,12227,ok,0,0,0.0
1,adaptive_flush_window_formal_512_immediate,warmup,1,815,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,28,1784987600.6012385,snapshot,NVIDIA GeForce RTX 5070,23,11286,12227,ok,0,0,0.0
1,adaptive_flush_window_formal_512_immediate,warmup,1,815,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,29,1784987600.9467566,snapshot,NVIDIA GeForce RTX 5070,23,11286,12227,ok,0,0,0.0
1,adaptive_flush_window_formal_512_immediate,warmup,1,815,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,30,1784987601.2683067,snapshot,NVIDIA GeForce RTX 5070,23,11286,12227,ok,0,0,0.0
1,adaptive_flush_window_formal_512_immediate,warmup,1,815,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,31,1784987601.6295242,snapshot,NVIDIA GeForce RTX 5070,23,11286,12227,ok,2,0,0.0004768338234125702
1,adaptive_flush_window_formal_512_immediate,warmup,1,815,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,32,1784987601.9483566,snapshot,NVIDIA GeForce RTX 5070,23,11292,12227,ok,0,0,0.0
