schema_version,experiment_id,phase,repeat_index,job_id,server_version,pgvector_version,sample_index,sample_epoch_s,gpu_metrics_status,gpu_name,gpu_utilization_pct,gpu_memory_used_mib,gpu_memory_total_mib,vllm_metrics_status,vllm_num_requests_running,vllm_num_requests_waiting,vllm_kv_cache_usage_perc
1,adaptive_flush_window_probe_1024_fixed_timeout,formal,1,807,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,0,1784987122.7589312,snapshot,NVIDIA GeForce RTX 5070,28,11347,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_fixed_timeout,formal,1,807,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,1,1784987123.0782402,snapshot,NVIDIA GeForce RTX 5070,28,11334,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_fixed_timeout,formal,1,807,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,2,1784987123.4366374,snapshot,NVIDIA GeForce RTX 5070,27,11334,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_fixed_timeout,formal,1,807,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,3,1784987123.7631333,snapshot,NVIDIA GeForce RTX 5070,27,11289,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_fixed_timeout,formal,1,807,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,4,1784987124.1103582,snapshot,NVIDIA GeForce RTX 5070,27,11286,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_fixed_timeout,formal,1,807,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,5,1784987124.4666483,snapshot,NVIDIA GeForce RTX 5070,29,11283,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_fixed_timeout,formal,1,807,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,6,1784987124.8079298,snapshot,NVIDIA GeForce RTX 5070,29,11286,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_fixed_timeout,formal,1,807,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,7,1784987125.1467283,snapshot,NVIDIA GeForce RTX 5070,29,11393,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_fixed_timeout,formal,1,807,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,8,1784987125.489135,snapshot,NVIDIA GeForce RTX 5070,28,11395,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_fixed_timeout,formal,1,807,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,9,1784987125.8298411,snapshot,NVIDIA GeForce RTX 5070,28,11411,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_fixed_timeout,formal,1,807,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,10,1784987126.1698282,snapshot,NVIDIA GeForce RTX 5070,28,11389,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_fixed_timeout,formal,1,807,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,11,1784987126.5073907,snapshot,NVIDIA GeForce RTX 5070,29,11399,12227,ok,8,0,0.002861002940475199
1,adaptive_flush_window_probe_1024_fixed_timeout,formal,1,807,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,12,1784987126.8415122,snapshot,NVIDIA GeForce RTX 5070,29,11412,12227,ok,13,0,0.00222522450925855
1,adaptive_flush_window_probe_1024_fixed_timeout,formal,1,807,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,13,1784987127.1880348,snapshot,NVIDIA GeForce RTX 5070,29,11394,12227,ok,7,0,0.019073352936501586
1,adaptive_flush_window_probe_1024_fixed_timeout,formal,1,807,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,14,1784987127.5233161,snapshot,NVIDIA GeForce RTX 5070,83,11401,12227,ok,7,0,0.0023046968131605894
1,adaptive_flush_window_probe_1024_fixed_timeout,formal,1,807,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,15,1784987127.8482916,snapshot,NVIDIA GeForce RTX 5070,83,11395,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_fixed_timeout,formal,1,807,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,16,1784987128.1641564,snapshot,NVIDIA GeForce RTX 5070,83,11392,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_fixed_timeout,formal,1,807,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,17,1784987128.5232277,snapshot,NVIDIA GeForce RTX 5070,81,11395,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_fixed_timeout,formal,1,807,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,18,1784987128.8774614,snapshot,NVIDIA GeForce RTX 5070,81,11394,12227,ok,7,0,0.004688865930223329
1,adaptive_flush_window_probe_1024_fixed_timeout,formal,1,807,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,19,1784987129.1987169,snapshot,NVIDIA GeForce RTX 5070,81,11394,12227,ok,2,0,0.0018278629897480192
1,adaptive_flush_window_probe_1024_fixed_timeout,formal,1,807,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,20,1784987129.5403109,snapshot,NVIDIA GeForce RTX 5070,90,11393,12227,ok,2,0,0.00222522450925855
1,adaptive_flush_window_probe_1024_fixed_timeout,formal,1,807,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,21,1784987129.8698785,snapshot,NVIDIA GeForce RTX 5070,90,11362,12227,ok,1,0,7.947230390203952e-05
1,adaptive_flush_window_probe_1024_fixed_timeout,formal,1,807,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,22,1784987130.2191515,snapshot,NVIDIA GeForce RTX 5070,90,11362,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_fixed_timeout,formal,1,807,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,23,1784987130.5575414,snapshot,NVIDIA GeForce RTX 5070,28,11392,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_fixed_timeout,formal,1,807,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,24,1784987130.895291,snapshot,NVIDIA GeForce RTX 5070,28,11398,12227,ok,1,0,7.947230390203952e-05
1,adaptive_flush_window_probe_1024_fixed_timeout,formal,1,807,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,25,1784987131.2148032,snapshot,NVIDIA GeForce RTX 5070,28,11398,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_fixed_timeout,formal,1,807,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,26,1784987131.5415592,snapshot,NVIDIA GeForce RTX 5070,27,11377,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_fixed_timeout,formal,1,807,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,27,1784987131.8656466,snapshot,NVIDIA GeForce RTX 5070,27,11378,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_fixed_timeout,formal,1,807,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,28,1784987132.1901789,snapshot,NVIDIA GeForce RTX 5070,27,11384,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_fixed_timeout,formal,1,807,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,29,1784987132.5025194,snapshot,NVIDIA GeForce RTX 5070,27,11384,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_fixed_timeout,formal,1,807,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,30,1784987132.8292692,snapshot,NVIDIA GeForce RTX 5070,27,11386,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_fixed_timeout,formal,1,807,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,31,1784987133.1776025,snapshot,NVIDIA GeForce RTX 5070,27,11390,12227,ok,2,0,0.0004768338234125702
