schema_version,experiment_id,phase,repeat_index,job_id,server_version,pgvector_version,sample_index,sample_epoch_s,gpu_metrics_status,gpu_name,gpu_utilization_pct,gpu_memory_used_mib,gpu_memory_total_mib,vllm_metrics_status,vllm_num_requests_running,vllm_num_requests_waiting,vllm_kv_cache_usage_perc
1,adaptive_flush_window_probe_1024_queue_adaptive,formal,1,808,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,0,1784987184.80834,snapshot,NVIDIA GeForce RTX 5070,31,11289,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_queue_adaptive,formal,1,808,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,1,1784987185.136755,snapshot,NVIDIA GeForce RTX 5070,31,11289,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_queue_adaptive,formal,1,808,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,2,1784987185.458259,snapshot,NVIDIA GeForce RTX 5070,45,11289,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_queue_adaptive,formal,1,808,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,3,1784987185.7827199,snapshot,NVIDIA GeForce RTX 5070,45,11289,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_queue_adaptive,formal,1,808,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,4,1784987186.1238766,snapshot,NVIDIA GeForce RTX 5070,45,11290,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_queue_adaptive,formal,1,808,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,5,1784987186.4610267,snapshot,NVIDIA GeForce RTX 5070,32,11290,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_queue_adaptive,formal,1,808,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,6,1784987186.805763,snapshot,NVIDIA GeForce RTX 5070,32,11286,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_queue_adaptive,formal,1,808,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,7,1784987187.1426878,snapshot,NVIDIA GeForce RTX 5070,32,11291,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_queue_adaptive,formal,1,808,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,8,1784987187.4823346,snapshot,NVIDIA GeForce RTX 5070,34,11286,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_queue_adaptive,formal,1,808,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,9,1784987187.8254714,snapshot,NVIDIA GeForce RTX 5070,34,11290,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_queue_adaptive,formal,1,808,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,10,1784987188.164501,snapshot,NVIDIA GeForce RTX 5070,34,11287,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_queue_adaptive,formal,1,808,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,11,1784987188.5076804,snapshot,NVIDIA GeForce RTX 5070,35,11290,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_queue_adaptive,formal,1,808,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,12,1784987188.8439355,snapshot,NVIDIA GeForce RTX 5070,35,11293,12227,ok,11,0,0.00357625367559411
1,adaptive_flush_window_probe_1024_queue_adaptive,formal,1,808,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,13,1784987189.1810565,snapshot,NVIDIA GeForce RTX 5070,35,11296,12227,ok,8,0,0.003019947548279389
1,adaptive_flush_window_probe_1024_queue_adaptive,formal,1,808,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,14,1784987189.5301218,snapshot,NVIDIA GeForce RTX 5070,91,11299,12227,ok,8,0,0.029643169355479615
1,adaptive_flush_window_probe_1024_queue_adaptive,formal,1,808,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,15,1784987189.8509977,snapshot,NVIDIA GeForce RTX 5070,91,11289,12227,ok,8,0,0.004609393626321179
1,adaptive_flush_window_probe_1024_queue_adaptive,formal,1,808,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,16,1784987190.1741035,snapshot,NVIDIA GeForce RTX 5070,91,11288,12227,ok,2,0,0.00023841691170622958
1,adaptive_flush_window_probe_1024_queue_adaptive,formal,1,808,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,17,1784987190.5017588,snapshot,NVIDIA GeForce RTX 5070,93,11292,12227,ok,1,0,0.00015894460780419006
1,adaptive_flush_window_probe_1024_queue_adaptive,formal,1,808,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,18,1784987190.8214197,snapshot,NVIDIA GeForce RTX 5070,93,11292,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_queue_adaptive,formal,1,808,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,19,1784987191.1773248,snapshot,NVIDIA GeForce RTX 5070,93,11289,12227,ok,10,0,0.005722005880950509
1,adaptive_flush_window_probe_1024_queue_adaptive,formal,1,808,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,20,1784987191.511881,snapshot,NVIDIA GeForce RTX 5070,91,11292,12227,ok,4,0,0.0036557259794961494
1,adaptive_flush_window_probe_1024_queue_adaptive,formal,1,808,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,21,1784987191.833899,snapshot,NVIDIA GeForce RTX 5070,91,11291,12227,ok,2,0,0.00222522450925855
1,adaptive_flush_window_probe_1024_queue_adaptive,formal,1,808,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,22,1784987192.1937218,snapshot,NVIDIA GeForce RTX 5070,91,11291,12227,ok,1,0,0.00015894460780419006
1,adaptive_flush_window_probe_1024_queue_adaptive,formal,1,808,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,23,1784987192.5228462,snapshot,NVIDIA GeForce RTX 5070,74,11294,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_queue_adaptive,formal,1,808,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,24,1784987192.8840425,snapshot,NVIDIA GeForce RTX 5070,74,11277,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_queue_adaptive,formal,1,808,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,25,1784987193.2055097,snapshot,NVIDIA GeForce RTX 5070,74,11294,12227,ok,1,0,7.947230390203952e-05
1,adaptive_flush_window_probe_1024_queue_adaptive,formal,1,808,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,26,1784987193.563982,snapshot,NVIDIA GeForce RTX 5070,88,11294,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_queue_adaptive,formal,1,808,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,27,1784987193.9054003,snapshot,NVIDIA GeForce RTX 5070,88,11287,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_queue_adaptive,formal,1,808,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,28,1784987194.2231238,snapshot,NVIDIA GeForce RTX 5070,88,11287,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_queue_adaptive,formal,1,808,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,29,1784987194.5656543,snapshot,NVIDIA GeForce RTX 5070,61,11287,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_queue_adaptive,formal,1,808,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,30,1784987194.907613,snapshot,NVIDIA GeForce RTX 5070,61,11284,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_queue_adaptive,formal,1,808,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,31,1784987195.2370663,snapshot,NVIDIA GeForce RTX 5070,61,11282,12227,ok,0,0,0.0
1,adaptive_flush_window_probe_1024_queue_adaptive,formal,1,808,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,32,1784987195.5747414,snapshot,NVIDIA GeForce RTX 5070,67,11300,12227,ok,2,0,0.00023841691170622958
1,adaptive_flush_window_probe_1024_queue_adaptive,formal,1,808,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,33,1784987195.9092543,snapshot,NVIDIA GeForce RTX 5070,67,11293,12227,ok,1,0,0.00039736151951041965
