status,experiment_id,phase,repeat_index,server_version,pgvector_version,gpu_metrics_status,gpu_name,gpu_utilization_pct,gpu_memory_used_mib,gpu_memory_total_mib,database_trigger,job_id,operator,seed_workload,executor,strategy,data_source,source_workload_name,source_order,organizer,organizer_partition_mode,organizer_partitions,daft_runner,organizer_partition_effective,model_backend,model_endpoint_url,model_name,model_request_timeout_s,total_rows,written_rows,db_fetch_rows,ray_batch_rows,batching_policy,token_budget,embedding_dim,embedding_vector_dim,completion_max_tokens,model_workers,max_inflight_limit,writeback_mode,write_batch_rows,object_count,operator_invocations,max_inflight_seen,token_count,batch_rows_min,batch_rows_max,batch_rows_mean,batch_tokens_min,batch_tokens_max,batch_tokens_mean,batch_tokens_p50,batch_tokens_p95,batch_service_s_p50,batch_service_s_p95,batch_service_s_p99,vllm_metrics_status,vllm_prompt_tokens_delta,vllm_generation_tokens_delta,vllm_request_success_delta,vllm_e2e_request_latency_mean_s,vllm_request_queue_time_mean_s,vllm_request_inference_time_mean_s,vllm_request_prefill_time_mean_s,vllm_request_decode_time_mean_s,vllm_num_requests_running_after,vllm_num_requests_waiting_after,vllm_kv_cache_usage_perc_after,db_fetch_s,arrow_build_s,source_fetch_s,organizer_from_arrow_s,organizer_plan_s,organizer_collect_s,organizer_warnings,model_service_s,model_request_wall_s,operator_wall_s,submit_s,bounded_wait_s,avg_bounded_wait_s,fanin_s,writeback_s,e2e_s,rows_per_s
ok,interference_bulk_k8_background_r1,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,7,11298,12227,job_table,687,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,1024,0,2048,16,fixed_rows,0,128,128,64,2,8,none,0,64,64,8,188559,16,16,16.0,1202,7567,2946.234375,2376.0,6028.0,2.059273,2.957606,3.012953,ok,138860,73037,1152,2.175838,0.036968,2.086539,0.145366,1.941173,0,0,0.0,0.548405,0.0,0.548405,0.000789,5.4e-05,0.034863,,134.795063,17.217869,21.344968,0.094864,19.935178,0.355985,0.014962,1.4e-05,22.287646,45.945
ok,interference_bulk_k8_background_r2,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,7,11288,12227,job_table,689,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,1024,0,2048,16,fixed_rows,0,128,128,64,2,8,none,0,64,64,8,188893,16,16,16.0,1226,7567,2951.453125,2393.0,6004.0,1.435924,2.089225,2.293689,ok,138860,73325,1152,1.595328,4.6e-05,1.56379,0.061684,1.502106,0,0,0.0,0.452486,0.0,0.452486,0.000717,5.8e-05,0.02487,,98.362506,12.639421,17.273484,0.087589,15.916043,0.284215,0.01414,8e-06,17.984705,56.937
ok,interference_bulk_k8_background_r3,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,6,11289,12227,job_table,691,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,1024,0,2048,16,fixed_rows,0,128,128,64,2,8,none,0,64,64,8,188422,16,16,16.0,1242,7567,2944.09375,2393.0,6028.0,1.389887,2.135313,2.324723,ok,138860,72877,1152,1.578443,4.7e-05,1.549086,0.060033,1.489054,0,0,0.0,0.467176,0.0,0.467176,0.0009,5.5e-05,0.026436,,97.452768,12.550363,17.091022,0.096464,15.788059,0.28193,0.014963,1.2e-05,17.820272,57.463
ok,interference_bulk_unbounded_background_r1,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,8,11282,12227,job_table,693,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,1024,0,2048,16,fixed_rows,0,128,128,64,2,100000,none,0,64,64,64,188482,16,16,16.0,1242,7567,2945.03125,2393.0,6028.0,2.382858,3.974635,4.482058,ok,138860,72911,1152,2.717248,0.383292,2.296764,0.085226,2.211538,0,0,0.0,0.702726,0.0,0.702726,0.000565,4.7e-05,0.028422,,169.271388,11.974498,17.312124,0.08183,0.0,0.0,0.014076,9e-06,18.403902,55.64
ok,interference_bulk_unbounded_background_r2,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,6,11297,12227,job_table,695,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,1024,0,2048,16,fixed_rows,0,128,128,64,2,100000,none,0,64,64,64,188681,16,16,16.0,1226,7567,2948.140625,2393.0,5970.0,2.422136,3.901686,4.341536,ok,138860,73106,1152,2.674745,0.376514,2.264614,0.084784,2.179829,0,0,0.0,0.789809,0.0,0.789809,0.000942,8.7e-05,0.0356,,166.642838,11.673025,16.948437,0.078612,0.0,0.0,0.016651,1.6e-05,18.142548,56.442
ok,interference_bulk_unbounded_background_r3,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,6,11295,12227,job_table,697,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,1024,0,2048,16,fixed_rows,0,128,128,64,2,100000,none,0,64,64,64,188633,16,16,16.0,1242,7567,2947.390625,2377.0,5983.0,2.387829,4.319463,4.497469,ok,138860,73006,1152,2.721316,0.4299,2.256037,0.089835,2.166202,0,0,0.0,0.771611,0.0,0.771611,0.000647,5.2e-05,0.034526,,166.300283,12.309576,17.233781,0.075376,0.0,0.0,0.013224,7e-06,18.413996,55.61
