status,experiment_id,phase,repeat_index,server_version,pgvector_version,gpu_metrics_status,gpu_name,gpu_utilization_pct,gpu_memory_used_mib,gpu_memory_total_mib,database_trigger,job_id,operator,seed_workload,executor,strategy,data_source,source_workload_name,source_order,organizer,organizer_partition_mode,organizer_partitions,daft_runner,organizer_partition_effective,model_backend,model_endpoint_url,model_name,model_request_timeout_s,total_rows,written_rows,db_fetch_rows,ray_batch_rows,batching_policy,token_budget,embedding_dim,embedding_vector_dim,completion_max_tokens,model_workers,max_inflight_limit,writeback_mode,write_batch_rows,object_count,operator_invocations,max_inflight_seen,token_count,batch_rows_min,batch_rows_max,batch_rows_mean,batch_tokens_min,batch_tokens_max,batch_tokens_mean,batch_tokens_p50,batch_tokens_p95,batch_service_s_p50,batch_service_s_p95,batch_service_s_p99,vllm_metrics_status,vllm_prompt_tokens_delta,vllm_generation_tokens_delta,vllm_request_success_delta,vllm_e2e_request_latency_mean_s,vllm_request_queue_time_mean_s,vllm_request_inference_time_mean_s,vllm_request_prefill_time_mean_s,vllm_request_decode_time_mean_s,vllm_num_requests_running_after,vllm_num_requests_waiting_after,vllm_kv_cache_usage_perc_after,db_fetch_s,arrow_build_s,source_fetch_s,organizer_from_arrow_s,organizer_plan_s,organizer_collect_s,organizer_warnings,model_service_s,model_request_wall_s,operator_wall_s,submit_s,bounded_wait_s,avg_bounded_wait_s,fanin_s,writeback_s,e2e_s,rows_per_s
ok,token_budget_vs_fixed_timeout300_fixed_rows_16,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,6,10051,12227,job_table,500,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,doc_id,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,16,fixed_rows,0,128,128,16,2,8,none,0,32,32,8,70580,16,16,16.0,474,6793,2205.625,1561.0,5260.0,1.134346,2.009825,2.138954,ok,62396,8184,512,1.233249,0.20215,0.966849,0.197181,0.769667,0,0,0.0,0.445828,0.0,0.445828,0.000597,6.6e-05,0.013491,,40.637922,5.290342,7.27909,0.040266,6.707097,0.279462,0.007632,1.2e-05,7.918842,64.656
ok,token_budget_vs_fixed_timeout300_fixed_rows_16,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,98,10042,12227,job_table,501,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,doc_id,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,16,fixed_rows,0,128,128,16,2,8,none,0,32,32,8,70577,16,16,16.0,474,6793,2205.53125,1561.0,5259.0,0.403845,0.454657,0.46793,ok,62396,8181,512,0.395556,6.2e-05,0.363366,0.059839,0.303528,0,0,0.0,0.069706,0.0,0.069706,0.000652,7.5e-05,0.012089,,13.152715,1.676351,1.68339,0.028567,1.261217,0.052551,0.0049,5e-06,1.801569,284.197
ok,token_budget_vs_fixed_timeout300_fixed_rows_16,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,89,10055,12227,job_table,502,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,doc_id,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,16,fixed_rows,0,128,128,16,2,8,none,0,32,32,8,70579,16,16,16.0,474,6793,2205.59375,1552.0,5260.0,0.399073,0.429127,0.43683,ok,62396,8183,512,0.384825,3.6e-05,0.357063,0.054537,0.302525,0,0,0.0,0.064549,0.0,0.064549,0.000465,0.000182,0.013617,,12.891356,1.666142,1.672278,0.033183,1.253185,0.052216,0.005625,7e-06,1.79035,285.978
ok,token_budget_vs_fixed_timeout300_fixed_rows_16,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,96,10051,12227,job_table,503,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,doc_id,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,16,fixed_rows,0,128,128,16,2,8,none,0,32,32,8,70580,16,16,16.0,474,6793,2205.625,1561.0,5260.0,0.412392,0.448379,0.458088,ok,62396,8184,512,0.393242,3e-05,0.363157,0.052218,0.31094,0,0,0.0,0.079595,0.0,0.079595,0.000724,6.9e-05,0.017816,,13.146786,1.688639,1.695847,0.031881,1.286392,0.0536,0.005691,8e-06,1.841638,278.013
ok,token_budget_vs_fixed_timeout300_fixed_rows_32,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,6,10051,12227,job_table,504,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,doc_id,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,fixed_rows,0,128,128,16,2,8,none,0,16,16,8,70559,32,32,32.0,1245,11034,4409.9375,3449.0,11034.0,0.668621,0.741695,0.741695,ok,62396,8163,512,0.664725,6.2e-05,0.617793,0.096327,0.521466,0,0,0.0,0.439059,0.0,0.439059,0.000631,5.4e-05,0.009829,,10.836409,1.491624,3.616208,0.020523,2.978374,0.372297,0.003358,6e-06,4.232763,120.961
ok,token_budget_vs_fixed_timeout300_fixed_rows_32,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,98,11015,12227,job_table,505,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,doc_id,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,fixed_rows,0,128,128,16,2,8,none,0,16,16,8,70570,32,32,32.0,1245,11049,4410.625,3449.0,11049.0,0.684982,0.763488,0.763488,ok,62396,8174,512,0.674341,5.9e-05,0.619356,0.096724,0.522631,0,0,0.0,0.084259,0.0,0.084259,0.000938,8.4e-05,0.009399,,11.140284,1.426481,1.433696,0.014653,0.757912,0.094739,0.002718,7e-06,1.570265,326.06
ok,token_budget_vs_fixed_timeout300_fixed_rows_32,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,97,11029,12227,job_table,506,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,doc_id,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,fixed_rows,0,128,128,16,2,8,none,0,16,16,8,70580,32,32,32.0,1245,11049,4411.25,3449.0,11049.0,0.683662,0.768339,0.768339,ok,62396,8184,512,0.689851,7.8e-05,0.620225,0.097509,0.522716,0,0,0.0,0.067663,0.0,0.067663,0.000431,4.7e-05,0.009728,,11.302431,1.456354,1.46355,0.017748,0.761619,0.095202,0.002917,5e-06,1.581945,323.652
ok,token_budget_vs_fixed_timeout300_fixed_rows_32,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,97,11020,12227,job_table,507,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,doc_id,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,32,fixed_rows,0,128,128,16,2,8,none,0,16,16,8,70565,32,32,32.0,1245,11049,4410.3125,3449.0,11049.0,0.689575,0.805819,0.805819,ok,62396,8169,512,0.679861,5.7e-05,0.618646,0.093132,0.525514,0,0,0.0,0.070419,0.0,0.070419,0.000405,4.6e-05,0.008177,,11.233679,1.441984,1.44847,0.016169,0.796958,0.09962,0.003209,9e-06,1.572212,325.656
ok,token_budget_vs_fixed_timeout300_fixed_rows_64,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,6,11019,12227,job_table,508,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,doc_id,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,64,fixed_rows,0,128,128,16,2,8,none,0,8,8,8,70582,64,64,64.0,5508,16377,8822.75,7250.0,16377.0,0.838495,1.28122,1.28122,ok,62396,8186,512,0.972815,0.254426,0.630289,0.095157,0.535131,0,0,0.0,0.445581,0.0,0.445581,0.000961,7.7e-05,0.008098,,7.878224,1.510754,3.469872,0.010318,0.0,0.0,0.002146,6e-06,4.095678,125.01
ok,token_budget_vs_fixed_timeout300_fixed_rows_64,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,97,11016,12227,job_table,509,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,doc_id,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,64,fixed_rows,0,128,128,16,2,8,none,0,8,8,8,70566,64,64,64.0,5508,16377,8820.75,7250.0,16377.0,0.89757,1.465514,1.465514,ok,62396,8170,512,1.101514,0.294049,0.669931,0.110524,0.559407,0,0,0.0,0.065419,0.0,0.065419,0.000552,5e-05,0.006141,,8.978859,1.472605,1.478785,0.007904,0.0,0.0,0.002004,8e-06,1.58431,323.169
