status,experiment_id,phase,repeat_index,server_version,pgvector_version,gpu_metrics_status,gpu_name,gpu_utilization_pct,gpu_memory_used_mib,gpu_memory_total_mib,database_trigger,job_id,operator,seed_workload,executor,strategy,data_source,source_workload_name,source_order,organizer,organizer_partition_mode,organizer_partitions,daft_runner,organizer_partition_effective,model_backend,model_endpoint_url,model_name,model_request_timeout_s,total_rows,written_rows,db_fetch_rows,ray_batch_rows,batching_policy,token_budget,embedding_dim,embedding_vector_dim,completion_max_tokens,model_workers,max_inflight_limit,writeback_mode,write_batch_rows,object_count,operator_invocations,max_inflight_seen,token_count,batch_rows_min,batch_rows_max,batch_rows_mean,batch_tokens_min,batch_tokens_max,batch_tokens_mean,batch_tokens_p50,batch_tokens_p95,batch_service_s_p50,batch_service_s_p95,batch_service_s_p99,vllm_metrics_status,vllm_prompt_tokens_delta,vllm_generation_tokens_delta,vllm_request_success_delta,vllm_e2e_request_latency_mean_s,vllm_request_queue_time_mean_s,vllm_request_inference_time_mean_s,vllm_request_prefill_time_mean_s,vllm_request_decode_time_mean_s,vllm_num_requests_running_after,vllm_num_requests_waiting_after,vllm_kv_cache_usage_perc_after,db_fetch_s,arrow_build_s,source_fetch_s,organizer_from_arrow_s,organizer_plan_s,organizer_collect_s,organizer_warnings,model_service_s,model_request_wall_s,operator_wall_s,submit_s,bounded_wait_s,avg_bounded_wait_s,fanin_s,writeback_s,e2e_s,rows_per_s
ok,token_budget_vs_fixed_timeout300_fixed_rows_64,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,97,11025,12227,job_table,510,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,doc_id,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,64,fixed_rows,0,128,128,16,2,8,none,0,8,8,8,70580,64,64,64.0,5508,16377,8822.5,7250.0,16377.0,0.845685,1.431287,1.431287,ok,62396,8184,512,1.067768,0.280484,0.648159,0.117553,0.530606,0,0,0.0,0.065355,0.0,0.065355,0.000455,4.8e-05,0.006087,,8.739426,1.431883,1.438197,0.007771,0.0,0.0,0.001964,1e-05,1.542747,331.875
ok,token_budget_vs_fixed_timeout300_fixed_rows_64,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,98,11013,12227,job_table,511,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,doc_id,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,64,fixed_rows,0,128,128,16,2,8,none,0,8,8,8,70580,64,64,64.0,5508,16377,8822.5,7250.0,16377.0,0.914979,1.483006,1.483006,ok,62396,8184,512,1.112669,0.299693,0.673489,0.113028,0.560461,0,0,0.0,0.06674,0.0,0.06674,0.000608,7.3e-05,0.006296,,9.118995,1.487914,1.493732,0.007555,0.0,0.0,0.002107,7e-06,1.587036,322.614
ok,token_budget_vs_fixed_timeout300_fixed_rows_128,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,6,11018,12227,job_table,512,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,doc_id,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,128,fixed_rows,0,128,128,16,2,8,none,0,4,4,4,70580,128,128,128.0,11426,26675,17645.0,15252.0,26675.0,0.84617,1.387199,1.387199,ok,62396,8184,512,1.070469,0.278119,0.662366,0.111248,0.551118,0,0,0.0,0.447626,0.0,0.447626,0.000688,0.000118,0.006847,,4.346306,1.476319,3.181873,0.008113,0.0,0.0,0.001185,1.1e-05,3.827441,133.771
ok,token_budget_vs_fixed_timeout300_fixed_rows_128,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,98,11024,12227,job_table,513,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,doc_id,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,128,fixed_rows,0,128,128,16,2,8,none,0,4,4,4,70580,128,128,128.0,11426,26675,17645.0,15252.0,26675.0,0.758653,1.410139,1.410139,ok,62396,8184,512,1.055191,0.254641,0.646514,0.135436,0.511078,0,0,0.0,0.068265,0.0,0.068265,0.00046,4.8e-05,0.00501,,4.29256,1.409937,1.416463,0.00408,0.0,0.0,0.001136,7e-06,1.526687,335.367
ok,token_budget_vs_fixed_timeout300_fixed_rows_128,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,97,11032,12227,job_table,514,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,doc_id,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,128,fixed_rows,0,128,128,16,2,8,none,0,4,4,4,70578,128,128,128.0,11426,26683,17644.5,15252.0,26683.0,0.860194,1.411916,1.411916,ok,62396,8182,512,1.068544,0.27622,0.632473,0.111599,0.520874,0,0,0.0,0.064397,0.0,0.064397,0.000768,0.000112,0.004831,,4.383813,1.412156,1.419407,0.004423,0.0,0.0,0.002075,7e-06,1.524423,335.865
ok,token_budget_vs_fixed_timeout300_fixed_rows_128,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,97,11018,12227,job_table,515,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,doc_id,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,128,fixed_rows,0,128,128,16,2,8,none,0,4,4,4,70578,128,128,128.0,11426,26673,17644.5,15252.0,26673.0,0.838623,1.427173,1.427173,ok,62396,8182,512,1.057519,0.27656,0.64777,0.116401,0.531369,0,0,0.0,0.065807,0.0,0.065807,0.000443,4.7e-05,0.004535,,4.381138,1.427998,1.434375,0.004647,0.0,0.0,0.001008,5e-06,1.538856,332.715
ok,token_budget_vs_fixed_timeout300_token_budget_4096,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,6,11018,12227,job_table,516,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,doc_id,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,128,token_budget,4096,128,128,16,2,8,none,0,19,19,8,70582,3,59,26.947368,1557,4092,3714.842105,3936.0,4092.0,0.624049,0.746008,0.746008,ok,62396,8186,512,0.616309,0.008079,0.559082,0.080123,0.478959,0,0,0.0,0.438696,0.0,0.438696,0.000564,1.7e-05,0.002596,,11.626999,1.719207,3.75414,0.027897,3.364586,0.305871,0.004149,7e-06,4.351798,117.653
ok,token_budget_vs_fixed_timeout300_token_budget_4096,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,97,11016,12227,job_table,517,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,doc_id,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,128,token_budget,4096,128,128,16,2,8,none,0,19,19,8,70588,3,59,26.947368,1557,4092,3715.157895,3936.0,4092.0,0.618553,0.645023,0.645023,ok,62396,8192,512,0.554875,5.7e-05,0.503335,0.081527,0.421807,0,0,0.0,0.073921,0.0,0.073921,0.00061,1.6e-05,0.002707,,10.945163,1.586571,1.594159,0.026943,1.181474,0.107407,0.003886,8e-06,1.686388,303.607
ok,token_budget_vs_fixed_timeout300_token_budget_4096,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,97,11030,12227,job_table,518,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,doc_id,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,128,token_budget,4096,128,128,16,2,8,none,0,19,19,8,70580,3,59,26.947368,1557,4092,3714.736842,3936.0,4092.0,0.607609,0.621777,0.621777,ok,62396,8184,512,0.534487,6e-05,0.48304,0.07714,0.4059,0,0,0.0,0.067711,0.0,0.067711,0.000494,1.7e-05,0.002943,,10.764646,1.583738,1.591633,0.022373,1.200206,0.10911,0.003374,5e-06,1.727694,296.349
ok,token_budget_vs_fixed_timeout300_token_budget_4096,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,87,11019,12227,job_table,519,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,doc_id,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,128,token_budget,4096,128,128,16,2,8,none,0,19,19,8,70588,3,59,26.947368,1557,4092,3715.157895,3936.0,4092.0,0.598985,0.637143,0.637143,ok,62396,8192,512,0.543028,7e-05,0.492261,0.079912,0.412349,0,0,0.0,0.070776,0.0,0.070776,0.000917,2.3e-05,0.003147,,10.804446,1.578292,1.585513,0.022533,1.197984,0.108908,0.003356,7e-06,1.689761,303.001
ok,token_budget_vs_fixed_timeout300_token_budget_6144,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,7,11012,12227,job_table,520,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,doc_id,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,128,token_budget,6144,128,128,16,2,8,none,0,13,13,8,70577,1,71,39.384615,1159,6141,5429.0,5808.0,6141.0,0.731721,1.259569,1.259569,ok,62396,8181,512,0.72206,0.013729,0.654764,0.10209,0.552674,0,0,0.0,0.427381,0.0,0.427381,0.000556,1.5e-05,0.002532,,9.884695,1.486606,3.547356,0.01835,2.903857,0.580771,0.002654,6e-06,4.165162,122.924
ok,token_budget_vs_fixed_timeout300_token_budget_6144,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,97,11010,12227,job_table,521,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,doc_id,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,128,token_budget,6144,128,128,16,2,8,none,0,13,13,8,70577,1,71,39.384615,1159,6141,5429.0,5816.0,6141.0,0.740714,1.358099,1.358099,ok,62396,8181,512,0.725373,0.014758,0.654042,0.107469,0.546573,0,0,0.0,0.067333,0.0,0.067333,0.00042,1.6e-05,0.002681,,10.136468,1.441034,1.448666,0.016995,0.778307,0.155661,0.002965,7e-06,1.546387,331.094
ok,token_budget_vs_fixed_timeout300_token_budget_6144,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,97,11042,12227,job_table,522,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,doc_id,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,128,token_budget,6144,128,128,16,2,8,none,0,13,13,8,70581,1,71,39.384615,1159,6141,5429.307692,5811.0,6141.0,0.759808,1.405631,1.405631,ok,62396,8185,512,0.755663,0.013975,0.672787,0.106962,0.565825,0,0,0.0,0.066743,0.0,0.066743,0.000413,1.5e-05,0.002522,,10.516479,1.501822,1.508983,0.016655,0.805475,0.161095,0.002667,1.2e-05,1.609942,318.024
ok,token_budget_vs_fixed_timeout300_token_budget_6144,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,97,11041,12227,job_table,523,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,doc_id,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,128,token_budget,6144,128,128,16,2,8,none,0,13,13,8,70583,1,71,39.384615,1159,6141,5429.461538,5811.0,6141.0,0.707252,1.339673,1.339673,ok,62396,8187,512,0.727548,0.015713,0.642136,0.10182,0.540316,0,0,0.0,0.079745,0.0,0.079745,0.000401,1.5e-05,0.002488,,10.102257,1.458654,1.465502,0.016662,0.79788,0.159576,0.002544,6e-06,1.579398,324.174
ok,token_budget_vs_fixed_timeout300_token_budget_8192,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,6,11035,12227,job_table,524,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,doc_id,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,128,token_budget,8192,128,128,16,2,8,none,0,9,9,8,70580,26,102,56.888889,7232,8171,7842.222222,7993.0,8171.0,0.791372,1.335747,1.335747,ok,62396,8184,512,0.909204,0.168436,0.65931,0.11342,0.54589,0,0,0.0,0.433801,0.0,0.433801,0.000848,1.9e-05,0.002923,,8.574099,1.448915,3.742154,0.013872,3.039814,3.039814,0.002441,1.3e-05,4.36272,117.358
ok,token_budget_vs_fixed_timeout300_token_budget_8192,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,97,11149,12227,job_table,525,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,doc_id,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,128,token_budget,8192,128,128,16,2,8,none,0,9,9,8,70588,26,102,56.888889,7232,8171,7843.111111,7993.0,8171.0,0.809849,1.440402,1.440402,ok,62396,8192,512,0.938243,0.167115,0.664487,0.111122,0.553365,0,0,0.0,0.072051,0.0,0.072051,0.000484,1.6e-05,0.002616,,9.386957,1.450966,1.458475,0.010998,0.652274,0.652274,0.002111,1.1e-05,1.569728,326.171
ok,token_budget_vs_fixed_timeout300_token_budget_8192,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,97,11077,12227,job_table,526,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,doc_id,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,128,token_budget,8192,128,128,16,2,8,none,0,9,9,8,70587,26,102,56.888889,7231,8171,7843.0,7993.0,8171.0,0.876134,1.446867,1.446867,ok,62396,8191,512,0.970519,0.18488,0.666358,0.112279,0.554079,0,0,0.0,0.069684,0.0,0.069684,0.000511,1.6e-05,0.00264,,9.073405,1.466251,1.472892,0.010541,0.6632,0.6632,0.00204,4e-06,1.559797,328.248
ok,token_budget_vs_fixed_timeout300_token_budget_8192,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,97,11049,12227,job_table,527,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,doc_id,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,512,0,512,128,token_budget,8192,128,128,16,2,8,none,0,9,9,8,70580,26,102,56.888889,7232,8171,7842.222222,7993.0,8171.0,0.792462,1.465901,1.465901,ok,62396,8184,512,0.972031,0.189592,0.670789,0.109888,0.5609,0,0,0.0,0.069612,0.0,0.069612,0.00051,1.6e-05,0.003653,,9.048599,1.487047,1.494574,0.010534,0.686928,0.686928,0.002128,7e-06,1.59962,320.076
