workload,phase,repeat,order,arm,status,scheduler_owner,database_e2e_boundary,manifest_sha256,server_version,pgvector_version,row_count,correct_rows,database_e2e_s,raw_rows_per_s,correct_rows_per_s,request_latency_s_p50,request_latency_s_p95,request_latency_s_p99,observed_tokens,service_prompt_tokens,service_generation_tokens,service_observed_tokens,service_tokens_per_s,failure_count,infrastructure_failure_count,cap_semantic_failure_count,finish_reason_length_count,null_output_count,exactly_once,sink_rows_written,sink_readback_matched,endpoint_row_skew,endpoint_observed_work_skew,gpu_utilization_pct_mean,gpu_power_w_mean,gpu_energy_j,energy_j_per_correct_row,mfu_fraction,mfu_source,mfu_status_original,vllm_running_mean,vllm_running_max,vllm_waiting_mean,vllm_waiting_max,vllm_kv_cache_usage_mean,vllm_kv_cache_usage_max,vllm_prefix_cache_hit_rate,ttft_p95_s,itl_p95_s,quality_squad_evaluated_rows,quality_squad_exact_match_percent,quality_squad_exact_match_rows,quality_squad_missing_prediction_rows,quality_squad_prediction_rows,quality_squad_quality_status,quality_squad_token_f1_percent,quality_nonempty_completion_rows,quality_quality_status,quality_successful_rows
squad_uniform,formal,3,2,direct_static_sharded,passed,project_bounded_http_static_control,postgres_scan_to_unified_sink_external_wall,0543b29e9fed8df8ee2666433e2c54ee400a5dd05e25af31703e293f0cf6b19b,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5,10570,8492,61.89105367846787,170.78397234780545,137.20884514451882,28.890018820762634,57.417612111568445,60.17490795135498,2542211.0,2481860.0,60351.0,2542211.0,41075.58118507917,0,0,0,1,0,True,10570,True,0.0,0.00892775325911161,98.19496855345912,861.6945911949686,53331.18619809322,6.2801679460778645,0.6617354978321568,recorded,ok,46.275862068965516,62.0,0.0,0.0,0.02943380922312404,0.05687062676790233,0.6126759768883016,0.24525524314358146,0.0995105088495575,10570,80.34058656575213,8492,0,10570,ok,89.39000844600498,,,
squad_uniform,formal,3,3,duckdb_ai_static_sharded,passed,experiment_harness_static_shard + duckdb_ai_extension + vllm,postgres_scan_to_unified_sink_external_wall,0543b29e9fed8df8ee2666433e2c54ee400a5dd05e25af31703e293f0cf6b19b,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5,10570,8485,62.066230934113264,170.30194746674144,136.7088007810124,61.05395567417145,61.05692934989929,61.05692934989929,2556623.0,2481860.0,60454.0,2542314.0,40961.30797274941,1,0,1,0,1,True,10570,True,0.0,0.012168999103516966,95.25155279503106,846.692795031056,52551.03054664735,6.193403717931332,0.6599381014619651,recorded,ok,44.41525423728814,56.0,0.0,0.0,0.028596175148812904,0.06870626767902338,0.6126759768883016,0.24397935779816513,0.08792870905587664,10570,80.27436140018922,8485,1,10569,partial:missing_predictions,89.35416689787675,,,
sharegpt_controlled_skew,warmup,1,1,direct_static_sharded,passed,project_bounded_http_static_control,postgres_scan_to_unified_sink_external_wall,54c97a2f10347d35b15ac5442da116dd7a8c56a8ef05e36c76a7120da783169b,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5,2048,2048,180.17787545733154,11.366545391889655,11.366545391889655,88.48543977737427,169.7634899139404,177.20650592803955,1699782.0,1230355.0,469427.0,1699782.0,9433.91077115087,0,0,0,1643,0,True,2048,True,0.0,0.022603378757244597,98.0858695652174,786.0615434782608,141630.89888262388,69.15571234503119,0.3018731579417197,recorded,ok,61.47230320699708,64.0,0.0,0.0,0.16285383546642673,0.2368616942087241,0.3200247083158926,0.7210526315789467,0.05986952957141238,,,,,,,,2048,completion_validity_no_reference,2048
sharegpt_controlled_skew,warmup,1,2,project_frozen_static,passed,project_frozen_static_ray_actor,profiler_opt_in_scan_to_unified_sink,54c97a2f10347d35b15ac5442da116dd7a8c56a8ef05e36c76a7120da783169b,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5,2048,2048,115.66856,17.70576204977394,17.70576204977394,8.324532508850098,9.255255699157715,9.595414156913758,1170963.0,1230355.0,469511.0,1699866.0,14696.007281494643,0,0,0,1644,0,True,2048,True,0.0,0.022579779015041365,97.92446043165468,848.1626258992806,97893.02677425025,47.79932947961438,0.4786534629975043,recovered_from_profiler,unavailable:missing_gpu_peak_tflops,128.03956834532374,172.0,1.9460431654676258,74.0,0.3532243432587561,0.48861098704778916,0.320051,2.362784,0.069166,,,,,,,,2048,completion_validity_no_reference,2048
sharegpt_controlled_skew,warmup,1,3,duckdb_ai_static_sharded,passed,experiment_harness_static_shard + duckdb_ai_extension + vllm,postgres_scan_to_unified_sink_external_wall,54c97a2f10347d35b15ac5442da116dd7a8c56a8ef05e36c76a7120da783169b,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5,2048,407,180.40543912909925,11.352207615727364,2.256029540820819,177.54429352283478,180.1231973171234,180.1231973171234,1170963.0,1230355.0,469148.0,1699503.0,9420.464306421633,1641,0,1641,0,1641,True,2048,True,0.0,0.022579779015041365,97.9945770065076,785.2025162689805,141654.80475277914,348.04620332378164,0.30143144545592965,recorded,ok,61.25,64.0,0.0,0.0,0.16237414785809,0.23366086050320084,0.3200247083158926,0.7030303030303027,0.05930385364177736,,,,,,,,407,completion_validity_no_reference,407
sharegpt_controlled_skew,formal,1,1,direct_static_sharded,passed,project_bounded_http_static_control,postgres_scan_to_unified_sink_external_wall,54c97a2f10347d35b15ac5442da116dd7a8c56a8ef05e36c76a7120da783169b,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5,2048,2048,180.3591443989426,11.355121509503052,11.355121509503052,88.52265274524689,169.69309422969818,177.2677776026726,1699600.0,1230355.0,469245.0,1699600.0,9423.420174585639,0,0,0,1641,0,True,2048,True,0.0,0.022907103621723362,98.05411255411255,790.6378138528139,142598.75963594395,69.62830060348826,0.301520537896092,recorded,ok,61.38775510204081,64.0,0.0058309037900874635,2.0,0.16275400608785592,0.2355218103319935,0.3200247083158926,0.6379999999999996,0.05944283055054148,,,,,,,,2048,completion_validity_no_reference,2048
sharegpt_controlled_skew,formal,1,2,duckdb_ai_static_sharded,passed,experiment_harness_static_shard + duckdb_ai_extension + vllm,postgres_scan_to_unified_sink_external_wall,54c97a2f10347d35b15ac5442da116dd7a8c56a8ef05e36c76a7120da783169b,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5,2048,409,180.25433960929513,11.36172368686979,2.2690161073875705,177.635235786438,179.9445025920868,179.9445025920868,1170963.0,1230355.0,469386.0,1699741.0,9429.681436154173,1639,0,1639,0,1639,True,2048,True,0.0,0.022579779015041365,98.13311688311688,788.6614718614719,142159.6527856843,347.5786131679323,0.3017299143791817,recorded,ok,61.26453488372093,64.0,0.00872093023255814,3.0,0.16269938129909878,0.23693613220187582,0.3200247083158926,0.6218749999999993,0.05877478587351871,,,,,,,,409,completion_validity_no_reference,409
sharegpt_controlled_skew,formal,1,3,project_frozen_static,passed,project_frozen_static_ray_actor,profiler_opt_in_scan_to_unified_sink,54c97a2f10347d35b15ac5442da116dd7a8c56a8ef05e36c76a7120da783169b,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5,2048,2048,115.530849,17.72686704656693,17.72686704656693,8.399607062339783,9.180597591400147,9.644338464736938,1170963.0,1230355.0,469797.0,1700152.0,14716.000226052178,0,0,0,1647,0,True,2048,True,0.0,0.022579779015041365,97.7129963898917,849.1384837545127,97852.2883318269,47.779437662024854,0.47884435232410333,recovered_from_profiler,unavailable:missing_gpu_peak_tflops,127.70397111913357,172.0,2.411552346570397,76.0,0.3505454396920578,0.48563346732172097,0.320051,2.323043,0.064597,,,,,,,,2048,completion_validity_no_reference,2048
sharegpt_controlled_skew,formal,2,1,duckdb_ai_static_sharded,passed,experiment_harness_static_shard + duckdb_ai_extension + vllm,postgres_scan_to_unified_sink_external_wall,54c97a2f10347d35b15ac5442da116dd7a8c56a8ef05e36c76a7120da783169b,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5,2048,413,180.4461817033589,11.349644423991034,2.288771067923973,177.58779871463776,180.15265655517578,180.15265655517578,1170963.0,1230355.0,469281.0,1699636.0,9419.074340925012,1635,0,1635,0,1635,True,2048,True,0.0,0.022579779015041365,98.02056277056278,784.1424458874459,141495.51027192234,342.60414109424295,0.3013867295135404,recorded,ok,61.200581395348834,64.0,0.01744186046511628,6.0,0.1623815051015992,0.23812714009230312,0.3200247083158926,0.7754385964912278,0.059613166812418,,,,,,,,413,completion_validity_no_reference,413
sharegpt_controlled_skew,formal,2,2,project_frozen_static,passed,project_frozen_static_ray_actor,profiler_opt_in_scan_to_unified_sink,54c97a2f10347d35b15ac5442da116dd7a8c56a8ef05e36c76a7120da783169b,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5,2048,2048,117.751943,17.392494321728517,17.392494321728517,8.410940051078796,9.23482756614685,9.706060156822204,1170963.0,1230355.0,469966.0,1700321.0,14439.855145320193,0,0,0,1647,0,True,2048,True,0.0,0.022579779015041365,96.55673758865248,838.9464893617021,98463.16182325836,48.07771573401287,0.47742051541045327,recovered_from_profiler,unavailable:missing_gpu_peak_tflops,124.97163120567376,172.0,2.0354609929078014,56.0,0.34642280568938555,0.49069525085603694,0.320051,2.355909,0.065804,,,,,,,,2048,completion_validity_no_reference,2048
sharegpt_controlled_skew,formal,2,3,direct_static_sharded,passed,project_bounded_http_static_control,postgres_scan_to_unified_sink_external_wall,54c97a2f10347d35b15ac5442da116dd7a8c56a8ef05e36c76a7120da783169b,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5,2048,2048,180.29667549952865,11.359055813568531,11.359055813568531,88.42824935913086,169.61149106025695,177.08304935455322,1699579.0,1230355.0,469224.0,1699579.0,9426.568711215328,0,0,0,1636,0,True,2048,True,0.0,0.022517470150069926,98.10722100656454,785.6121444201312,141643.25787100525,69.16174700732678,0.30162026994417357,recorded,ok,61.42857142857143,64.0,0.0058309037900874635,1.0,0.16309863446431339,0.23708500818817924,0.3200247083158926,0.7449999999999989,0.058769080825829094,,,,,,,,2048,completion_validity_no_reference,2048
sharegpt_controlled_skew,formal,3,1,duckdb_ai_static_sharded,passed,experiment_harness_static_shard + duckdb_ai_extension + vllm,postgres_scan_to_unified_sink_external_wall,54c97a2f10347d35b15ac5442da116dd7a8c56a8ef05e36c76a7120da783169b,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5,2048,401,180.54763887822628,11.343266590051126,2.221020460259034,177.60467660427094,180.25053310394287,180.25053310394287,1170963.0,1230355.0,469531.0,1699886.0,9415.16605014436,1647,0,1647,0,1647,True,2048,True,0.0,0.022579779015041365,97.89200863930886,780.5741900647948,140930.82698548253,351.44844634783675,0.3012772969221372,recorded,ok,61.18895348837209,64.0,0.011627906976744186,2.0,0.16220081985659435,0.23321423254429058,0.3200247083158926,0.6166666666666648,0.05927454846822124,,,,,,,,401,completion_validity_no_reference,401
sharegpt_controlled_skew,formal,3,2,direct_static_sharded,passed,project_bounded_http_static_control,postgres_scan_to_unified_sink_external_wall,54c97a2f10347d35b15ac5442da116dd7a8c56a8ef05e36c76a7120da783169b,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5,2048,2048,180.33986697159708,11.356335315044639,11.356335315044639,88.43677628040314,169.80810049772262,177.38937538385392,1699843.0,1230355.0,469488.0,1699843.0,9425.774946743859,0,0,0,1641,0,True,2048,True,0.0,0.02313494629408235,98.12061403508773,786.2572587719299,141793.5294523824,69.2351218029211,0.30161402033472295,recorded,ok,61.501457725947525,64.0,0.011661807580174927,2.0,0.1632559742457565,0.23574512431144862,0.3200247083158926,0.7238095238095232,0.05955814262905797,,,,,,,,2048,completion_validity_no_reference,2048
sharegpt_controlled_skew,formal,3,3,project_frozen_static,passed,project_frozen_static_ray_actor,profiler_opt_in_scan_to_unified_sink,54c97a2f10347d35b15ac5442da116dd7a8c56a8ef05e36c76a7120da783169b,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5,2048,2048,116.825789,17.530375934375243,17.530375934375243,8.415100812911987,9.236118495464325,9.603921015262603,1170963.0,1230355.0,469563.0,1699918.0,14550.87968633364,0,0,0,1639,0,True,2048,True,0.0,0.022579779015041365,97.3021582733813,843.755035971223,98237.86272308585,47.967706407756765,0.47731566733369846,recovered_from_profiler,unavailable:missing_gpu_peak_tflops,125.90647482014388,170.0,2.4964028776978417,71.0,0.347530104545216,0.4841447074586869,0.320051,2.32845,0.070229,,,,,,,,2048,completion_validity_no_reference,2048
