schema_version,observed_epoch_s,elapsed_s,event_seq,event_time_s,event_epoch_s,endpoint_id,action,tier,selected_job_id,selected_request_id,target_job_id,head_work,reclaim_debt,hold_duration_s,constraint_conflict,ready_jobs,fitting_jobs,debt_by_job,debt_cap_by_job,recovery_inflight_by_job,active_requests,active_work,avoidable_idle,foreign_grant_over_debt_critical
2,1786671721.6171997,15.141133308410645,1,10610447.998050908,1786671721.5734272,endpoint-1,grant,saor_fallback,3642,3642:request:300003,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],1,1257,False,False
2,1786671721.6171997,15.141133308410645,2,10610448.002034567,1786671721.5774102,endpoint-1,grant,saor_fallback,3642,3642:request:300010,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],2,2767,False,False
2,1786671721.9963634,15.520297050476074,1,10610448.04929694,1786671721.6246724,endpoint-0,grant,saor_fallback,3642,3642:request:300018,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],1,1223,False,False
2,1786671721.9963634,15.520297050476074,2,10610448.26465282,1786671721.8400285,endpoint-0,grant,saor_fallback,3642,3642:request:300033,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],2,2606,False,False
2,1786671721.9963634,15.520297050476074,3,10610448.267099723,1786671721.8424752,endpoint-0,grant,saor_fallback,3642,3642:request:300035,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],3,3960,False,False
2,1786671721.9963634,15.520297050476074,3,10610448.04660576,1786671721.6219814,endpoint-1,grant,saor_fallback,3642,3642:request:300012,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],3,4006,False,False
2,1786671721.9963634,15.520297050476074,4,10610448.261831855,1786671721.8372076,endpoint-1,grant,saor_fallback,3642,3642:request:300032,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],4,5189,False,False
2,1786671722.3674636,15.89139723777771,4,10610448.583158894,1786671722.1585348,endpoint-0,grant,saor_fallback,3642,3642:request:300038,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],4,5501,False,False
2,1786671722.3674636,15.89139723777771,5,10610448.458125977,1786671722.0335016,endpoint-1,grant,saor_fallback,3642,3642:request:300037,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],5,6420,False,False
2,1786671722.3674636,15.89139723777771,6,10610448.778088707,1786671722.3534648,endpoint-1,grant,saor_fallback,3642,3642:request:300043,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],6,7849,False,False
2,1786671722.3674636,15.89139723777771,7,10610448.781260531,1786671722.3566358,endpoint-1,grant,saor_fallback,3642,3642:request:300046,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],7,8996,False,False
2,1786671722.3674636,15.89139723777771,8,10610448.784267124,1786671722.3596425,endpoint-1,grant,saor_fallback,3642,3642:request:300047,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],8,10328,False,False
2,1786671722.749848,16.273781538009644,5,10610448.86353432,1786671722.4389098,endpoint-0,grant,saor_fallback,3642,3642:request:300052,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],5,7136,False,False
2,1786671722.749848,16.273781538009644,6,10610449.039771892,1786671722.615148,endpoint-0,grant,saor_fallback,3642,3642:request:300059,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],6,8611,False,False
2,1786671722.749848,16.273781538009644,7,10610449.119770087,1786671722.695146,endpoint-0,grant,saor_fallback,3642,3642:request:300070,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],7,9944,False,False
2,1786671722.749848,16.273781538009644,9,10610448.857790723,1786671722.4331667,endpoint-1,grant,saor_fallback,3642,3642:request:300050,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],9,11508,False,False
2,1786671722.749848,16.273781538009644,10,10610448.860805992,1786671722.4361815,endpoint-1,grant,saor_fallback,3642,3642:request:300051,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],10,12930,False,False
2,1786671722.749848,16.273781538009644,11,10610449.042961948,1786671722.6183376,endpoint-1,grant,saor_fallback,3642,3642:request:300065,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],11,14197,False,False
2,1786671723.5256402,17.04957389831543,8,10610449.939057782,1786671723.5144339,endpoint-0,grant,saor_fallback,3642,3642:request:300080,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],8,11277,False,False
2,1786671723.5256402,17.04957389831543,12,10610449.881301267,1786671723.4566772,endpoint-1,grant,saor_fallback,3642,3642:request:300078,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],12,15673,False,False
2,1786671724.6414373,18.16537094116211,9,10610450.697434751,1786671724.2728107,endpoint-0,grant,saor_fallback,3642,3642:request:300082,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],9,12591,False,False
2,1786671724.6414373,18.16537094116211,10,10610450.70032836,1786671724.2757041,endpoint-0,grant,saor_fallback,3642,3642:request:300083,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],10,14016,False,False
2,1786671724.6414373,18.16537094116211,11,10610450.768657742,1786671724.3440337,endpoint-0,grant,saor_fallback,3642,3642:request:300084,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],11,15333,False,False
2,1786671724.6414373,18.16537094116211,12,10610450.944135724,1786671724.5195122,endpoint-0,grant,saor_fallback,3642,3642:request:300094,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],12,16558,False,False
2,1786671724.6414373,18.16537094116211,13,10610450.9474021,1786671724.5227776,endpoint-0,grant,saor_fallback,3642,3642:request:300099,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],13,17929,False,False
2,1786671724.6414373,18.16537094116211,14,10610451.021371024,1786671724.5967476,endpoint-0,grant,saor_fallback,3642,3642:request:300111,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],14,19170,False,False
2,1786671724.6414373,18.16537094116211,15,10610451.024615128,1786671724.5999906,endpoint-0,grant,saor_fallback,3642,3642:request:300114,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],15,20453,False,False
2,1786671725.0256805,18.549614191055298,16,10610451.198131828,1786671724.7735074,endpoint-0,grant,saor_fallback,3642,3642:request:300146,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],16,21881,False,False
2,1786671725.0256805,18.549614191055298,17,10610451.273872104,1786671724.849248,endpoint-0,grant,saor_fallback,3642,3642:request:300155,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],17,23528,False,False
2,1786671725.0256805,18.549614191055298,18,10610451.279540077,1786671724.8549156,endpoint-0,grant,saor_fallback,3642,3642:request:300160,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],18,25029,False,False
2,1786671725.0256805,18.549614191055298,19,10610451.33785319,1786671724.9132292,endpoint-0,grant,saor_fallback,3642,3642:request:300181,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],19,26167,False,False
2,1786671725.0256805,18.549614191055298,20,10610451.34115668,1786671724.9165323,endpoint-0,grant,saor_fallback,3642,3642:request:300184,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],20,27480,False,False
2,1786671725.0256805,18.549614191055298,21,10610451.357057864,1786671724.9324334,endpoint-0,grant,saor_fallback,3642,3642:request:300202,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],21,28853,False,False
2,1786671725.0256805,18.549614191055298,22,10610451.360281756,1786671724.9356573,endpoint-0,grant,saor_fallback,3642,3642:request:300205,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],22,30012,False,False
2,1786671725.0256805,18.549614191055298,23,10610451.365332592,1786671724.9407082,endpoint-0,grant,saor_fallback,3642,3642:request:300210,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],23,31298,False,False
2,1786671725.0256805,18.549614191055298,24,10610451.4463886,1786671725.0217643,endpoint-0,grant,saor_fallback,3642,3642:request:300230,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],24,32547,False,False
2,1786671725.0256805,18.549614191055298,25,10610451.450212026,1786671725.0255876,endpoint-0,grant,saor_fallback,3642,3642:request:300239,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],25,33759,False,False
2,1786671725.0256805,18.549614191055298,13,10610451.160225432,1786671724.7356017,endpoint-1,grant,saor_fallback,3642,3642:request:300129,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],13,16906,False,False
2,1786671725.0256805,18.549614191055298,14,10610451.19548829,1786671724.7708638,endpoint-1,grant,saor_fallback,3642,3642:request:300145,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],14,18171,False,False
2,1786671725.0256805,18.549614191055298,15,10610451.200537983,1786671724.7759135,endpoint-1,grant,saor_fallback,3642,3642:request:300150,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],15,19416,False,False
2,1786671725.0256805,18.549614191055298,16,10610451.2028502,1786671724.7782257,endpoint-1,grant,saor_fallback,3642,3642:request:300151,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],16,20856,False,False
2,1786671725.0256805,18.549614191055298,17,10610451.27693958,1786671724.852315,endpoint-1,grant,saor_fallback,3642,3642:request:300159,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],17,22266,False,False
2,1786671725.0256805,18.549614191055298,18,10610451.343982296,1786671724.9193578,endpoint-1,grant,saor_fallback,3642,3642:request:300187,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],18,23536,False,False
2,1786671725.0256805,18.549614191055298,19,10610451.346445298,1786671724.9218206,endpoint-1,grant,saor_fallback,3642,3642:request:300193,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],19,24946,False,False
2,1786671725.0256805,18.549614191055298,20,10610451.362875149,1786671724.9382505,endpoint-1,grant,saor_fallback,3642,3642:request:300207,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],20,26254,False,False
2,1786671725.0256805,18.549614191055298,21,10610451.389584607,1786671724.9649606,endpoint-1,grant,saor_fallback,3642,3642:request:300216,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],21,27504,False,False
2,1786671725.0256805,18.549614191055298,22,10610451.392600728,1786671724.967976,endpoint-1,grant,saor_fallback,3642,3642:request:300217,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],22,29027,False,False
2,1786671725.0256805,18.549614191055298,23,10610451.395111784,1786671724.9704874,endpoint-1,grant,saor_fallback,3642,3642:request:300222,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],23,30195,False,False
2,1786671725.0256805,18.549614191055298,24,10610451.397652684,1786671724.9730282,endpoint-1,grant,saor_fallback,3642,3642:request:300223,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],24,31739,False,False
2,1786671725.3889458,18.912879467010498,26,10610451.453222856,1786671725.0285983,endpoint-0,grant,saor_fallback,3642,3642:request:300245,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],26,35174,False,False
2,1786671725.3889458,18.912879467010498,27,10610451.456123132,1786671725.0314984,endpoint-0,grant,saor_fallback,3642,3642:request:300255,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],27,36376,False,False
2,1786671725.3889458,18.912879467010498,28,10610451.474590724,1786671725.0499663,endpoint-0,grant,saor_fallback,3642,3642:request:300262,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],28,37630,False,False
2,1786671725.3889458,18.912879467010498,29,10610451.483836444,1786671725.0592117,endpoint-0,grant,saor_fallback,3642,3642:request:300274,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],29,39092,False,False
2,1786671725.3889458,18.912879467010498,30,10610451.524900325,1786671725.1002762,endpoint-0,grant,saor_fallback,3642,3642:request:300276,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],30,40280,False,False
2,1786671725.3889458,18.912879467010498,31,10610451.528040752,1786671725.103416,endpoint-0,grant,saor_fallback,3642,3642:request:300283,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],31,41421,False,False
2,1786671725.3889458,18.912879467010498,32,10610451.530789424,1786671725.1061647,endpoint-0,grant,saor_fallback,3642,3642:request:300291,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],32,42710,False,False
2,1786671725.3889458,18.912879467010498,33,10610451.54249714,1786671725.1178727,endpoint-0,grant,saor_fallback,3642,3642:request:300297,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],33,44057,False,False
2,1786671725.3889458,18.912879467010498,34,10610451.568270097,1786671725.1436455,endpoint-0,grant,saor_fallback,3642,3642:request:300309,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],34,45730,False,False
2,1786671725.3889458,18.912879467010498,35,10610451.59096978,1786671725.1663451,endpoint-0,grant,saor_fallback,3642,3642:request:300315,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],35,47177,False,False
2,1786671725.3889458,18.912879467010498,36,10610451.596074859,1786671725.1714504,endpoint-0,grant,saor_fallback,3642,3642:request:300321,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],36,48621,False,False
2,1786671725.3889458,18.912879467010498,37,10610451.59850961,1786671725.1738849,endpoint-0,grant,saor_fallback,3642,3642:request:300325,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],37,50240,False,False
2,1786671725.3889458,18.912879467010498,38,10610451.605969364,1786671725.1813447,endpoint-0,grant,saor_fallback,3642,3642:request:300330,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],38,51909,False,False
2,1786671725.3889458,18.912879467010498,39,10610451.63183736,1786671725.2072127,endpoint-0,grant,saor_fallback,3642,3642:request:300340,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],39,53238,False,False
2,1786671725.3889458,18.912879467010498,40,10610451.681447044,1786671725.2568226,endpoint-0,grant,saor_fallback,3642,3642:request:300380,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],40,54637,False,False
2,1786671725.3889458,18.912879467010498,41,10610451.719200848,1786671725.2945764,endpoint-0,grant,saor_fallback,3642,3642:request:300386,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],41,56320,False,False
2,1786671725.3889458,18.912879467010498,42,10610451.724871522,1786671725.300247,endpoint-0,grant,saor_fallback,3642,3642:request:300391,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],42,57805,False,False
2,1786671725.3889458,18.912879467010498,43,10610451.72756452,1786671725.3029401,endpoint-0,grant,saor_fallback,3642,3642:request:300394,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],43,59130,False,False
2,1786671725.3889458,18.912879467010498,44,10610451.73070808,1786671725.3060837,endpoint-0,grant,saor_fallback,3642,3642:request:300398,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],44,60429,False,False
2,1786671725.3889458,18.912879467010498,45,10610451.733180024,1786671725.3085556,endpoint-0,grant,saor_fallback,3642,3642:request:300399,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],45,61943,False,False
2,1786671725.3889458,18.912879467010498,46,10610451.7355938,1786671725.310969,endpoint-0,grant,saor_fallback,3642,3642:request:300402,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],46,63328,False,False
2,1786671725.3889458,18.912879467010498,47,10610451.742934808,1786671725.3183105,endpoint-0,grant,saor_fallback,3642,3642:request:300407,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],47,65051,False,False
2,1786671725.3889458,18.912879467010498,25,10610451.47785204,1786671725.0532274,endpoint-1,grant,saor_fallback,3642,3642:request:300270,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],25,33033,False,False
2,1786671725.3889458,18.912879467010498,26,10610451.480884578,1786671725.0562599,endpoint-1,grant,saor_fallback,3642,3642:request:300273,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],26,34285,False,False
2,1786671725.3889458,18.912879467010498,27,10610451.533400953,1786671725.1087763,endpoint-1,grant,saor_fallback,3642,3642:request:300292,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],27,35873,False,False
2,1786671725.3889458,18.912879467010498,28,10610451.539835269,1786671725.1152108,endpoint-1,grant,saor_fallback,3642,3642:request:300295,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],28,37171,False,False
2,1786671725.3889458,18.912879467010498,29,10610451.545065777,1786671725.1204412,endpoint-1,grant,saor_fallback,3642,3642:request:300298,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],29,38800,False,False
2,1786671725.3889458,18.912879467010498,30,10610451.547461504,1786671725.122837,endpoint-1,grant,saor_fallback,3642,3642:request:300303,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],30,40185,False,False
2,1786671725.3889458,18.912879467010498,31,10610451.559209714,1786671725.1345854,endpoint-1,grant,saor_fallback,3642,3642:request:300304,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],31,41854,False,False
2,1786671725.3889458,18.912879467010498,32,10610451.56208499,1786671725.1374605,endpoint-1,grant,saor_fallback,3642,3642:request:300307,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],32,43003,False,False
2,1786671725.3889458,18.912879467010498,33,10610451.565524228,1786671725.1409001,endpoint-1,grant,saor_fallback,3642,3642:request:300308,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],33,44416,False,False
2,1786671725.3889458,18.912879467010498,34,10610451.58820429,1786671725.1635797,endpoint-1,grant,saor_fallback,3642,3642:request:300314,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],34,45625,False,False
2,1786671725.3889458,18.912879467010498,35,10610451.593512349,1786671725.1688879,endpoint-1,grant,saor_fallback,3642,3642:request:300320,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],35,46934,False,False
2,1786671725.3889458,18.912879467010498,36,10610451.601013988,1786671725.1763895,endpoint-1,grant,saor_fallback,3642,3642:request:300328,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],36,48156,False,False
2,1786671725.3889458,18.912879467010498,37,10610451.60350807,1786671725.1788833,endpoint-1,grant,saor_fallback,3642,3642:request:300329,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],37,49541,False,False
2,1786671725.3889458,18.912879467010498,38,10610451.626020104,1786671725.201396,endpoint-1,grant,saor_fallback,3642,3642:request:300335,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],38,50748,False,False
2,1786671725.3889458,18.912879467010498,39,10610451.629154988,1786671725.2045305,endpoint-1,grant,saor_fallback,3642,3642:request:300336,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],39,52182,False,False
2,1786671725.3889458,18.912879467010498,40,10610451.63427166,1786671725.2096472,endpoint-1,grant,saor_fallback,3642,3642:request:300341,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],40,53636,False,False
2,1786671725.3889458,18.912879467010498,41,10610451.678219983,1786671725.253596,endpoint-1,grant,saor_fallback,3642,3642:request:300342,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],41,55215,False,False
2,1786671725.3889458,18.912879467010498,42,10610451.684125954,1786671725.2595012,endpoint-1,grant,saor_fallback,3642,3642:request:300381,,0,0,0.0,False,"[""3642""]","[""3642""]","[[""3642"", 0.0]]","[[""3642"", 16384.0]]",[],42,56820,False,False
