schema_version,experiment_id,scenario_id,phase,repeat_index,order_index,policy,job_count,rows_per_job,request_limit_per_endpoint,work_limit_per_endpoint,credit_quantum,weights,arrival_offsets_s,ray_address,coordinator_name,run_instance_id,start_epoch_s,end_epoch_s,metrics_status,prompt_tokens_delta,generation_tokens_delta,request_success_delta,estimated_flops_per_gpu_delta,tokens_per_s,duration_s,resource_metrics_status,gpu_utilization_pct_mean,gpu_utilization_pct_p95,gpu_utilization_pct_max,vllm_running_mean,vllm_running_p95,vllm_running_max,vllm_waiting_mean,vllm_waiting_p95,vllm_waiting_max,vllm_kv_usage_mean,vllm_kv_usage_p95,vllm_kv_usage_max,mfu_estimation_method,mfu_time_basis,model_flops_per_token,gpu_peak_tflops,mfu_precision,mfu_status,mfu_estimate,jain_fairness,job_jct_s,job_p99_s,job_completion_lag_s,job_slo_violation_ratio,job_slo_goodput_per_s,job_predicted_work,job_normalized_service_rate,replay_configured_start_epoch_s,replay_observed_start_epoch_s,replay_actual_submit_start_epoch_s,endpoint_counts,actor_worker_failures,shared_credit_final,incidents
1,dual_gpu_shared_vllm_formal,j4_shared_drr,formal,1,10,shared_drr,4,512,256,65536,2048,"[1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0]",127.0.0.1:6380,credit-dual_gpu_shared_vllm_formal-dual_gpu_shared_vllm_formal_20260729_1135-6cf30933f19e-010_formal_1_j4_shared_drr,dual_gpu_shared_vllm_formal_20260729_1135-6cf30933f19e,1785297032.3428245,1785297134.0900838,ok,255880,431998,2048,4768070782676992.0,6760.653841707362,101.74725937843323,ok,92.03065134099617,100.0,100.0,101.22605363984674,193.0,203.0,0.0,0.0,0.0,0.14091768070607144,0.30028286437397644,0.33705523299091855,vllm_estimated_flops_per_gpu_delta,operator_wall_s,0.0,165.0,bf16_dense_fp32_accumulate,ok,0.2840115680699708,0.9988305071668901,"[92.85054111480713, 99.97474074363708, 100.52119469642639, 94.16307735443115]","[47.15398168563843, 59.3424551486969, 60.450132608413696, 53.00259876251221]","[53.09054112434387, 60.21474075317383, 60.761194705963135, 54.403077363967896]","[0.38671875, 0.490234375, 0.5859375, 0.421875]","[3.38177889143099, 2.6106594331589843, 2.109007962353006, 3.143482650698127]","[132388, 132456, 132721, 132215]","[1425.8182926075347, 1324.8946585383387, 1320.328517789874, 1404.1066171015298]","[1785297032.3428245, 1785297032.3428245, 1785297032.3428245, 1785297032.3428245]","[1785297032.3429983, 1785297032.342975, 1785297032.342961, 1785297032.3429542]","[1785297032.553629, 1785297032.532392, 1785297032.5300436, 1785297032.549442]","[{""task-0"": 266, ""task-1"": 246}, {""task-0"": 254, ""task-1"": 258}, {""task-0"": 255, ""task-1"": 257}, {""task-0"": 257, ""task-1"": 255}]",0,"[{""active_by_job"": ""[]"", ""active_requests"": 0, ""active_work"": 0, ""active_work_by_job"": ""[]"", ""endpoint_id"": ""task-0"", ""granted_requests_by_job"": ""[[\""449\"", 254], [\""450\"", 266], [\""451\"", 255], [\""452\"", 257]]"", ""granted_work_by_job"": ""[[\""449\"", 95687], [\""450\"", 99577], [\""451\"", 93865], [\""452\"", 97366]]"", ""max_active_requests_seen"": 190, ""max_active_work_seen"": 65536, ""waiting_by_job"": ""[]"", ""waiting_requests"": 0, ""waiting_work"": 0, ""waiting_work_by_job"": ""[]""}, {""active_by_job"": ""[]"", ""active_requests"": 0, ""active_work"": 0, ""active_work_by_job"": ""[]"", ""endpoint_id"": ""task-1"", ""granted_requests_by_job"": ""[[\""449\"", 258], [\""450\"", 246], [\""451\"", 257], [\""452\"", 255]]"", ""granted_work_by_job"": ""[[\""449\"", 95259], [\""450\"", 91369], [\""451\"", 97081], [\""452\"", 93580]]"", ""max_active_requests_seen"": 193, ""max_active_work_seen"": 65535, ""waiting_by_job"": ""[]"", ""waiting_requests"": 0, ""waiting_work"": 0, ""waiting_work_by_job"": ""[]""}]",0
1,dual_gpu_shared_vllm_formal,j1_independent,formal,1,11,independent_full,1,512,256,65536,2048,[1],[0.0],127.0.0.1:6380,,dual_gpu_shared_vllm_formal_20260729_1135-6cf30933f19e,1785297149.2108908,1785297205.616933,ok,63970,108593,512,1196196947513344.0,3059.29990563313,56.4060423374176,ok,79.50993377483444,100.0,100.0,38.920529801324506,129.0,147.0,0.0,0.0,0.0,0.05332915297451263,0.15944618133095134,0.18758374274229572,vllm_estimated_flops_per_gpu_delta,operator_wall_s,0.0,165.0,bf16_dense_fp32_accumulate,ok,0.128526628874451,1.0,[54.89218258857727],[15.071911096572876],[15.132182598114014],[0.0],[9.327375517885567],[132908],[2421.255518224873],[1785297149.2108908],[1785297149.210998],[1785297149.35805],"[{""task-0"": 249, ""task-1"": 263}]",0,[],0
1,dual_gpu_shared_vllm_formal,j1_shared_drr,formal,1,12,shared_drr,1,512,256,65536,2048,[1],[0.0],127.0.0.1:6380,credit-dual_gpu_shared_vllm_formal-dual_gpu_shared_vllm_formal_20260729_1135-6cf30933f19e-012_formal_1_j1_shared_drr,dual_gpu_shared_vllm_formal_20260729_1135-6cf30933f19e,1785297224.342883,1785297280.9538128,ok,63970,108341,512,1194427279904768.0,3043.7761900266196,56.61092972755432,ok,79.26666666666667,100.0,100.0,38.38,129.0,145.0,0.0,0.0,0.0,0.052066894943179,0.15244900997469113,0.17716242370105706,vllm_estimated_flops_per_gpu_delta,operator_wall_s,0.0,165.0,bf16_dense_fp32_accumulate,ok,0.12787200716155384,1.0,[55.06715965270996],[15.211093187332153],[15.307159662246704],[0.0],[9.297737584960105],[132643],[2408.749622034889],[1785297224.342883],[1785297224.34299],[1785297224.5308468],"[{""task-0"": 254, ""task-1"": 258}]",0,"[{""active_by_job"": ""[]"", ""active_requests"": 0, ""active_work"": 0, ""active_work_by_job"": ""[]"", ""endpoint_id"": ""task-0"", ""granted_requests_by_job"": ""[[\""454\"", 254]]"", ""granted_work_by_job"": ""[[\""454\"", 95595]]"", ""max_active_requests_seen"": 175, ""max_active_work_seen"": 65483, ""waiting_by_job"": ""[]"", ""waiting_requests"": 0, ""waiting_work"": 0, ""waiting_work_by_job"": ""[]""}, {""active_by_job"": ""[]"", ""active_requests"": 0, ""active_work"": 0, ""active_work_by_job"": ""[]"", ""endpoint_id"": ""task-1"", ""granted_requests_by_job"": ""[[\""454\"", 258]]"", ""granted_work_by_job"": ""[[\""454\"", 95351]]"", ""max_active_requests_seen"": 176, ""max_active_work_seen"": 65463, ""waiting_by_job"": ""[]"", ""waiting_requests"": 0, ""waiting_work"": 0, ""waiting_work_by_job"": ""[]""}]",0
1,dual_gpu_shared_vllm_formal,j1_partition,formal,1,13,static_partition,1,512,256,65536,2048,[1],[0.0],127.0.0.1:6380,,dual_gpu_shared_vllm_formal_20260729_1135-6cf30933f19e,1785297296.0258577,1785297352.506728,ok,63970,108308,512,1194209758257152.0,3050.20087769442,56.48087024688721,ok,78.97666666666667,100.0,100.0,38.81333333333333,128.0,148.0,0.0,0.0,0.0,0.05442806808595107,0.16182819711180585,0.17344052404347177,vllm_estimated_flops_per_gpu_delta,operator_wall_s,0.0,165.0,bf16_dense_fp32_accumulate,ok,0.1281431193763711,1.0,[55.066612243652344],[15.264831304550171],[15.306612253189087],[0.0],[9.29783001239593],[132660],[2409.0822840711803],[1785297296.0258577],[1785297296.0259578],[1785297296.1856759],"[{""task-0"": 247, ""task-1"": 265}]",0,[],0
1,dual_gpu_shared_vllm_formal,j2_shared_drr,formal,1,14,shared_drr,2,512,256,65536,2048,"[1, 1]","[0.0, 0.0]",127.0.0.1:6380,credit-dual_gpu_shared_vllm_formal-dual_gpu_shared_vllm_formal_20260729_1135-6cf30933f19e-014_formal_1_j2_shared_drr,dual_gpu_shared_vllm_formal_20260729_1135-6cf30933f19e,1785297371.5471675,1785297440.0507782,ok,127940,216243,1024,2385762307203072.0,5024.304513737908,68.50361061096191,ok,86.99435028248588,100.0,100.0,72.38418079096046,199.0,216.0,0.0,0.0,0.0,0.09746246348543076,0.24237010570195028,0.2648503796337651,vllm_estimated_flops_per_gpu_delta,operator_wall_s,0.0,165.0,bf16_dense_fp32_accumulate,ok,0.21107158249388228,0.9999953899925663,"[66.9532995223999, 66.52661991119385]","[26.583932399749756, 26.40806770324707]","[27.193299531936646, 26.76661992073059]","[0.0, 0.0]","[7.6471212569397755, 7.696167349002054]","[132584, 132306]","[1980.2459467384826, 1988.767807181769]","[1785297371.5471675, 1785297371.5471675]","[1785297371.5472662, 1785297371.547311]","[1785297371.7097194, 1785297371.6958861]","[{""task-0"": 255, ""task-1"": 257}, {""task-0"": 255, ""task-1"": 257}]",0,"[{""active_by_job"": ""[]"", ""active_requests"": 0, ""active_work"": 0, ""active_work_by_job"": ""[]"", ""endpoint_id"": ""task-0"", ""granted_requests_by_job"": ""[[\""456\"", 255], [\""457\"", 255]]"", ""granted_work_by_job"": ""[[\""456\"", 91966], [\""457\"", 96172]]"", ""max_active_requests_seen"": 193, ""max_active_work_seen"": 65518, ""waiting_by_job"": ""[]"", ""waiting_requests"": 0, ""waiting_work"": 0, ""waiting_work_by_job"": ""[]""}, {""active_by_job"": ""[]"", ""active_requests"": 0, ""active_work"": 0, ""active_work_by_job"": ""[]"", ""endpoint_id"": ""task-1"", ""granted_requests_by_job"": ""[[\""456\"", 257], [\""457\"", 257]]"", ""granted_work_by_job"": ""[[\""456\"", 98980], [\""457\"", 94774]]"", ""max_active_requests_seen"": 191, ""max_active_work_seen"": 65535, ""waiting_by_job"": ""[]"", ""waiting_requests"": 0, ""waiting_work"": 0, ""waiting_work_by_job"": ""[]""}]",0
1,dual_gpu_shared_vllm_formal,j2_independent,formal,1,15,independent_full,2,512,256,65536,2048,"[1, 1]","[0.0, 0.0]",127.0.0.1:6380,,dual_gpu_shared_vllm_formal_20260729_1135-6cf30933f19e,1785297455.1443903,1785297523.8672526,ok,127940,216524,1024,2387708441165824.0,5012.363990002712,68.72286224365234,ok,85.95879120879121,100.0,100.0,72.62087912087912,197.0,211.0,0.0,0.0,0.0,0.0996986488277243,0.24296560964716396,0.2669346434420128,vllm_estimated_flops_per_gpu_delta,operator_wall_s,0.0,165.0,bf16_dense_fp32_accumulate,ok,0.2105698129711771,0.9999032692891964,"[65.65413618087769, 66.96200633049011]","[25.660855293273926, 26.62825345993042]","[25.89413619041443, 27.202006340026855]","[0.0, 0.0]","[7.79844241023042, 7.646126931636885]","[132456, 132463]","[2017.4814216591417, 1978.1814682527668]","[1785297455.1443903, 1785297455.1443903]","[1785297455.144505, 1785297455.14451]","[1785297455.28935, 1785297455.3088603]","[{""task-0"": 261, ""task-1"": 251}, {""task-0"": 259, ""task-1"": 253}]",0,[],0
1,dual_gpu_shared_vllm_formal,j4_partition,formal,1,16,static_partition,4,512,256,65536,2048,"[1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0]",127.0.0.1:6380,,dual_gpu_shared_vllm_formal_20260729_1135-6cf30933f19e,1785297538.9498608,1785297659.6515005,ok,255880,432912,2048,4774484795953152.0,5706.567052315496,120.7016396522522,ok,94.02698412698413,100.0,100.0,80.23174603174603,172.0,204.0,0.0,0.0,0.0,0.11153032698365437,0.3199344945660265,0.3665326782789936,vllm_estimated_flops_per_gpu_delta,operator_wall_s,0.0,165.0,bf16_dense_fp32_accumulate,ok,0.23973387249744155,0.9971297736929726,"[104.02737522125244, 106.7904634475708, 119.38511347770691, 113.93573665618896]","[58.89428353309631, 64.42854118347168, 78.66029167175293, 73.84309720993042]","[64.26737523078918, 67.03046345710754, 79.62511348724365, 74.17573666572571]","[0.435546875, 0.4765625, 0.509765625, 0.59375]","[2.77811488932923, 2.509587385877164, 2.1024396818692965, 1.825590513603806]","[132494, 132443, 132437, 132662]","[1273.6455160788478, 1240.2137393571984, 1109.3259129391397, 1164.3581188255198]","[1785297538.9498608, 1785297538.9498608, 1785297538.9498608, 1785297538.9498608]","[1785297538.9499629, 1785297538.9499733, 1785297538.9499629, 1785297538.9499621]","[1785297539.105085, 1785297539.11097, 1785297539.116488, 1785297539.0936763]","[{""task-0"": 250, ""task-1"": 262}, {""task-0"": 250, ""task-1"": 262}, {""task-0"": 264, ""task-1"": 248}, {""task-0"": 253, ""task-1"": 259}]",0,[],0
1,dual_gpu_shared_vllm_formal,j4_independent,formal,1,17,independent_full,4,512,256,65536,2048,"[1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0]",127.0.0.1:6380,,dual_gpu_shared_vllm_formal_20260729_1135-6cf30933f19e,1785297674.748323,1785297785.3349,ok,255880,433663,2048,4779884723339264.0,6235.322758770868,110.58657693862915,ok,92.9493006993007,100.0,100.0,90.35664335664336,179.0,210.0,0.0,0.0,0.0,0.12703858594881373,0.32246538633318445,0.39124609200535954,vllm_estimated_flops_per_gpu_delta,operator_wall_s,0.0,165.0,bf16_dense_fp32_accumulate,ok,0.2619576364981876,0.9938947262326913,"[106.5577335357666, 90.73706197738647, 108.88897228240967, 94.55881118774414]","[65.6533989906311, 50.40115833282471, 68.71951532363892, 50.55919027328491]","[66.79773354530334, 50.97706198692322, 69.12897229194641, 54.798811197280884]","[0.431640625, 0.45703125, 0.583984375, 0.453125]","[2.730913940679158, 3.0637976802608318, 1.9561209508670219, 2.96112013764711]","[132512, 133054, 132649, 132499]","[1243.5699934957956, 1466.3688365087219, 1218.204169068355, 1401.2337754218015]","[1785297674.748323, 1785297674.748323, 1785297674.748323, 1785297674.748323]","[1785297674.7484336, 1785297674.7484279, 1785297674.748435, 1785297674.7484288]","[1785297674.8993607, 1785297674.9066806, 1785297674.8845835, 1785297674.9030998]","[{""task-0"": 257, ""task-1"": 255}, {""task-0"": 253, ""task-1"": 259}, {""task-0"": 259, ""task-1"": 253}, {""task-0"": 241, ""task-1"": 271}]",0,[],0
1,dual_gpu_shared_vllm_formal,j1_independent,formal,2,18,independent_full,1,512,256,65536,2048,[1],[0.0],127.0.0.1:6380,,dual_gpu_shared_vllm_formal_20260729_1135-6cf30933f19e,1785297800.4512205,1785297857.6524804,ok,63970,108399,512,1194856457367552.0,3013.3776851702237,57.20125985145569,ok,79.44805194805195,100.0,100.0,38.37012987012987,128.0,141.0,0.0,0.0,0.0,0.05302788621234356,0.15661753759118657,0.18088432335864224,vllm_estimated_flops_per_gpu_delta,operator_wall_s,0.0,165.0,bf16_dense_fp32_accumulate,ok,0.12659781106013152,1.0,[55.72353219985962],[15.814315557479858],[15.963532209396362],[0.0],[9.188218689433507],[132681],[2381.058679556108],[1785297800.4512205],[1785297800.4513297],[1785297800.5922058],"[{""task-0"": 248, ""task-1"": 264}]",0,[],0
1,dual_gpu_shared_vllm_formal,j4_independent,formal,2,19,independent_full,4,512,256,65536,2048,"[1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0]",127.0.0.1:6380,,dual_gpu_shared_vllm_formal_20260729_1135-6cf30933f19e,1785297872.7233646,1785297980.8704534,ok,255880,432306,2048,4770229262561280.0,6363.42603256217,108.14708876609802,ok,90.57624113475177,100.0,100.0,95.32978723404256,190.0,220.0,0.0,0.0,0.0,0.1304364811629643,0.34702992407324695,0.3893107041834152,vllm_estimated_flops_per_gpu_delta,operator_wall_s,0.0,165.0,bf16_dense_fp32_accumulate,ok,0.26732555364192234,0.9998009306689216,"[104.131991147995, 106.77691388130188, 102.98269891738892, 104.71353054046631]","[63.83522081375122, 64.61027574539185, 60.09935903549194, 63.78637456893921]","[64.37199115753174, 67.01691389083862, 63.22269892692566, 64.95353055000305]","[0.494140625, 0.533203125, 0.501953125, 0.515625]","[2.4872279608281254, 2.2383115536162, 2.4761440774100993, 2.3683663297376927]","[132426, 132371, 132789, 132366]","[1271.7129341336886, 1239.696814492594, 1289.4301799812145, 1264.0773290405623]","[1785297872.7233646, 1785297872.7233646, 1785297872.7233646, 1785297872.7233646]","[1785297872.7234795, 1785297872.7234476, 1785297872.7234712, 1785297872.7234724]","[1785297872.8732903, 1785297872.872027, 1785297872.8708832, 1785297872.8724003]","[{""task-0"": 256, ""task-1"": 256}, {""task-0"": 256, ""task-1"": 256}, {""task-0"": 253, ""task-1"": 259}, {""task-0"": 263, ""task-1"": 249}]",0,[],0
1,dual_gpu_shared_vllm_formal,j2_shared_drr,formal,2,20,shared_drr,2,512,256,65536,2048,"[1, 1]","[0.0, 0.0]",127.0.0.1:6380,credit-dual_gpu_shared_vllm_formal-dual_gpu_shared_vllm_formal_20260729_1135-6cf30933f19e-020_formal_2_j2_shared_drr,dual_gpu_shared_vllm_formal_20260729_1135-6cf30933f19e,1785297999.7199821,1785298068.9114485,ok,127940,216004,1024,2384055616151552.0,4970.902023556428,69.19146633148193,ok,85.7388888888889,100.0,100.0,71.27777777777777,194.0,213.0,0.0,0.0,0.0,0.10010421319041239,0.2638082477296412,0.2837576298942981,vllm_estimated_flops_per_gpu_delta,operator_wall_s,0.0,165.0,bf16_dense_fp32_accumulate,ok,0.20882375648535484,0.9998693750777798,"[65.91757822036743, 67.44950318336487]","[26.033807277679443, 27.14047336578369]","[26.157578229904175, 27.68950319290161]","[0.0, 0.0]","[7.76727564669238, 7.590863917975826]","[132350, 132365]","[2007.8104137494854, 1962.4310595759184]","[1785297999.7199821, 1785297999.7199821]","[1785297999.7200997, 1785297999.7200935]","[1785297999.8787992, 1785297999.8784559]","[{""task-0"": 259, ""task-1"": 253}, {""task-0"": 259, ""task-1"": 253}]",0,"[{""active_by_job"": ""[]"", ""active_requests"": 0, ""active_work"": 0, ""active_work_by_job"": ""[]"", ""endpoint_id"": ""task-0"", ""granted_requests_by_job"": ""[[\""473\"", 259], [\""474\"", 259]]"", ""granted_work_by_job"": ""[[\""473\"", 94333], [\""474\"", 89835]]"", ""max_active_requests_seen"": 191, ""max_active_work_seen"": 62328, ""waiting_by_job"": ""[]"", ""waiting_requests"": 0, ""waiting_work"": 0, ""waiting_work_by_job"": ""[]""}, {""active_by_job"": ""[]"", ""active_requests"": 0, ""active_work"": 0, ""active_work_by_job"": ""[]"", ""endpoint_id"": ""task-1"", ""granted_requests_by_job"": ""[[\""473\"", 253], [\""474\"", 253]]"", ""granted_work_by_job"": ""[[\""473\"", 96613], [\""474\"", 101111]]"", ""max_active_requests_seen"": 183, ""max_active_work_seen"": 65536, ""waiting_by_job"": ""[]"", ""waiting_requests"": 0, ""waiting_work"": 0, ""waiting_work_by_job"": ""[]""}]",0
1,dual_gpu_shared_vllm_formal,j4_partition,formal,2,21,static_partition,4,512,256,65536,2048,"[1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0]",127.0.0.1:6380,,dual_gpu_shared_vllm_formal_20260729_1135-6cf30933f19e,1785298084.0056527,1785298192.4295678,ok,255880,432454,2048,4771277757919232.0,6348.5440371877685,108.42391514778137,ok,93.54255319148936,100.0,100.0,91.88297872340425,170.0,199.0,0.0,0.0,0.0,0.12414726263518942,0.28182224207235373,0.31874348667559926,vllm_estimated_flops_per_gpu_delta,operator_wall_s,0.0,165.0,bf16_dense_fp32_accumulate,ok,0.26670162995928215,0.9997448159421894,"[102.85657858848572, 106.29501819610596, 106.45661044120789, 107.03313446044922]","[51.06026220321655, 65.83063530921936, 66.00201773643494, 66.39939641952515]","[63.09657859802246, 66.5350182056427, 66.69661045074463, 67.27313446998596]","[0.41015625, 0.552734375, 0.59375, 0.416015625]","[2.9361272185443603, 2.1543813048464133, 1.9538476674952077, 2.7935274577097076]","[132432, 132337, 132546, 132306]","[1287.5403967094926, 1244.9971997356324, 1245.0706391145184, 1236.121885684751]","[1785298084.0056527, 1785298084.0056527, 1785298084.0056527, 1785298084.0056527]","[1785298084.0057628, 1785298084.0057585, 1785298084.0057523, 1785298084.0057762]","[1785298084.1734867, 1785298084.1514244, 1785298084.1508229, 1785298084.1752863]","[{""task-0"": 256, ""task-1"": 256}, {""task-0"": 260, ""task-1"": 252}, {""task-0"": 257, ""task-1"": 255}, {""task-0"": 254, ""task-1"": 258}]",0,[],0
1,dual_gpu_shared_vllm_formal,j1_partition,formal,2,22,static_partition,1,512,256,65536,2048,[1],[0.0],127.0.0.1:6380,,dual_gpu_shared_vllm_formal_20260729_1135-6cf30933f19e,1785298207.542313,1785298264.3548656,ok,63970,108123,512,1192908731392000.0,3029.1369173235757,56.8125524520874,ok,78.140522875817,100.0,100.0,37.96078431372549,129.0,146.0,0.0,0.0,0.0,0.050953536096588405,0.15096025011165703,0.17492928390650586,vllm_estimated_flops_per_gpu_delta,operator_wall_s,0.0,165.0,bf16_dense_fp32_accumulate,ok,0.1272562061583383,1.0,[54.97607183456421],[15.1211097240448],[15.216071844100952],[0.0],[9.313142662151765],[132588],[2411.740154862067],[1785298207.542313],[1785298207.5424945],[1785298207.7011287],"[{""task-0"": 249, ""task-1"": 263}]",0,[],0
1,dual_gpu_shared_vllm_formal,j2_partition,formal,2,23,static_partition,2,512,256,65536,2048,"[1, 1]","[0.0, 0.0]",127.0.0.1:6380,,dual_gpu_shared_vllm_formal_20260729_1135-6cf30933f19e,1785298279.4235432,1785298349.668913,ok,127940,216747,1024,2389304061562880.0,4906.899936688483,70.24536967277527,ok,86.62972972972973,100.0,100.0,70.94594594594595,192.0,208.0,0.0,0.0,0.0,0.09794269481629911,0.2547268125651333,0.2806312341819265,vllm_estimated_flops_per_gpu_delta,operator_wall_s,0.0,165.0,bf16_dense_fp32_accumulate,ok,0.20614356139904932,0.9996006851163721,"[68.71199607849121, 65.77992820739746]","[28.485002517700195, 25.518385887145996]","[28.951996088027954, 26.019928216934204]","[0.0, 0.0]","[7.451391739735391, 7.783529321979735]","[132747, 132266]","[1931.9333970208086, 2010.7349400409603]","[1785298279.4235432, 1785298279.4235432]","[1785298279.423683, 1785298279.423683]","[1785298279.571197, 1785298279.5896015]","[{""task-0"": 266, ""task-1"": 246}, {""task-0"": 261, ""task-1"": 251}]",0,[],0
1,dual_gpu_shared_vllm_formal,j4_shared_drr,formal,2,24,shared_drr,4,512,256,65536,2048,"[1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0]",127.0.0.1:6380,credit-dual_gpu_shared_vllm_formal-dual_gpu_shared_vllm_formal_20260729_1135-6cf30933f19e-024_formal_2_j4_shared_drr,dual_gpu_shared_vllm_formal_20260729_1135-6cf30933f19e,1785298368.6318502,1785298477.1845334,ok,255880,432941,2048,4774633865121792.0,6345.49953288794,108.5526831150055,ok,91.42057761732852,100.0,100.0,96.35018050541517,208.0,227.0,0.0,0.0,0.0,0.13234430232251915,0.2815244900997469,0.3038558880452583,vllm_estimated_flops_per_gpu_delta,operator_wall_s,0.0,165.0,bf16_dense_fp32_accumulate,ok,0.266572636527784,0.9954188428972855,"[106.81320285797119, 101.40028214454651, 88.85194253921509, 97.03427863121033]","[67.03510546684265, 57.35716772079468, 46.8063690662384, 50.63223147392273]","[67.05320286750793, 61.64028215408325, 49.09194254875183, 57.27427864074707]","[0.51171875, 0.49609375, 0.3671875, 0.482421875]","[2.340534627843932, 2.5443716185347487, 3.6465156612304965, 2.7309936626329985]","[132746, 132435, 132491, 132717]","[1242.7864388310823, 1306.0614546536801, 1491.1435384941042, 1367.7331544289195]","[1785298368.6318502, 1785298368.6318502, 1785298368.6318502, 1785298368.6318502]","[1785298368.631945, 1785298368.6319394, 1785298368.6319675, 1785298368.6319559]","[1785298368.8053076, 1785298368.7899213, 1785298368.7936351, 1785298368.7889295]","[{""task-0"": 260, ""task-1"": 252}, {""task-0"": 252, ""task-1"": 260}, {""task-0"": 260, ""task-1"": 252}, {""task-0"": 254, ""task-1"": 258}]",0,"[{""active_by_job"": ""[]"", ""active_requests"": 0, ""active_work"": 0, ""active_work_by_job"": ""[]"", ""endpoint_id"": ""task-0"", ""granted_requests_by_job"": ""[[\""482\"", 252], [\""483\"", 260], [\""484\"", 254], [\""485\"", 260]]"", ""granted_work_by_job"": ""[[\""482\"", 99134], [\""483\"", 98909], [\""484\"", 92606], [\""485\"", 96670]]"", ""max_active_requests_seen"": 197, ""max_active_work_seen"": 65536, ""waiting_by_job"": ""[]"", ""waiting_requests"": 0, ""waiting_work"": 0, ""waiting_work_by_job"": ""[]""}, {""active_by_job"": ""[]"", ""active_requests"": 0, ""active_work"": 0, ""active_work_by_job"": ""[]"", ""endpoint_id"": ""task-1"", ""granted_requests_by_job"": ""[[\""482\"", 260], [\""483\"", 252], [\""484\"", 258], [\""485\"", 252]]"", ""granted_work_by_job"": ""[[\""482\"", 91812], [\""483\"", 92037], [\""484\"", 98340], [\""485\"", 94276]]"", ""max_active_requests_seen"": 197, ""max_active_work_seen"": 65536, ""waiting_by_job"": ""[]"", ""waiting_requests"": 0, ""waiting_work"": 0, ""waiting_work_by_job"": ""[]""}]",0
1,dual_gpu_shared_vllm_formal,j2_independent,formal,2,25,independent_full,2,512,256,65536,2048,"[1, 1]","[0.0, 0.0]",127.0.0.1:6380,,dual_gpu_shared_vllm_formal_20260729_1135-6cf30933f19e,1785298492.2907727,1785298562.301845,ok,127940,215538,1024,2380739731406848.0,4906.052546248095,70.01107239723206,ok,86.46448087431693,100.0,100.0,70.37158469945355,191.0,203.0,0.0,0.0,0.0,0.0995419012683746,0.24594312937323215,0.2617239839213935,vllm_estimated_flops_per_gpu_delta,operator_wall_s,0.0,165.0,bf16_dense_fp32_accumulate,ok,0.20609205302589306,0.9998022555633019,"[66.69675302505493, 68.51756763458252]","[25.823620796203613, 28.273500442504883]","[26.936753034591675, 28.757567644119263]","[0.0, 0.0]","[7.676535614974614, 7.472536134536989]","[132290, 132132]","[1983.454875986312, 1928.439735407503]","[1785298492.2907727, 1785298492.2907727]","[1785298492.2908804, 1785298492.290887]","[1785298492.441832, 1785298492.4304428]","[{""task-0"": 264, ""task-1"": 248}, {""task-0"": 260, ""task-1"": 252}]",0,[],0
1,dual_gpu_shared_vllm_formal,j1_shared_drr,formal,2,26,shared_drr,1,512,256,65536,2048,[1],[0.0],127.0.0.1:6380,credit-dual_gpu_shared_vllm_formal-dual_gpu_shared_vllm_formal_20260729_1135-6cf30933f19e-026_formal_2_j1_shared_drr,dual_gpu_shared_vllm_formal_20260729_1135-6cf30933f19e,1785298581.2445142,1785298638.024851,ok,63970,108404,512,1194888626233344.0,3035.8044622841808,56.78033685684204,ok,78.83774834437087,100.0,100.0,38.317880794701985,126.0,143.0,0.0,0.0,0.0,0.0524989968124764,0.15542652970075932,0.19696292987941044,vllm_estimated_flops_per_gpu_delta,operator_wall_s,0.0,165.0,bf16_dense_fp32_accumulate,ok,0.12753973735938523,1.0,[55.554771184921265],[15.631287097930908],[15.794771194458008],[0.0],[9.216130119512895],[132405],[2383.3236493634863],[1785298581.2445142],[1785298581.244621],[1785298581.4192147],"[{""task-0"": 255, ""task-1"": 257}]",0,"[{""active_by_job"": ""[]"", ""active_requests"": 0, ""active_work"": 0, ""active_work_by_job"": ""[]"", ""endpoint_id"": ""task-0"", ""granted_requests_by_job"": ""[[\""488\"", 255]]"", ""granted_work_by_job"": ""[[\""488\"", 95008]]"", ""max_active_requests_seen"": 178, ""max_active_work_seen"": 65382, ""waiting_by_job"": ""[]"", ""waiting_requests"": 0, ""waiting_work"": 0, ""waiting_work_by_job"": ""[]""}, {""active_by_job"": ""[]"", ""active_requests"": 0, ""active_work"": 0, ""active_work_by_job"": ""[]"", ""endpoint_id"": ""task-1"", ""granted_requests_by_job"": ""[[\""488\"", 257]]"", ""granted_work_by_job"": ""[[\""488\"", 95938]]"", ""max_active_requests_seen"": 175, ""max_active_work_seen"": 65524, ""waiting_by_job"": ""[]"", ""waiting_requests"": 0, ""waiting_work"": 0, ""waiting_work_by_job"": ""[]""}]",0
