schema_version,runtime_state_mode,observed_epoch_s,elapsed_s,endpoint_id,calibration_signature,request_limit,active_requests,organizer_queued_work,organizer_oldest_queue_age_s,model_active_work,model_queued_work_estimated,model_capacity_work,service_rate_tokens_s,vllm_running,vllm_waiting,vllm_kv_usage,control_policy,control_action,control_reason,control_arm_name,control_action_scores,control_observation_status,control_observed_goodput,control_observed_tail_risk,control_observed_energy,control_previous_request_limit,control_previous_work_limit,control_recommended_request_limit,control_applied_request_limit,control_applied_work_limit
1,actuated_saor_capacity,1786437683.0279646,1.9702088832855225,endpoint-0,text-stage-work-v1:d8d5e995fe9a471d174f8128bc1ce47356cf34c745152d36b9e42208519d9733,128,0,0,0.0,0,0,131072,,0.0,0.0,0.0,saor_capacity,fallback,invalid_observation,lower,{},invalid:ValueError:runtime observation field service_rate_tokens_s is missing or invalid,,,,128,131072,128,128,131072
1,actuated_saor_capacity,1786437683.0279646,1.9702088832855225,endpoint-1,text-stage-work-v1:d8d5e995fe9a471d174f8128bc1ce47356cf34c745152d36b9e42208519d9733,128,0,0,0.0,0,0,131072,,0.0,0.0,0.0,saor_capacity,fallback,invalid_observation,lower,{},invalid:ValueError:runtime observation field service_rate_tokens_s is missing or invalid,,,,128,131072,128,128,131072
1,actuated_saor_capacity,1786437683.4056563,2.347900629043579,endpoint-0,text-stage-work-v1:d8d5e995fe9a471d174f8128bc1ce47356cf34c745152d36b9e42208519d9733,128,0,0,0.0,0,0,131072,,0.0,0.0,0.0,saor_capacity,fallback,invalid_observation,lower,{},invalid:ValueError:runtime observation field service_rate_tokens_s is missing or invalid,,,,128,131072,128,128,131072
1,actuated_saor_capacity,1786437683.4056563,2.347900629043579,endpoint-1,text-stage-work-v1:d8d5e995fe9a471d174f8128bc1ce47356cf34c745152d36b9e42208519d9733,128,0,0,0.0,0,0,131072,,0.0,0.0,0.0,saor_capacity,fallback,invalid_observation,lower,{},invalid:ValueError:runtime observation field service_rate_tokens_s is missing or invalid,,,,128,131072,128,128,131072
1,actuated_saor_capacity,1786437683.7880673,2.730311632156372,endpoint-0,text-stage-work-v1:d8d5e995fe9a471d174f8128bc1ce47356cf34c745152d36b9e42208519d9733,128,0,0,0.0,0,0,131072,,0.0,0.0,0.0,saor_capacity,fallback,invalid_observation,lower,{},invalid:ValueError:runtime observation field service_rate_tokens_s is missing or invalid,,,,128,131072,128,128,131072
1,actuated_saor_capacity,1786437683.7880673,2.730311632156372,endpoint-1,text-stage-work-v1:d8d5e995fe9a471d174f8128bc1ce47356cf34c745152d36b9e42208519d9733,128,0,0,0.0,0,0,131072,,0.0,0.0,0.0,saor_capacity,fallback,invalid_observation,lower,{},invalid:ValueError:runtime observation field service_rate_tokens_s is missing or invalid,,,,128,131072,128,128,131072
1,actuated_saor_capacity,1786437684.1300564,3.072300672531128,endpoint-0,text-stage-work-v1:d8d5e995fe9a471d174f8128bc1ce47356cf34c745152d36b9e42208519d9733,128,0,0,0.0,0,0,131072,,0.0,0.0,0.0,saor_capacity,fallback,invalid_observation,lower,{},invalid:ValueError:runtime observation field service_rate_tokens_s is missing or invalid,,,,128,131072,128,128,131072
1,actuated_saor_capacity,1786437684.1300564,3.072300672531128,endpoint-1,text-stage-work-v1:d8d5e995fe9a471d174f8128bc1ce47356cf34c745152d36b9e42208519d9733,128,0,0,0.0,0,0,131072,,0.0,0.0,0.0,saor_capacity,fallback,invalid_observation,lower,{},invalid:ValueError:runtime observation field service_rate_tokens_s is missing or invalid,,,,128,131072,128,128,131072
1,actuated_saor_capacity,1786437684.4731874,3.4154317378997803,endpoint-0,text-stage-work-v1:d8d5e995fe9a471d174f8128bc1ce47356cf34c745152d36b9e42208519d9733,128,0,0,0.0,0,0,131072,,0.0,0.0,0.0,saor_capacity,fallback,invalid_observation,lower,{},invalid:ValueError:runtime observation field service_rate_tokens_s is missing or invalid,,,,128,131072,128,128,131072
1,actuated_saor_capacity,1786437684.4731874,3.4154317378997803,endpoint-1,text-stage-work-v1:d8d5e995fe9a471d174f8128bc1ce47356cf34c745152d36b9e42208519d9733,128,0,0,0.0,0,0,131072,,0.0,0.0,0.0,saor_capacity,fallback,invalid_observation,lower,{},invalid:ValueError:runtime observation field service_rate_tokens_s is missing or invalid,,,,128,131072,128,128,131072
1,actuated_saor_capacity,1786437684.8030446,3.745288848876953,endpoint-0,text-stage-work-v1:d8d5e995fe9a471d174f8128bc1ce47356cf34c745152d36b9e42208519d9733,128,0,0,0.0,0,0,131072,,0.0,0.0,0.0,saor_capacity,fallback,invalid_observation,lower,{},invalid:ValueError:runtime observation field service_rate_tokens_s is missing or invalid,,,,128,131072,128,128,131072
1,actuated_saor_capacity,1786437684.8030446,3.745288848876953,endpoint-1,text-stage-work-v1:d8d5e995fe9a471d174f8128bc1ce47356cf34c745152d36b9e42208519d9733,128,0,0,0.0,0,0,131072,,0.0,0.0,0.0,saor_capacity,fallback,invalid_observation,lower,{},invalid:ValueError:runtime observation field service_rate_tokens_s is missing or invalid,,,,128,131072,128,128,131072
1,actuated_saor_capacity,1786437685.1488051,4.091049432754517,endpoint-0,text-stage-work-v1:d8d5e995fe9a471d174f8128bc1ce47356cf34c745152d36b9e42208519d9733,128,0,0,0.0,0,0,131072,,0.0,0.0,0.0,saor_capacity,fallback,invalid_observation,lower,{},invalid:ValueError:runtime observation field service_rate_tokens_s is missing or invalid,,,,128,131072,128,128,131072
1,actuated_saor_capacity,1786437685.1488051,4.091049432754517,endpoint-1,text-stage-work-v1:d8d5e995fe9a471d174f8128bc1ce47356cf34c745152d36b9e42208519d9733,128,0,0,0.0,0,0,131072,,0.0,0.0,0.0,saor_capacity,fallback,invalid_observation,lower,{},invalid:ValueError:runtime observation field service_rate_tokens_s is missing or invalid,,,,128,131072,128,128,131072
1,actuated_saor_capacity,1786437685.492765,4.435009241104126,endpoint-0,text-stage-work-v1:d8d5e995fe9a471d174f8128bc1ce47356cf34c745152d36b9e42208519d9733,128,0,0,0.0,0,0,131072,,0.0,0.0,0.0,saor_capacity,fallback,invalid_observation,lower,{},invalid:ValueError:runtime observation field service_rate_tokens_s is missing or invalid,,,,128,131072,128,128,131072
1,actuated_saor_capacity,1786437685.492765,4.435009241104126,endpoint-1,text-stage-work-v1:d8d5e995fe9a471d174f8128bc1ce47356cf34c745152d36b9e42208519d9733,128,0,0,0.0,0,0,131072,,0.0,0.0,0.0,saor_capacity,fallback,invalid_observation,lower,{},invalid:ValueError:runtime observation field service_rate_tokens_s is missing or invalid,,,,128,131072,128,128,131072
1,actuated_saor_capacity,1786437685.8548825,4.797126770019531,endpoint-0,text-stage-work-v1:d8d5e995fe9a471d174f8128bc1ce47356cf34c745152d36b9e42208519d9733,128,0,0,0.0,0,0,131072,,0.0,0.0,0.0,saor_capacity,fallback,invalid_observation,lower,{},invalid:ValueError:runtime observation field service_rate_tokens_s is missing or invalid,,,,128,131072,128,128,131072
1,actuated_saor_capacity,1786437685.8548825,4.797126770019531,endpoint-1,text-stage-work-v1:d8d5e995fe9a471d174f8128bc1ce47356cf34c745152d36b9e42208519d9733,128,0,0,0.0,0,0,131072,,0.0,0.0,0.0,saor_capacity,fallback,invalid_observation,lower,{},invalid:ValueError:runtime observation field service_rate_tokens_s is missing or invalid,,,,128,131072,128,128,131072
1,actuated_saor_capacity,1786437686.216736,5.158980369567871,endpoint-0,text-stage-work-v1:d8d5e995fe9a471d174f8128bc1ce47356cf34c745152d36b9e42208519d9733,128,0,0,0.0,0,0,131072,,0.0,0.0,0.0,saor_capacity,fallback,invalid_observation,lower,{},invalid:ValueError:runtime observation field service_rate_tokens_s is missing or invalid,,,,128,131072,128,128,131072
1,actuated_saor_capacity,1786437686.216736,5.158980369567871,endpoint-1,text-stage-work-v1:d8d5e995fe9a471d174f8128bc1ce47356cf34c745152d36b9e42208519d9733,128,0,0,0.0,0,0,131072,,0.0,0.0,0.0,saor_capacity,fallback,invalid_observation,lower,{},invalid:ValueError:runtime observation field service_rate_tokens_s is missing or invalid,,,,128,131072,128,128,131072
