policy,smoke_repeats,tokens_per_s_mean,tokens_per_s_cv,bulk_jct_s_mean,foreground_jct_s_mean,bulk_p99_s_mean,foreground_p99_s_mean,bulk_slo_violation_mean,foreground_slo_violation_mean,bulk_slowdown,foreground_slowdown,solo_normalized_progress_jain,gpu_utilization_pct_mean,vllm_running_mean,vllm_waiting_mean,vllm_kv_usage_mean,lifecycle_pass_count,mechanism_pass_count,job_priorities
static_partition,2,9550.843107287532,0.002166799194495456,89.45525407791138,36.195398926734924,82.64734995365143,29.386745929718018,0.6708984375,0.0,1.5110684810458002,2.193660541014238,0.9671669654523183,98.06136908204579,73.6145831611997,0.010171031975543254,0.2700378989820772,2,0,"[0, 0]"
saor_release,2,12382.398091494155,0.005564082284782884,68.64864325523376,59.36387634277344,62.13425838947296,52.90298867225647,0.466796875,0.869140625,1.1596054603924622,3.5978106874408144,0.7919772104095513,97.07257838745801,110.69767637178052,0.7718365061590146,0.4202764883805877,2,2,"[0, 0]"
foreground_strict_priority,2,11791.445062113407,0.004070370264476197,72.30721986293793,20.03743541240692,65.884756565094,14.273140668869019,0.80078125,0.0,1.2214057409280055,1.2143900249943589,0.9999917041928614,96.63085166384658,90.60340716812797,2.752294518791981,0.3622464307720824,2,2,"[0, 1]"
