policy,smoke_repeat,tokens_per_s,bulk_jct_s,foreground_jct_s,bulk_p99_s,foreground_p99_s,bulk_slo_violation,foreground_slo_violation
static_partition,1,9565.476511818666,89.22374629974365,36.2889244556427,82.38400888442993,29.369319915771484,0.66796875,0.0
static_partition,2,9536.209702756396,89.6867618560791,36.10187339782715,82.91069102287292,29.40417194366455,0.673828125,0.0
saor_release,1,12333.68078054686,68.82785034179688,63.86073064804077,62.19791793823242,57.591655254364014,0.45703125,0.966796875
saor_release,2,12431.11540244145,68.46943616867065,54.8670220375061,62.0705988407135,48.214322090148926,0.4765625,0.771484375
foreground_strict_priority,1,11757.507085111198,72.36300301551819,20.04451084136963,65.95210480690002,14.268583297729492,0.80078125,0.0
foreground_strict_priority,2,11825.383039115617,72.25143671035767,20.030359983444214,65.81740832328796,14.277698040008545,0.80078125,0.0
