status,experiment_id,phase,repeat_index,server_version,pgvector_version,database_trigger,job_id,executor,strategy,total_rows,written_rows,db_fetch_rows,ray_batch_rows,embedding_dim,model_workers,max_inflight_limit,object_count,operator_invocations,max_inflight_seen,token_count,db_fetch_s,arrow_build_s,model_service_s,bounded_wait_s,avg_bounded_wait_s,fanin_s,writeback_s,e2e_s,rows_per_s
ok,pg18_4_actor_batch_workers_4096,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,41,ray_actor,coalesced,4096,4096,4096,64,128,2,8,64,64,8,155648,0.011469,0.002758,3.924598,1.771371,0.031632,0.012629,0.491573,2.610958,1568.773
ok,pg18_4_actor_batch_workers_4096,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,42,ray_actor,coalesced,4096,4096,4096,64,128,2,8,64,64,8,155648,0.012568,0.001112,3.896456,1.776814,0.031729,0.013837,0.482509,2.595616,1578.046
ok,pg18_4_actor_batch_workers_4096,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,43,ray_actor,coalesced,4096,4096,4096,64,128,2,8,64,64,8,155648,0.016223,0.001743,3.893087,1.787062,0.031912,0.013334,0.465451,2.594066,1578.988
ok,pg18_4_actor_batch_workers_4096,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,44,ray_actor,coalesced,4096,4096,4096,64,128,4,8,64,64,8,155648,0.011609,0.003442,3.918702,0.929115,0.016591,0.011633,0.474974,1.629215,2514.094
ok,pg18_4_actor_batch_workers_4096,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,45,ray_actor,coalesced,4096,4096,4096,64,128,4,8,64,64,8,155648,0.012952,0.001765,3.915984,0.948674,0.016941,0.012063,0.504137,1.662894,2463.175
ok,pg18_4_actor_batch_workers_4096,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,46,ray_actor,coalesced,4096,4096,4096,64,128,4,8,64,64,8,155648,0.011466,0.001325,3.91706,0.949994,0.016964,0.011218,0.479013,1.632539,2508.975
ok,pg18_4_actor_batch_workers_4096,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,47,ray_actor,coalesced,4096,4096,4096,256,128,1,8,16,16,8,155648,0.007577,0.00261,3.253805,1.721634,0.215204,0.00707,0.479266,3.87,1058.398
ok,pg18_4_actor_batch_workers_4096,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,48,ray_actor,coalesced,4096,4096,4096,256,128,1,8,16,16,8,155648,0.009002,0.000979,3.234141,1.710691,0.213836,0.007287,0.478825,3.854131,1062.756
ok,pg18_4_actor_batch_workers_4096,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,49,ray_actor,coalesced,4096,4096,4096,256,128,1,8,16,16,8,155648,0.009802,0.001087,3.214018,1.712266,0.214033,0.007653,0.52703,3.88875,1053.295
ok,pg18_4_actor_batch_workers_4096,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,50,ray_actor,coalesced,4096,4096,4096,256,128,2,8,16,16,8,155648,0.008332,0.003008,3.301623,0.916248,0.114531,0.006188,0.471348,2.25848,1813.609
