arm,phase,repeat_index,workload_name,rows,batch_size,cpu_workers,gpu_workers,model_workers,gpus_per_model_worker,source_shards,source_cpu_threads,max_active_batches,ray_cluster_num_cpus,host_cpu_slots_detected,declared_external_cpus,declared_source_cpus,declared_preprocess_cpus,declared_model_cpus,declared_total_cpus,resource_budget_semantics,torch_intraop_threads_per_worker,torch_interop_threads_per_worker,worker_setup_s,worker_setup_accounting,operator_e2e_s,first_output_s,first_output_semantics,images_per_s,batch_service_p50_s,batch_service_p95_s,batch_service_p99_s,batch_service_semantics,batch_completion_wall_p50_s,batch_completion_wall_p95_s,batch_completion_wall_p99_s,batch_actor_service_p50_s,batch_actor_service_p95_s,batch_actor_service_p99_s,batch_unattributed_wait_p50_s,batch_unattributed_wait_p95_s,batch_unattributed_wait_p99_s,batch_preprocess_p50_s,batch_preprocess_p95_s,batch_preprocess_p99_s,batch_host_copy_p50_s,batch_host_copy_p95_s,batch_host_copy_p99_s,batch_h2d_p50_s,batch_h2d_p95_s,batch_h2d_p99_s,batch_forward_p50_s,batch_forward_p95_s,batch_forward_p99_s,batch_d2h_p50_s,batch_d2h_p95_s,batch_d2h_p99_s,batch_source_next_p50_s,batch_source_next_p95_s,source_next_total_s,batch_driver_materialize_p50_s,batch_driver_materialize_p95_s,driver_materialize_total_s,batch_submit_p50_s,batch_submit_p95_s,submit_total_s,detailed_stage_timing,input_encoded_bytes,avg_encoded_bytes,telemetry_encoded_bytes,input_tensor_bytes,device_input_bytes,output_embedding_bytes,logical_h2d_effective_gbps,logical_d2h_effective_gbps,submitted_batches,pending_batches_peak,output_rows,exactly_once,embedding_checksum,embedding_sum_all,embedding_digest_xor_rounded5,max_norm_error,cpu_system_mean_pct,cpu_system_peak_pct,cpu_busy_cores_mean,cpu_busy_cores_peak,cpu_per_core_peak_pct,cpu_logical_count,cpu_samples,cpu_core_seconds_estimate,cpu_core_seconds_per_image,host_memory_mean_pct,host_memory_peak_pct,host_memory_available_min_mib,host_disk_read_bytes,host_disk_write_bytes,host_net_recv_bytes,host_net_sent_bytes,host_context_switches,host_interrupts,gpu_util_mean_pct,gpu_util_peak_pct,gpu_active_util_mean_pct,gpu_active_util_peak_pct,gpu_active_device_count,gpu_active_devices_json,gpu_active_power_mean_w,gpu_active_power_peak_w,gpu_energy_estimate_j,gpu_active_sm_clock_mean_mhz,gpu_active_memory_clock_mean_mhz,gpu_active_pcie_generation,gpu_active_pcie_width,gpu_active_pcie_generation_max,gpu_active_pcie_width_max,gpu_memory_peak_mib,gpu_samples,gpu_per_device_json,gpu_seconds,images_per_gpu_s,images_per_joule,engine_stats_text,engine_stats_semantics,model_revision,processor_revision,dtype,embedding_dimension,daft_version,ray_version,torch_version,transformers_version,gpu_name,model_flops_per_image,gpu_peak_flops_per_s,estimated_e2e_mfu,server_version,pgvector_version,git_commit
project_ray,gate,0,coco_val2017,5000,64,16,2,2,1.0,6,4,32,18,128,4,,16,2,22,host_budget_includes_daft_native_source_threads_plus_ray_actor_slots,1,1,9.06295064650476,explicit_pre_query_plus_query_wall,12.196753827854991,10.55360927991569,cold_setup_to_first_complete_arrow_record_batch,409.9451436480567,0.8090921640396118,1.1327460519969463,1.1882910057902336,submission_to_result_includes_dependency_queue_actor_and_return,0.8090921640396118,1.1327460519969463,1.1882910057902336,0.021964529529213905,0.050336986780166626,0.42281299456954,0.3875299505889416,0.7193591892719269,0.7526131328195333,0.39904676750302315,0.5008917413651943,0.5284588225185871,0.005811663344502449,0.02931411750614643,0.030983325093984604,0.007409105077385902,0.015436053276062012,0.01642654836177826,0.006980244070291519,0.008652767166495323,0.37717489153146744,7.993727922439575e-05,0.00019092485308647156,0.0002746284008026123,0.0006435289978981018,0.011079855263233185,0.6675428748130798,0.002170965075492859,0.0033679287880659103,0.18119658157229424,0.010226618498563766,0.015556233003735542,0.8142802137881517,True,814705164,162941.0328,814705164,3010560000,1505280000,10240000,4.018825760026902,1.3986693862634945,79,32,5000,True,-36.44593177358388,-1004.9082257017658,60ba2cec6fe8e38a3e4d382e1dcd044b,1.7881393432617188e-07,18.689485677083333,29.0453125,23.922541666666664,37.178000000000004,100.0,128,48,291.77735164493714,0.05835547032898743,5.645833333333333,6.3,966903.4921875,0,5358592,825735024,825719983,387113,294831,2.5,26.0,2.5,26.0,2,"[0, 1]",115.42454545454547,250.55,1424.1905497376774,1460.1136363636363,5624.840909090909,4.0,16.0,4.0,16.0,930.0,44,"{""0"": {""memory_clock_mean_mhz"": 5839.409090909091, ""memory_peak_mib"": 930.0, ""pcie_generation"": 4.0, ""pcie_generation_max"": 4.0, ""pcie_width"": 16.0, ""pcie_width_max"": 16.0, ""power_mean_w"": 61.129999999999995, ""samples"": 22, ""sm_clock_mean_mhz"": 1507.5, ""util_mean_pct"": 3.0454545454545454, ""util_peak_pct"": 23.0}, ""1"": {""memory_clock_mean_mhz"": 5410.272727272727, ""memory_peak_mib"": 930.0, ""pcie_generation"": 4.0, ""pcie_generation_max"": 4.0, ""pcie_width"": 16.0, ""pcie_width_max"": 16.0, ""power_mean_w"": 54.29454545454546, ""samples"": 22, ""sm_clock_mean_mhz"": 1412.7272727272727, ""util_mean_pct"": 1.9545454545454546, ""util_peak_pct"": 26.0}}",24.393507655709982,204.97257182402836,3.510766168839523,,unavailable,/root/autodl-tmp/models/clip-vit-base-patch32,/root/autodl-tmp/models/clip-vit-base-patch32,float16,512,0.7.21,2.56.1,2.11.0+cu130,5.14.1,NVIDIA GeForce RTX 4090,,,,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5,084f08cfc5267793ee6c9e943017075a722b74f1
