schema_version,experiment_id,phase,repeat_index,job_id,server_version,pgvector_version,controller,trace_index,elapsed_s,fresh,inflight,k_max,running,waiting,kv_usage,sample_age_s,controller_action,reason,allowed
1,adaptive_admission_controller_gate_20260726,formal,1,1138,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,pid,0,0.0,True,0,8,0,0,0.0,0.25,hold,pid_adjustment_below_resolution,True
1,adaptive_admission_controller_gate_20260726,formal,1,1138,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,pid,1,0.046000000002095476,True,1,9,0,0,0.0,0.014999999999417923,increase,pid_adjustment,True
1,adaptive_admission_controller_gate_20260726,formal,1,1138,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,pid,2,0.10899999999674037,True,2,10,0,0,0.0,0.07799999999406282,increase,pid_adjustment,True
1,adaptive_admission_controller_gate_20260726,formal,1,1138,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,pid,3,0.20299999999406282,True,3,10,0,0,0.0,0.17199999999138527,hold,pid_adjustment_below_resolution,True
1,adaptive_admission_controller_gate_20260726,formal,1,1138,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,pid,4,0.2649999999994179,True,4,11,0,0,0.0,0.23399999999674037,increase,pid_adjustment,True
1,adaptive_admission_controller_gate_20260726,formal,1,1138,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,pid,5,0.3120000000053551,True,5,11,0,0,0.0,0.01600000000325963,hold,pid_adjustment_below_resolution,True
1,adaptive_admission_controller_gate_20260726,formal,1,1138,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,pid,6,0.35899999999674037,True,6,12,0,0,0.0,0.0629999999946449,increase,pid_adjustment,True
1,adaptive_admission_controller_gate_20260726,formal,1,1138,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,pid,7,0.46799999999348074,True,7,12,0,0,0.0,0.17199999999138527,hold,pid_adjustment_below_resolution,True
1,adaptive_admission_controller_gate_20260726,formal,1,1138,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,pid,8,0.5310000000026776,True,8,13,0,0,0.0,0.23500000000058208,increase,pid_adjustment,True
1,adaptive_admission_controller_gate_20260726,formal,1,1138,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,pid,9,0.625,True,9,13,0,0,0.0,0.04700000000593718,hold,pid_adjustment_below_resolution,True
1,adaptive_admission_controller_gate_20260726,formal,1,1138,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,pid,10,0.7179999999934807,True,10,14,0,0,0.0,0.13999999999941792,increase,pid_adjustment,True
1,adaptive_admission_controller_gate_20260726,formal,1,1138,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,pid,11,0.7960000000020955,True,11,14,0,0,0.0,0.21800000000803266,hold,pid_adjustment_below_resolution,True
1,adaptive_admission_controller_gate_20260726,formal,1,1138,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,pid,12,0.8899999999994179,True,12,15,0,0,0.0,0.04700000000593718,increase,pid_adjustment,True
1,adaptive_admission_controller_gate_20260726,formal,1,1138,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,pid,13,1.0310000000026776,True,13,16,0,0,0.0,0.1880000000091968,increase,pid_adjustment,True
1,adaptive_admission_controller_gate_20260726,formal,1,1138,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,pid,14,1.0779999999940628,True,14,16,0,0,0.0,0.23500000000058208,hold,output_clamped,True
1,adaptive_admission_controller_gate_20260726,formal,1,1138,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,pid,15,1.139999999999418,True,15,16,0,0,0.0,0.04700000000593718,hold,output_clamped,True
1,adaptive_admission_controller_gate_20260726,formal,1,1138,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,pid,16,1.2810000000026776,True,16,16,0,0,0.0,0.1880000000091968,hold,output_clamped,False
1,adaptive_admission_controller_gate_20260726,formal,1,1138,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,pid,17,3.6560000000026776,True,15,16,10,0,0.006764574988874061,0.15600000000267755,hold,output_clamped,True
1,adaptive_admission_controller_gate_20260726,formal,1,1138,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,pid,18,3.6560000000026776,True,16,16,10,0,0.006764574988874061,0.15600000000267755,hold,non_monotonic_observation,False
1,adaptive_admission_controller_gate_20260726,formal,1,1138,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,pid,19,4.0,True,15,16,16,0,0.010146862483311092,0.23500000000058208,hold,output_clamped,True
1,adaptive_admission_controller_gate_20260726,formal,1,1138,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,pid,20,4.0,True,16,16,16,0,0.010146862483311092,0.23500000000058208,hold,non_monotonic_observation,False
1,adaptive_admission_controller_gate_20260726,formal,1,1138,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,pid,21,4.125,True,15,16,20,0,0.015398308856252818,0.09399999999732245,hold,output_clamped,True
1,adaptive_admission_controller_gate_20260726,formal,1,1138,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,pid,22,4.125,True,16,16,20,0,0.015398308856252818,0.09399999999732245,hold,non_monotonic_observation,False
1,adaptive_admission_controller_gate_20260726,formal,1,1138,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,pid,23,4.5310000000026776,True,15,16,22,0,0.029016466399643948,0.23500000000058208,hold,output_clamped,True
1,adaptive_admission_controller_gate_20260726,formal,1,1138,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,pid,24,4.5310000000026776,True,16,16,22,0,0.029016466399643948,0.23500000000058208,hold,non_monotonic_observation,False
1,adaptive_admission_controller_gate_20260726,formal,1,1138,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,pid,25,4.562000000005355,True,15,16,22,0,0.029016466399643948,0.26600000000325963,hold,output_clamped,True
1,adaptive_admission_controller_gate_20260726,formal,1,1138,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,pid,26,4.562000000005355,True,16,16,22,0,0.029016466399643948,0.26600000000325963,hold,non_monotonic_observation,False
1,adaptive_admission_controller_gate_20260726,formal,1,1138,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,pid,27,5.4210000000020955,True,15,16,24,0,0.06390743213173122,0.046000000002095476,hold,output_clamped,True
