experiment_id,scenario_id,phase,status,total_rows,unique_doc_ids,endpoint_0_requests,endpoint_1_requests,max_active_work_per_endpoint,max_active_work_per_endpoint_seen,max_inflight_seen,operator_wall_s,e2e_s,rows_per_s,model_request_tokens_per_s,request_e2e_s_p50,request_e2e_s_p95,request_e2e_s_p99,gpu_utilization_pct_mean,gpu_power_w_mean,gpu_energy_j,vllm_running_mean,vllm_waiting_mean,vllm_kv_cache_usage_mean,mfu_estimate,bounded_wait_s,flush_trace_status,request_trace_events,submission_trace_events,resource_trace_events
dual_gpu_cost_profile_pilot_v2_20260804,work32768,formal,ok,512,512,251,261,32768,32768,93,38.030564,40.823765,12.542,10432.151,22.416155,39.565005,40.467269,93.409910,788.060721,32176.349572,68.891892,0.072072,0.170361,0.328540,32.016548,not_applicable_non_replay,512,512,111
dual_gpu_cost_profile_pilot_v2_20260804,work49152,formal,ok,512,512,260,252,49152,49150,133,29.888630,31.747159,16.127,13278.698,17.664364,31.033406,31.341842,93.678161,807.745517,25423.588356,101.091954,1.448276,0.239196,0.407544,23.762504,not_applicable_non_replay,512,512,87
dual_gpu_cost_profile_pilot_v2_20260804,work65536,formal,ok,512,512,249,263,65536,65535,176,25.589619,28.844204,17.751,15499.137,20.413805,28.495864,28.516315,87.341772,795.897848,22952.432089,123.531646,3.430380,0.304235,0.482595,18.636517,not_applicable_non_replay,512,512,79
dual_gpu_cost_profile_pilot_v2_20260804,work98304,formal,ok,512,512,249,263,98304,98304,262,22.498694,24.402049,20.982,17621.055,15.999447,23.985493,23.987415,91.432836,819.916119,19910.753177,182.671642,12.402985,0.452947,0.560812,15.500614,not_applicable_non_replay,512,512,67
