schema_version,experiment_id,phase,repeat_index,scenario_id,random_seed,job_id,server_version,pgvector_version,request_index,request_id,submission_id,doc_id,pool_id,endpoint_id,gpu_id,prompt_tokens,estimated_output_tokens,client_estimated_output_tokens,actual_output_tokens,output_token_source,total_tokens,prefix_key,status,error_type,arrival_epoch_s,flush_epoch_s,submit_epoch_s,service_start_epoch_s,completion_epoch_s,buffer_s,submit_to_service_s,service_s,service_clock_domain,e2e_s,latency_granularity,slo_target_s,slo_met
1,request_lifecycle_gate_20260725,formal,1,fixed_timeout,20260725,829,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,0,829:row:1000000,829:batch:0,1000000,default,task-0,0,34,16,12,,submission_aggregate_unavailable,,5158c58cfb5aa9d5,completed,,1784993575.907715,1784993575.9523165,1784993575.9590201,1784993577.9140637,1784993578.2972212,0.0446014404296875,1.9550435543060303,0.37950754165649414,backend,2.3895061016082764,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,fixed_timeout,20260725,829,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,1,829:row:1000001,829:batch:0,1000001,default,task-0,0,17,16,15,,submission_aggregate_unavailable,,c46b9b85f0bc8d8f,completed,,1784993575.911715,1784993575.9523165,1784993575.9590201,1784993577.9140637,1784993578.2972212,0.040601491928100586,1.9550435543060303,0.37950754165649414,backend,2.3855061531066895,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,fixed_timeout,20260725,829,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,2,829:row:1000002,829:batch:0,1000002,default,task-0,0,62,16,11,,submission_aggregate_unavailable,,77745dfdc2774d38,completed,,1784993575.9190152,1784993575.9523165,1784993575.9590201,1784993577.9140637,1784993578.2972212,0.033301353454589844,1.9550435543060303,0.37950754165649414,backend,2.3782060146331787,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,fixed_timeout,20260725,829,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,3,829:row:1000003,829:batch:0,1000003,default,task-0,0,90,16,7,,submission_aggregate_unavailable,,a659f76f1324db81,completed,,1784993575.925715,1784993575.9523165,1784993575.9590201,1784993577.9140637,1784993578.2972212,0.026601552963256836,1.9550435543060303,0.37950754165649414,backend,2.3715062141418457,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,fixed_timeout,20260725,829,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,4,829:row:1000004,829:batch:0,1000004,default,task-0,0,4,16,10,,submission_aggregate_unavailable,,5ebb4cd922644752,completed,,1784993575.928615,1784993575.9523165,1784993575.9590201,1784993577.9140637,1784993578.2972212,0.02370142936706543,1.9550435543060303,0.37950754165649414,backend,2.3686060905456543,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,fixed_timeout,20260725,829,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,5,829:row:1000005,829:batch:0,1000005,default,task-0,0,5,16,11,,submission_aggregate_unavailable,,63b90a1229052208,completed,,1784993575.930515,1784993575.9523165,1784993575.9590201,1784993577.9140637,1784993578.2972212,0.021801471710205078,1.9550435543060303,0.37950754165649414,backend,2.366706132888794,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,fixed_timeout,20260725,829,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,6,829:row:1000006,829:batch:1,1000006,default,task-0,0,266,16,11,,submission_aggregate_unavailable,,31c017e504f691cb,completed,,1784993575.933315,1784993575.9831524,1784993575.984886,1784993577.9252734,1784993578.2952225,0.049837350845336914,1.940387487411499,0.368297815322876,backend,2.361907482147217,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,fixed_timeout,20260725,829,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,7,829:row:1000007,829:batch:1,1000007,default,task-0,0,16,16,14,,submission_aggregate_unavailable,,dc990017302d002a,completed,,1784993575.9339151,1784993575.9831524,1784993575.984886,1784993577.9252734,1784993578.2952225,0.04923725128173828,1.940387487411499,0.368297815322876,backend,2.361307382583618,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,fixed_timeout,20260725,829,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,8,829:row:1000008,829:batch:1,1000008,default,task-0,0,17,16,13,,submission_aggregate_unavailable,,ceec92194ed7ee15,completed,,1784993575.948215,1784993575.9831524,1784993575.984886,1784993577.9252734,1784993578.2952225,0.034937381744384766,1.940387487411499,0.368297815322876,backend,2.3470075130462646,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,fixed_timeout,20260725,829,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,9,829:row:1000009,829:batch:2,1000009,default,task-0,0,5,16,12,,submission_aggregate_unavailable,,84c3b3ae00cf1180,completed,,1784993575.960715,1784993575.99885,1784993576.0009847,1784993577.96789,1784993578.3559844,0.03813505172729492,1.9669053554534912,0.3868370056152344,backend,2.3952693939208984,submission,1.0,False
