schema_version,experiment_id,phase,repeat_index,scenario_id,random_seed,job_id,server_version,pgvector_version,request_index,request_id,submission_id,doc_id,pool_id,endpoint_id,gpu_id,prompt_tokens,estimated_output_tokens,client_estimated_output_tokens,actual_output_tokens,output_token_source,total_tokens,prefix_key,status,error_type,arrival_epoch_s,flush_epoch_s,submit_epoch_s,service_start_epoch_s,completion_epoch_s,buffer_s,submit_to_service_s,service_s,service_clock_domain,e2e_s,latency_granularity,slo_target_s,slo_met
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,19,830:row:1000019,830:batch:4,1000019,default,task-0,0,3,16,15,,submission_aggregate_unavailable,,b2edbe58c03fb2c7,completed,,1784993588.7761595,1784993588.807485,1784993588.8094604,1784993590.7585545,1784993591.0210335,0.031325578689575195,1.9490940570831299,0.2611711025238037,backend,2.2448740005493164,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,20,830:row:1000020,830:batch:4,1000020,default,task-0,0,12,16,13,,submission_aggregate_unavailable,,7cec458431ce0c72,completed,,1784993588.7818596,1784993588.807485,1784993588.8094604,1784993590.7585545,1784993591.0210335,0.02562546730041504,1.9490940570831299,0.2611711025238037,backend,2.2391738891601562,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,21,830:row:1000021,830:batch:4,1000021,default,task-0,0,46,16,15,,submission_aggregate_unavailable,,3a79beead1bfbd34,completed,,1784993588.7967596,1784993588.807485,1784993588.8094604,1784993590.7585545,1784993591.0210335,0.01072549819946289,1.9490940570831299,0.2611711025238037,backend,2.224273920059204,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,22,830:row:1000022,830:batch:5,1000022,default,task-0,0,19,16,11,,submission_aggregate_unavailable,,8f339f70d82a62c0,completed,,1784993588.8138595,1784993588.8374147,1784993588.8383036,1784993590.788216,1784993591.0524411,0.023555278778076172,1.9499125480651855,0.26254892349243164,backend,2.238581657409668,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,23,830:row:1000023,830:batch:5,1000023,default,task-0,0,324,16,14,,submission_aggregate_unavailable,,8e5ef9ddeafb1cb8,completed,,1784993588.8300595,1784993588.8374147,1784993588.8383036,1784993590.788216,1784993591.0524411,0.007355213165283203,1.9499125480651855,0.26254892349243164,backend,2.222381591796875,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,24,830:row:1000024,830:batch:6,1000024,default,task-0,0,70,16,8,,submission_aggregate_unavailable,,421f1313e2e49655,completed,,1784993588.8469596,1784993588.8682923,1784993588.869207,1784993590.8465664,1784993591.1205144,0.021332740783691406,1.9773595333099365,0.27184104919433594,backend,2.273554801940918,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,25,830:row:1000025,830:batch:7,1000025,default,task-0,0,1056,16,14,,submission_aggregate_unavailable,,d1dbc0b7639007cf,completed,,1784993588.8758595,1784993588.8994188,1784993588.9014058,1784993590.8608084,1784993591.1649106,0.0235593318939209,1.9594025611877441,0.30266571044921875,backend,2.289051055908203,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,26,830:row:1000026,830:batch:7,1000026,default,task-0,0,38,16,12,,submission_aggregate_unavailable,,3947dd018f310dcf,completed,,1784993588.8862596,1784993588.8994188,1784993588.9014058,1784993590.8608084,1784993591.1649106,0.01315927505493164,1.9594025611877441,0.30266571044921875,backend,2.278650999069214,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,27,830:row:1000027,830:batch:7,1000027,default,task-0,0,22,16,10,,submission_aggregate_unavailable,,84d60c1757fd91e1,completed,,1784993588.8962595,1784993588.8994188,1784993588.9014058,1784993590.8608084,1784993591.1649106,0.0031592845916748047,1.9594025611877441,0.30266571044921875,backend,2.268651008605957,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,28,830:row:1000028,830:batch:7,1000028,default,task-0,0,1075,16,9,,submission_aggregate_unavailable,,a5fc7dd49f369bf6,completed,,1784993588.8982596,1784993588.8994188,1784993588.9014058,1784993590.8608084,1784993591.1649106,0.0011591911315917969,1.9594025611877441,0.30266571044921875,backend,2.266650915145874,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,29,830:row:1000029,830:batch:8,1000029,default,task-0,0,27,16,14,,submission_aggregate_unavailable,,2a29eb98030a5e7d,completed,,1784993588.9273596,1784993588.9614315,1784993590.9761806,1784993590.9798834,1784993591.2791145,0.034071922302246094,0.003702878952026367,0.297713041305542,backend,2.351754903793335,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,30,830:row:1000030,830:batch:8,1000030,default,task-0,0,1193,16,8,,submission_aggregate_unavailable,,f443e148563810fc,completed,,1784993588.9515595,1784993588.9614315,1784993590.9761806,1784993590.9798834,1784993591.2791145,0.009871959686279297,0.003702878952026367,0.297713041305542,backend,2.327554941177368,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,31,830:row:1000031,830:batch:9,1000031,default,task-0,0,1056,16,9,,submission_aggregate_unavailable,,e5b4d0d782054b9e,completed,,1784993588.9698596,1784993590.9763365,1784993590.9780092,1784993590.981991,1784993591.2805488,2.006476879119873,0.003981828689575195,0.2956054210662842,backend,2.3106892108917236,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,32,830:row:1000032,830:batch:9,1000032,default,task-0,0,1167,16,9,,submission_aggregate_unavailable,,979135a555bdcfe6,completed,,1784993588.9780595,1784993590.9763365,1784993590.9780092,1784993590.981991,1784993591.2805488,1.998276948928833,0.003981828689575195,0.2956054210662842,backend,2.3024892807006836,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,33,830:row:1000033,830:batch:9,1000033,default,task-0,0,1059,16,12,,submission_aggregate_unavailable,,625b4a6a35f5d591,completed,,1784993588.9921596,1784993590.9763365,1784993590.9780092,1784993590.981991,1784993591.2805488,1.9841768741607666,0.003981828689575195,0.2956054210662842,backend,2.288389205932617,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,34,830:row:1000034,830:batch:10,1000034,default,task-0,0,19,16,13,,submission_aggregate_unavailable,,1b8677c36c11da34,completed,,1784993589.1263595,1784993590.9781904,1784993590.9791186,1784993590.981991,1784993591.3081617,1.8518309593200684,0.002872467041015625,0.3233158588409424,backend,2.181802272796631,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,35,830:row:1000035,830:batch:10,1000035,default,task-0,0,229,16,13,,submission_aggregate_unavailable,,1d93ad5253e905b6,completed,,1784993589.1487596,1784993590.9781904,1784993590.9791186,1784993590.981991,1784993591.3081617,1.8294308185577393,0.002872467041015625,0.3233158588409424,backend,2.1594021320343018,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,36,830:row:1000036,830:batch:11,1000036,default,task-0,0,13,16,13,,submission_aggregate_unavailable,,413ef3f2a7e1a40a,completed,,1784993589.2738595,1784993590.9791842,1784993591.008921,1784993591.0112453,1784993591.3065267,1.705324649810791,0.002324342727661133,0.29406166076660156,backend,2.0326671600341797,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,37,830:row:1000037,830:batch:11,1000037,default,task-0,0,21,16,9,,submission_aggregate_unavailable,,5d0d654f635b9f0e,completed,,1784993589.3188596,1784993590.9791842,1784993591.008921,1784993591.0112453,1784993591.3065267,1.6603245735168457,0.002324342727661133,0.29406166076660156,backend,1.9876670837402344,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,38,830:row:1000038,830:batch:12,1000038,default,task-0,0,15,16,14,,submission_aggregate_unavailable,,93a09ebe7c1206f1,completed,,1784993589.3571596,1784993591.0090265,1784993591.0216866,1784993591.0251925,1784993591.3652241,1.6518669128417969,0.0035059452056884766,0.339357852935791,backend,2.0080645084381104,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,39,830:row:1000039,830:batch:12,1000039,default,task-0,0,36,16,13,,submission_aggregate_unavailable,,a3a04db587decf7b,completed,,1784993589.3687596,1784993591.0090265,1784993591.0216866,1784993591.0251925,1784993591.3652241,1.6402668952941895,0.0035059452056884766,0.339357852935791,backend,1.996464490890503,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,40,830:row:1000040,830:batch:13,1000040,default,task-0,0,8,16,11,,submission_aggregate_unavailable,,62f41693397f47f2,completed,,1784993589.4131596,1784993591.0217962,1784993591.0531373,1784993591.0551114,1784993591.4181228,1.6086366176605225,0.0019741058349609375,0.3618505001068115,backend,2.0049631595611572,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,41,830:row:1000041,830:batch:14,1000041,default,task-0,0,16,16,9,,submission_aggregate_unavailable,,0793ae11c3477771,completed,,1784993589.4671595,1784993591.053248,1784993591.122833,1784993591.126302,1784993591.4849303,1.5860884189605713,0.0034689903259277344,0.3565680980682373,backend,2.017770767211914,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,42,830:row:1000042,830:batch:14,1000042,default,task-0,0,24,16,16,,submission_aggregate_unavailable,,560471fe7addc05f,completed,,1784993589.4741595,1784993591.053248,1784993591.122833,1784993591.126302,1784993591.4849303,1.5790884494781494,0.0034689903259277344,0.3565680980682373,backend,2.010770797729492,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,43,830:row:1000043,830:batch:14,1000043,default,task-0,0,10,16,13,,submission_aggregate_unavailable,,2991cd61b69e0013,completed,,1784993589.4815595,1784993591.053248,1784993591.122833,1784993591.126302,1784993591.4849303,1.5716884136199951,0.0034689903259277344,0.3565680980682373,backend,2.003370761871338,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,44,830:row:1000044,830:batch:14,1000044,default,task-0,0,412,16,16,,submission_aggregate_unavailable,,9769f8fd7fefcaa2,completed,,1784993589.4897597,1784993591.053248,1784993591.122833,1784993591.126302,1784993591.4849303,1.563488245010376,0.0034689903259277344,0.3565680980682373,backend,1.9951705932617188,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,45,830:row:1000045,830:batch:14,1000045,default,task-0,0,133,16,13,,submission_aggregate_unavailable,,1d6d26469e433edc,completed,,1784993589.4900596,1784993591.053248,1784993591.122833,1784993591.126302,1784993591.4849303,1.5631883144378662,0.0034689903259277344,0.3565680980682373,backend,1.994870662689209,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,46,830:row:1000046,830:batch:14,1000046,default,task-0,0,181,16,9,,submission_aggregate_unavailable,,0f49f39c63624aef,completed,,1784993589.4947596,1784993591.053248,1784993591.122833,1784993591.126302,1784993591.4849303,1.558488368988037,0.0034689903259277344,0.3565680980682373,backend,1.9901707172393799,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,47,830:row:1000047,830:batch:15,1000047,default,task-0,0,9,16,15,,submission_aggregate_unavailable,,72cab583740f3002,completed,,1784993589.5370595,1784993591.1230326,1784993591.1662753,1784993591.1687279,1784993591.5254352,1.5859730243682861,0.0024526119232177734,0.3554713726043701,backend,1.9883756637573242,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,48,830:row:1000048,830:batch:15,1000048,default,task-0,0,8,16,7,,submission_aggregate_unavailable,,76fc49ceb63da009,completed,,1784993589.5471597,1784993591.1230326,1784993591.1662753,1784993591.1687279,1784993591.5254352,1.5758728981018066,0.0024526119232177734,0.3554713726043701,backend,1.9782755374908447,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,49,830:row:1000049,830:batch:15,1000049,default,task-0,0,14,16,14,,submission_aggregate_unavailable,,eae371b4cf922cbf,completed,,1784993589.5678596,1784993591.1230326,1784993591.1662753,1784993591.1687279,1784993591.5254352,1.5551729202270508,0.0024526119232177734,0.3554713726043701,backend,1.9575755596160889,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,50,830:row:1000050,830:batch:15,1000050,default,task-0,0,43,16,14,,submission_aggregate_unavailable,,3c19fc033028a005,completed,,1784993589.5704596,1784993591.1230326,1784993591.1662753,1784993591.1687279,1784993591.5254352,1.5525729656219482,0.0024526119232177734,0.3554713726043701,backend,1.9549756050109863,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,51,830:row:1000051,830:batch:16,1000051,default,task-0,0,24,16,15,,submission_aggregate_unavailable,,1cfbce012cff0c2e,completed,,1784993589.6107595,1784993591.1663687,1784993591.280073,1784993591.282923,1784993591.6279082,1.5556092262268066,0.002850055694580078,0.34383082389831543,backend,2.017148733139038,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,52,830:row:1000052,830:batch:17,1000052,default,task-0,0,29,16,13,,submission_aggregate_unavailable,,0bb3f776ff5a2e77,completed,,1784993589.6894596,1784993591.280272,1784993591.2823672,1784993591.2857492,1784993591.628367,1.5908124446868896,0.003381967544555664,0.3415088653564453,backend,1.9389073848724365,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,53,830:row:1000053,830:batch:17,1000053,default,task-0,0,14,16,10,,submission_aggregate_unavailable,,609311ae5a01456e,completed,,1784993589.7103596,1784993591.280272,1784993591.2823672,1784993591.2857492,1784993591.628367,1.5699124336242676,0.003381967544555664,0.3415088653564453,backend,1.9180073738098145,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,54,830:row:1000054,830:batch:17,1000054,default,task-0,0,34,16,15,,submission_aggregate_unavailable,,23b99f24b7c69706,completed,,1784993589.7132597,1784993591.280272,1784993591.2823672,1784993591.2857492,1784993591.628367,1.5670123100280762,0.003381967544555664,0.3415088653564453,backend,1.915107250213623,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,55,830:row:1000055,830:batch:17,1000055,default,task-0,0,11,16,15,,submission_aggregate_unavailable,,3f28c673a2db5b62,completed,,1784993589.7266595,1784993591.280272,1784993591.2823672,1784993591.2857492,1784993591.628367,1.553612470626831,0.003381967544555664,0.3415088653564453,backend,1.901707410812378,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,56,830:row:1000056,830:batch:17,1000056,default,task-0,0,31,16,14,,submission_aggregate_unavailable,,a0ad77bd540d7f81,completed,,1784993589.7289596,1784993591.280272,1784993591.2823672,1784993591.2857492,1784993591.628367,1.5513124465942383,0.003381967544555664,0.3415088653564453,backend,1.8994073867797852,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,57,830:row:1000057,830:batch:17,1000057,default,task-0,0,313,16,13,,submission_aggregate_unavailable,,e458adc9ee0cb375,completed,,1784993589.7292595,1784993591.280272,1784993591.2823672,1784993591.2857492,1784993591.628367,1.5510125160217285,0.003381967544555664,0.3415088653564453,backend,1.8991074562072754,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,58,830:row:1000058,830:batch:17,1000058,default,task-0,0,14,16,12,,submission_aggregate_unavailable,,7c0d2a50a7e532e8,completed,,1784993589.7325597,1784993591.280272,1784993591.2823672,1784993591.2857492,1784993591.628367,1.5477123260498047,0.003381967544555664,0.3415088653564453,backend,1.8958072662353516,submission,1.0,False
1,request_lifecycle_gate_20260725,formal,1,queue_adaptive,20260725,830,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,59,830:row:1000059,830:batch:17,1000059,default,task-0,0,415,16,15,,submission_aggregate_unavailable,,141631d309bfd479,completed,,1784993589.7358596,1784993591.280272,1784993591.2823672,1784993591.2857492,1784993591.628367,1.54441237449646,0.003381967544555664,0.3415088653564453,backend,1.8925073146820068,submission,1.0,False
