scenario_id,metric,n,mean,sample_std,p50,min,max
r16_b6144_bfd,rows_per_s,1,61.114,0.0,61.114,61.114,61.114
r16_b6144_bfd,tokens_per_s,1,8425.658,0.0,8425.658,8425.658,8425.658
r16_b6144_bfd,e2e_s,1,8.377743,0.0,8.377743,8.377743,8.377743
r16_b6144_bfd,request_e2e_s_p50,1,7.36005,0.0,7.36005,7.36005,7.36005
r16_b6144_bfd,request_e2e_s_p95,1,7.988729,0.0,7.988729,7.988729,7.988729
r16_b6144_bfd,request_e2e_s_p99,1,8.028258,0.0,8.028258,8.028258,8.028258
r16_b6144_bfd,request_slo_violation_ratio,1,0.0,0.0,0.0,0.0,0.0
r16_b6144_bfd,request_slo_goodput_per_s,1,61.11431,0.0,61.11431,61.11431,61.11431
r16_b6144_bfd,model_service_s,1,38.798221,0.0,38.798221,38.798221,38.798221
r16_b6144_bfd,model_request_wall_s,1,5.033803,0.0,5.033803,5.033803,5.033803
r16_b6144_bfd,operator_wall_s,1,7.291509,0.0,7.291509,7.291509,7.291509
r16_b6144_bfd,submit_s,1,0.030726,0.0,0.030726,0.030726,0.030726
r16_b6144_bfd,bounded_wait_s,1,6.97577,0.0,6.97577,6.97577,6.97577
r16_b6144_bfd,fanin_s,1,0.008276,0.0,0.008276,0.008276,0.008276
r16_b6144_bfd,object_count,1,36.0,0.0,36.0,36.0,36.0
r16_b6144_bfd,operator_invocations,1,36.0,0.0,36.0,36.0,36.0
r16_b6144_bfd,packing_batch_count,1,36.0,0.0,36.0,36.0,36.0
r16_b6144_bfd,batch_service_s_p50,1,0.476684,0.0,0.476684,0.476684,0.476684
r16_b6144_bfd,batch_service_s_p95,1,3.395368,0.0,3.395368,3.395368,3.395368
r16_b6144_bfd,batch_service_s_p99,1,3.486412,0.0,3.486412,3.486412,3.486412
r16_b6144_bfd,batch_rows_min,1,4.0,0.0,4.0,4.0,4.0
r16_b6144_bfd,batch_rows_max,1,16.0,0.0,16.0,16.0,16.0
r16_b6144_bfd,batch_rows_mean,1,14.222222,0.0,14.222222,14.222222,14.222222
r16_b6144_bfd,batch_tokens_min,1,119.0,0.0,119.0,119.0,119.0
r16_b6144_bfd,batch_tokens_max,1,6144.0,0.0,6144.0,6144.0,6144.0
r16_b6144_bfd,batch_tokens_mean,1,1960.777778,0.0,1960.777778,1960.777778,1960.777778
r16_b6144_bfd,batch_tokens_p50,1,661.0,0.0,661.0,661.0,661.0
r16_b6144_bfd,batch_tokens_p95,1,6144.0,0.0,6144.0,6144.0,6144.0
r16_b6144_bfd,packing_budget_utilization_mean,1,0.319137,0.0,0.319137,0.319137,0.319137
r16_b6144_bfd,packing_budget_utilization_p95,1,1.0,0.0,1.0,1.0,1.0
r16_b6144_bfd,packing_oversized_rows,1,0.0,0.0,0.0,0.0,0.0
r16_b6144_bfd,batch_estimated_cost_units_p95,1,6144.0,0.0,6144.0,6144.0,6144.0
r16_b6144_bfd,gpu_utilization_pct_mean,1,53.16,0.0,53.16,53.16,53.16
r16_b6144_bfd,gpu_utilization_pct_p50,1,84.0,0.0,84.0,84.0,84.0
r16_b6144_bfd,gpu_utilization_pct_p95,1,98.0,0.0,98.0,98.0,98.0
r16_b6144_bfd,gpu_utilization_pct_max,1,98.0,0.0,98.0,98.0,98.0
r16_b6144_bfd,gpu_utilization_below_10pct_ratio,1,0.48,0.0,0.48,0.48,0.48
r16_b6144_bfd,gpu_memory_used_mib_mean,1,11648.0,0.0,11648.0,11648.0,11648.0
r16_b6144_bfd,gpu_memory_used_mib_max,1,11648.0,0.0,11648.0,11648.0,11648.0
r16_b6144_bfd,gpu_memory_utilization_pct_mean,1,95.2645783920831,0.0,95.2645783920831,95.2645783920831,95.2645783920831
r16_b6144_bfd,gpu_memory_utilization_pct_max,1,95.2645783920831,0.0,95.2645783920831,95.2645783920831,95.2645783920831
r16_b6144_bfd,gpu_power_w_mean,1,101.1008,0.0,101.1008,101.1008,101.1008
r16_b6144_bfd,gpu_power_w_max,1,153.97,0.0,153.97,153.97,153.97
r16_b6144_bfd,gpu_energy_j,1,811.4831283855439,0.0,811.4831283855439,811.4831283855439,811.4831283855439
r16_b6144_bfd,energy_j_per_1k_observed_tokens,1,11.496049305626224,0.0,11.496049305626224,11.496049305626224,11.496049305626224
r16_b6144_bfd,vllm_prompt_tokens_delta,1,62396.0,0.0,62396.0,62396.0,62396.0
r16_b6144_bfd,vllm_generation_tokens_delta,1,8192.0,0.0,8192.0,8192.0,8192.0
r16_b6144_bfd,vllm_request_success_delta,1,512.0,0.0,512.0,512.0,512.0
r16_b6144_bfd,vllm_e2e_request_latency_mean_s,1,0.883471,0.0,0.883471,0.883471,0.883471
r16_b6144_bfd,vllm_request_queue_time_mean_s,1,0.219111,0.0,0.219111,0.219111,0.219111
r16_b6144_bfd,vllm_request_inference_time_mean_s,1,0.621658,0.0,0.621658,0.621658,0.621658
r16_b6144_bfd,vllm_request_prefill_time_mean_s,1,0.109309,0.0,0.109309,0.109309,0.109309
r16_b6144_bfd,vllm_request_decode_time_mean_s,1,0.512349,0.0,0.512349,0.512349,0.512349
r16_b6144_bfd,vllm_running_mean,1,35.92,0.0,35.92,35.92,35.92
r16_b6144_bfd,vllm_running_p95,1,112.0,0.0,112.0,112.0,112.0
r16_b6144_bfd,vllm_running_max,1,112.0,0.0,112.0,112.0,112.0
r16_b6144_bfd,vllm_waiting_mean,1,13.88,0.0,13.88,13.88,13.88
r16_b6144_bfd,vllm_waiting_p95,1,61.0,0.0,61.0,61.0,61.0
r16_b6144_bfd,vllm_waiting_max,1,67.0,0.0,67.0,67.0,67.0
r16_b6144_bfd,vllm_kv_cache_usage_mean,1,0.054473495986648655,0.0,0.054473495986648655,0.054473495986648655,0.054473495986648655
r16_b6144_bfd,vllm_kv_cache_usage_p95,1,0.16689183819438924,0.0,0.16689183819438924,0.16689183819438924,0.16689183819438924
r16_b6144_bfd,vllm_kv_cache_usage_max,1,0.1691170627036478,0.0,0.1691170627036478,0.1691170627036478,0.1691170627036478
r16_b6144_bfd,mfu_estimate,1,0.43226574633609594,0.0,0.43226574633609594,0.43226574633609594,0.43226574633609594
r16_b6144_rowcap,rows_per_s,1,60.778,0.0,60.778,60.778,60.778
