status,experiment_id,phase,repeat_index,server_version,pgvector_version,database_trigger,job_id,executor,strategy,total_rows,written_rows,db_fetch_rows,ray_batch_rows,embedding_dim,model_workers,max_inflight_limit,writeback_mode,write_batch_rows,object_count,operator_invocations,max_inflight_seen,token_count,db_fetch_s,arrow_build_s,model_service_s,bounded_wait_s,avg_bounded_wait_s,fanin_s,writeback_s,e2e_s,rows_per_s
ok,pg18_4_pgvector_writeback_smoke,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,68,ray_task,coalesced,128,128,128,64,128,2,4,pgvector,64,2,2,2,4864,0.002657,0.00124,0.143445,0.0,0.0,0.000456,0.016925,0.222144,576.202
