status,experiment_id,phase,repeat_index,server_version,pgvector_version,pgai_version,database_trigger,executor,strategy,model_backend,embedding_model,total_rows,written_rows,sql_batch_rows,embedding_dim,min_embedding_dim,sql_statements,ai_function_calls,sql_embed_writeback_s,e2e_s,rows_per_s,boundary_note
ok,pgai_sql_scale_512_20260714,formal,0,"PostgreSQL 17.10 (Ubuntu 17.10-1.pgdg22.04+1) on x86_64-pc-linux-gnu, compiled by gcc (Ubuntu 11.4.0-1ubuntu1~22.04.3) 11.4.0, 64-bit",0.8.4,0.11.2,pgai_sql,sql,coalesced,ollama,all-minilm,512,512,256,384,384,2,512,20.755007,20.75502,24.669,SQL embedding and pgvector writeback are not separated
