status,experiment_id,phase,repeat_index,scenario_id,random_seed,server_version,pgvector_version,gpu_metrics_status,gpu_name,gpu_utilization_pct,gpu_memory_used_mib,gpu_memory_total_mib,gpu_power_w,database_trigger,job_id,operator,seed_workload,executor,strategy,data_source,source_workload_name,source_order,source_max_prompt_tokens,organizer,organizer_partition_mode,organizer_partitions,daft_runner,organizer_partition_effective,model_backend,model_endpoint_url,model_name,model_request_timeout_s,total_rows,written_rows,db_fetch_rows,ray_batch_rows,batching_policy,token_budget,embedding_dim,embedding_vector_dim,completion_max_tokens,completion_return_token_ids,completion_prompt_format,output_cost_mode,output_cost_source,packing_cost_unit,cost_model_id,cost_tokenizer_id,packing_algorithm,packing_scope,packing_budget_utilization_mean,packing_budget_utilization_p95,packing_oversized_rows,packing_input_rows,packing_batch_count,batch_estimated_cost_units_p50,batch_estimated_cost_units_p95,batch_estimated_cost_units_p99,batch_estimated_cost_units_max,model_workers,max_inflight_limit,endpoint_routing,pool_routing,endpoint_pool_ids,endpoint_gpu_ids,long_request_token_threshold,scheduling_policy,adaptive_min_inflight,adaptive_max_inflight,controller_min_window,controller_max_window,adaptive_sample_interval_s,adaptive_downshifts,adaptive_upshifts,adaptive_limit_mean,control_trace_path,control_trace_events,arrival_replay,arrival_time_scale,arrival_replay_preload,flush_policy,flush_timeout_ms,flush_max_wait_ms,flush_trace_output,flush_trace_path,flush_trace_events,submission_trace_path,submission_trace_events,resource_trace_path,resource_trace_events,resource_sample_interval_s,resource_metrics_status,gpu_utilization_pct_mean,gpu_utilization_pct_p50,gpu_utilization_pct_p95,gpu_utilization_pct_max,gpu_utilization_below_10pct_ratio,gpu_memory_used_mib_mean,gpu_memory_used_mib_max,gpu_memory_utilization_pct_mean,gpu_memory_utilization_pct_max,gpu_power_w_mean,gpu_power_w_max,gpu_energy_j,energy_j_per_1k_observed_tokens,vllm_running_mean,vllm_running_p50,vllm_running_p95,vllm_running_max,vllm_waiting_mean,vllm_waiting_p50,vllm_waiting_p95,vllm_waiting_max,vllm_kv_cache_usage_mean,vllm_kv_cache_usage_p50,vllm_kv_cache_usage_p95,vllm_kv_cache_usage_max,mfu_estimation_method,mfu_time_basis,model_flops_per_token,gpu_peak_tflops,mfu_precision,mfu_status,mfu_estimate,request_trace_path,request_trace_events,request_e2e_s_p50,request_e2e_s_p95,request_e2e_s_p99,request_slo_target_ms,request_slo_violation_ratio,request_slo_goodput_per_s,request_actual_output_tokens_observed,request_actual_output_tokens_p50,request_actual_output_tokens_p95,request_actual_output_tokens_p99,request_finish_reason_observed,request_finish_reason_stop_ratio,request_finish_reason_length_ratio,latency_granularity,writeback_mode,write_batch_rows,object_count,operator_invocations,max_inflight_seen,token_count,batch_rows_min,batch_rows_max,batch_rows_mean,batch_tokens_min,batch_tokens_max,batch_tokens_mean,batch_tokens_p50,batch_tokens_p95,batch_service_s_p50,batch_service_s_p95,batch_service_s_p99,vllm_metrics_status,vllm_prompt_tokens_delta,vllm_generation_tokens_delta,vllm_request_success_delta,vllm_estimated_flops_per_gpu_delta,vllm_e2e_request_latency_mean_s,vllm_request_queue_time_mean_s,vllm_request_inference_time_mean_s,vllm_request_prefill_time_mean_s,vllm_request_decode_time_mean_s,vllm_num_requests_running_after,vllm_num_requests_waiting_after,vllm_kv_cache_usage_perc_after,db_fetch_s,arrow_build_s,source_fetch_s,organizer_from_arrow_s,organizer_plan_s,organizer_collect_s,organization_policy_family,batch_prompt_token_spread_mean,prefix_group_ratio,organizer_warnings,model_service_s,model_request_wall_s,operator_wall_s,submit_s,bounded_wait_s,avg_bounded_wait_s,fanin_s,writeback_s,e2e_s,rows_per_s,tokens_per_s
ok,adaptive_flush_chatml_gate_20260726,formal,1,queue_adaptive,20260726,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,6,11650,12227,42.02,job_table,1031,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,1500,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,64,0,64,64,token_budget,6144,128,128,512,True,chatml,fixed_output_cap,backend_completion_cap,tokens,qwen2.5-1.5b,qwen2.5-1.5b,sequential_pending,arrival_order,0.174845,0.368164,0,64,40,836.0,2262.0,3344.0,3344,2,8,round_robin,none,default,0,0,static,0,0,0,0,0,0,0,8.0,,0,True,0.0005,bounded_requested_workload,queue_adaptive,25.0,50.0,experiments\results\adaptive_flush_randomized_20260726\chatml_flush_gate\000_formal_1_queue_adaptive.flush.csv,experiments\results\adaptive_flush_randomized_20260726\chatml_flush_gate\000_formal_1_queue_adaptive.flush.csv,80,experiments\results\adaptive_flush_randomized_20260726\chatml_flush_gate\000_formal_1_queue_adaptive.submissions.csv,40,experiments\results\adaptive_flush_randomized_20260726\chatml_flush_gate\000_formal_1_queue_adaptive.resources.csv,80,0.25,ok,64.7625,72.0,87.0,87.0,0.1125,11650.0,11650.0,95.28093563425206,95.28093563425206,103.03175,122.85,2739.564853844643,92.46227864067781,8.5875,9.0,13.0,16.0,0.0,0.0,0.0,0.0,0.016039497735039338,0.016848128427243148,0.032186283080346545,0.04100770881347848,vllm_estimated_flops_per_gpu_delta,operator_wall_s,0.0,61.7,bf16_dense_fp32_accumulate,ok,0.05543579365331983,experiments\results\adaptive_flush_randomized_20260726\chatml_flush_gate\000_formal_1_queue_adaptive.requests.csv,64,11.955244,20.625602,20.661602,30000.0,0.0,2.392415,64,292.0,512.0,512.0,64,0.734375,0.265625,submission,none,0,40,40,8,29629,1,5,1.6,47,2779,740.725,539.0,1774.0,4.354045,6.44322,6.524226,ok,10714,18915,64,89030701670400.0,3.641598,7e-06,3.63122,0.036667,3.594554,0,0,0.0,0.397414,0.0,0.397414,0.0,0.0,0.0,none,0.0,0.0,,168.213027,24.157736,26.029412,0.043407,19.582748,0.611961,0.008979,1.1e-05,26.75121,2.392,1107.576
ok,adaptive_flush_chatml_gate_20260726,formal,1,fixed_timeout,20260726,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,6,11650,12227,43.55,job_table,1032,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,1500,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,64,0,64,64,token_budget,6144,128,128,512,True,chatml,fixed_output_cap,backend_completion_cap,tokens,qwen2.5-1.5b,qwen2.5-1.5b,sequential_pending,arrival_order,0.155418,0.30778,0,64,45,582.0,1891.0,2262.0,2262,2,8,round_robin,none,default,0,0,static,0,0,0,0,0,0,0,8.0,,0,True,0.0005,bounded_requested_workload,fixed_timeout,25.0,50.0,experiments\results\adaptive_flush_randomized_20260726\chatml_flush_gate\001_formal_1_fixed_timeout.flush.csv,experiments\results\adaptive_flush_randomized_20260726\chatml_flush_gate\001_formal_1_fixed_timeout.flush.csv,90,experiments\results\adaptive_flush_randomized_20260726\chatml_flush_gate\001_formal_1_fixed_timeout.submissions.csv,45,experiments\results\adaptive_flush_randomized_20260726\chatml_flush_gate\001_formal_1_fixed_timeout.resources.csv,84,0.25,ok,68.08333333333333,76.0,86.0,87.0,0.11904761904761904,11650.952380952382,11651.0,95.28872479718966,95.28911425533654,105.31488095238095,121.77,2939.860295724869,98.78230891854672,7.916666666666667,8.0,12.0,15.0,0.0,0.0,0.0,0.0,0.01579795869710834,0.013112930143844848,0.036636732098863534,0.04084876420567429,vllm_estimated_flops_per_gpu_delta,operator_wall_s,0.0,61.7,bf16_dense_fp32_accumulate,ok,0.053055404132889956,experiments\results\adaptive_flush_randomized_20260726\chatml_flush_gate\001_formal_1_fixed_timeout.requests.csv,64,13.622622,21.742043,22.035211,30000.0,0.0,2.279336,64,290.0,512.0,512.0,64,0.6875,0.3125,submission,none,0,45,45,8,29761,1,3,1.422222,38,1714,661.355556,539.0,1469.0,4.468479,6.321533,6.324815,ok,10714,19047,64,89533993549824.0,3.509947,7e-06,3.499439,0.033691,3.465748,0,0,0.0,0.383298,0.0,0.383298,0.0,0.0,0.0,none,0.0,0.0,,181.870695,25.494935,27.350997,0.047798,21.487751,0.58075,0.010493,9e-06,28.078357,2.279,1059.927
