scenario_id,policy,repeats,tokens_per_s_mean,tokens_per_s_sd,tokens_per_s_cv,duration_s_mean,gpu_utilization_pct_mean,mfu_pct_mean,jain_fairness_median,jain_fairness_min,job0_jct_s_mean,job1_jct_s_mean,max_job_jct_s_mean,max_job_p99_s_mean,slo_violation_ratio_mean,slo_goodput_per_s_mean,slo_token_goodput_per_s_mean,min_normalized_service_rate,job0_predicted_work_mean,job1_predicted_work_mean,job0_actual_work_mean,job1_actual_work_mean,request_manifest_sha256
staggered_shared_work,shared_drr,3,8506.808433708527,19.362319672681423,0.0022760968256858296,102.29261763890584,94.60182847644279,32.01037925778101,0.707249301298143,0.7067987220424481,77.61613702774048,95.7333374818166,95.7333374818166,31.726768891016643,0.042317708333333336,5.746077777501056,4248.876829451283,1473.5060713271412,114551.33333333333,650997.0,147642.66666666666,692842.0,"[""85b3f90cdc4045ae9fdb48f1d30772649c25d86375b72bab0fbd903f2a01c971"", ""8e532819f045f85ff4e92b61c688e2d50f180d438dc577eed79c57e19cfce9c1""]"
staggered_static_partition,static_partition,3,7028.589347663404,4.568125160314973,0.0006499348495631785,123.85100626945496,95.41070901802912,26.503753639233533,0.7592411060302353,0.758422835479166,73.93623812993367,117.19228847821553,117.19228847821553,50.891720136006676,0.17220052083333334,4.894565351200579,2911.0445073882624,1549.6282288453165,114656.66666666667,650967.0,147859.66666666666,692942.0,"[""85b3f90cdc4045ae9fdb48f1d30772649c25d86375b72bab0fbd903f2a01c971"", ""8e532819f045f85ff4e92b61c688e2d50f180d438dc577eed79c57e19cfce9c1""]"
