mode,batch_size,repeat_index,wall_s,host_ownership_copy_s,h2d_cuda_s,forward_cuda_s,images_per_s,host_input_bytes,device_input_bytes,logical_h2d_gbps,output_sum,output_norm_error
r2_pageable_fp32,64,27,0.03333177603781223,0.022638287395238876,0.004151968002319336,0.0064551358222961425,1920.0897044129038,38535168,19267584,9.281181352667897,-99.87991333007812,0.0
r2_pageable_fp32,64,28,0.03293359838426113,0.022148191928863525,0.004216639995574951,0.006479872226715088,1943.3041981402619,38535168,19267584,9.138832824343503,-99.87991333007812,0.0
r1_pinned_fp16,64,28,0.0073556918650865555,0.0,0.0008027200102806091,0.006495744228363037,8700.74510648998,19267584,19267584,24.00286993377003,-99.87991333007812,0.0
r0_gpu_resident,64,28,0.006608916446566582,0.0,0.0,0.006574016094207763,9683.886990771209,0,19267584,,-99.87991333007812,0.0
r2_pageable_fp32,64,29,0.03313303925096989,0.02240009978413582,0.004161215782165527,0.006481919765472412,1931.6066816335467,38535168,19267584,9.260555091893364,-99.87991333007812,0.0
r1_pinned_fp16,64,29,0.0073548574000597,0.0,0.0008037440180778503,0.006493279933929444,8701.732272807969,19267584,19267584,23.97228914509165,-99.87991333007812,0.0
r0_gpu_resident,64,29,0.0065119918435812,0.0,0.0,0.0064822077751159664,9828.022137817035,0,19267584,,-99.87991333007812,0.0
r0_gpu_resident,64,30,0.006521675735712051,0.0,0.0,0.006492671966552735,9813.42872500427,0,19267584,,-99.87991333007812,0.0
r2_pageable_fp32,64,30,0.03254023380577564,0.021785512566566467,0.004195040225982666,0.0064767680168151855,1966.7959481176342,38535168,19267584,9.185887601583925,-99.87991333007812,0.0
r1_pinned_fp16,64,30,0.007347621023654938,0.0,0.0008023359775543213,0.0064860801696777345,8710.30225891596,19267584,19267584,24.014358746234223,-99.87991333007812,0.0
r2_pageable_fp32,256,1,0.1351124458014965,0.09203782677650452,0.0163939208984375,0.026547903060913085,1894.718125198534,154140672,77070336,9.402306681538954,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,1,0.02972543053328991,0.0,0.0031194241046905518,0.026543680191040038,8612.154488840864,77070336,77070336,24.706591157038396,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,1,0.02657034806907177,0.0,0.0,0.026539775848388673,9634.800392321067,0,77070336,,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,2,0.026581306010484695,0.0,0.0,0.02654844856262207,9630.828519073657,0,77070336,,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,2,0.12966341711580753,0.08651113696396351,0.016540800094604492,0.0265031681060791,1974.3425377364247,154140672,77070336,9.318815965273636,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,2,0.02971169911324978,0.0,0.003119103908538818,0.026523040771484374,8616.134641920837,77070336,77070336,24.709127448115225,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,3,0.02969326823949814,0.0,0.00310479998588562,0.02653705596923828,8621.482752763048,77070336,77070336,24.822963266671195,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,3,0.026568232104182243,0.0,0.0,0.02653984069824219,9635.567733530215,0,77070336,,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,3,0.13676837272942066,0.09352256171405315,0.016520383834838868,0.026577215194702148,1871.7777720910988,154140672,77070336,9.330332366427333,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,4,0.026596255600452423,0.0,0.0,0.026554527282714843,9625.415090222144,0,77070336,,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,4,0.02969466708600521,0.0,0.003113055944442749,0.0265283203125,8621.076614819169,77070336,77070336,24.757131698060743,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,4,0.12962575070559978,0.08651241287589073,0.016445215225219727,0.02656358337402344,1974.9162385289924,154140672,77070336,9.372979914766697,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,5,0.13001239858567715,0.08677996322512627,0.01656220817565918,0.026562559127807618,1969.042974246014,154140672,77070336,9.306770592736203,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,5,0.026627009734511375,0.0,0.0,0.026581024169921873,9614.297758272021,0,77070336,,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,5,0.02972094900906086,0.0,0.0031063361167907714,0.02656185531616211,8613.453087314094,77070336,77070336,24.81068793019835,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,6,0.02663801982998848,0.0,0.0,0.02660243225097656,9610.32395177516,0,77070336,,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,6,0.13029596395790577,0.08712791837751865,0.016521568298339843,0.02652569580078125,1964.7577117791996,154140672,77070336,9.329663456676126,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,6,0.02975732460618019,0.0,0.0031234560012817383,0.026565536499023438,8602.923931771484,77070336,77070336,24.674698785055238,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,7,0.13116896338760853,0.08814326301217079,0.01644691276550293,0.026477279663085936,1951.6812010133199,154140672,77070336,9.372012498498014,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,7,0.02660122700035572,0.0,0.0,0.026557952880859374,9623.616233814202,0,77070336,,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,7,0.02972976677119732,0.0,0.003114016056060791,0.026564159393310548,8610.89836224403,77070336,77070336,24.749498593624292,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,8,0.029750147834420204,0.0,0.0031133759021759033,0.02658371162414551,8604.999256636102,77070336,77070336,24.754587438714488,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,8,0.026602163910865784,0.0,0.0,0.026566144943237304,9623.277296454653,0,77070336,,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,8,0.13332059234380722,0.09006518498063087,0.01648092842102051,0.026638336181640625,1920.1834877827955,154140672,77070336,9.35266922240874,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,9,0.02663474529981613,0.0,0.0,0.02658995246887207,9611.50546469717,0,77070336,,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,9,0.13189737871289253,0.08877676352858543,0.01641449546813965,0.026583040237426758,1940.9028632574095,154140672,77070336,9.390521463129055,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,9,0.02974756807088852,0.0,0.0031233279705047607,0.026560543060302734,8605.745497916047,77070336,77070336,24.675710244910547,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,10,0.02967796102166176,0.0,0.003104703903198242,0.026519840240478515,8625.929517635905,77070336,77070336,24.823731474234208,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,10,0.02663310244679451,0.0,0.0,0.026603168487548828,9612.098346837978,0,77070336,,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,10,0.1311319712549448,0.08801325596868992,0.01643903923034668,0.0265511360168457,1952.2317673566324,154140672,77070336,9.376501256560926,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,11,0.02658204734325409,0.0,0.0,0.02654300880432129,9630.559929950878,0,77070336,,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,11,0.02972622960805893,0.0,0.003107327938079834,0.026564512252807617,8611.922984359817,77070336,77070336,24.802768660338256,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,11,0.1306124273687601,0.08711847476661205,0.01682649612426758,0.02654003143310547,1959.997261801369,154140672,77070336,9.160592369417575,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,12,0.026639623567461967,0.0,0.0,0.026594751358032225,9609.745398680565,0,77070336,,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,12,0.029747972264885902,0.0,0.003107968091964722,0.026588735580444337,8605.628569251387,77070336,77070336,24.79765998861317,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,12,0.1372196152806282,0.09392968565225601,0.01655331230163574,0.026594303131103517,1865.6224875463593,154140672,77070336,9.311772120965081,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,13,0.029760928824543953,0.0,0.003121984004974365,0.02657139205932617,8601.882068575622,77070336,77070336,24.68633275417208,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,13,0.13665986061096191,0.09354189410805702,0.01640982437133789,0.026569503784179688,1873.2640210190982,154140672,77070336,9.393194498122037,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,13,0.026666471734642982,0.0,0.0,0.026624128341674803,9600.07017604151,0,77070336,,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,14,0.1298778560012579,0.08670291304588318,0.01651260757446289,0.026557439804077147,1971.0827379035313,154140672,77070336,9.334726287469094,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,14,0.02976950630545616,0.0,0.0031276481151580812,0.026570463180541994,8599.403610300393,77070336,77070336,24.64162628349405,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,14,0.02659379318356514,0.0,0.0,0.026562719345092772,9626.306342722368,0,77070336,,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,15,0.026626180857419968,0.0,0.0,0.026595264434814452,9614.597052834935,0,77070336,,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,15,0.1305335182696581,0.08707020431756973,0.016751680374145508,0.026583776473999024,1961.1821039800013,154140672,77070336,9.201505076344475,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,15,0.029811551794409752,0.0,0.0031279358863830565,0.026612960815429687,8587.275220205243,77070336,77070336,24.63935924502569,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,16,0.029842302203178406,0.0,0.0031119999885559084,0.02656595230102539,8578.42663267227,77070336,77070336,24.76553222474904,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,16,0.13068250380456448,0.08746711164712906,0.016522464752197267,0.0265799674987793,1958.9462441188584,154140672,77070336,9.329157260238752,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,16,0.026639100164175034,0.0,0.0,0.026598720550537108,9609.934210325751,0,77070336,,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,17,0.13195540010929108,0.08862295746803284,0.016650367736816406,0.026580991744995116,1940.0494393406402,154140672,77070336,9.25749355428183,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,17,0.026637304574251175,0.0,0.0,0.02659459114074707,9610.582004887281,0,77070336,,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,17,0.029711587354540825,0.0,0.003107327938079834,0.026553056716918946,8616.167051097507,77070336,77070336,24.802768660338256,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,18,0.026634370908141136,0.0,0.0,0.026602752685546877,9611.64057085915,0,77070336,,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,18,0.13115927390754223,0.0880451388657093,0.01640553665161133,0.026573823928833007,1951.8253827820167,154140672,77070336,9.395649485496138,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,18,0.02994496002793312,0.0,0.003143104076385498,0.026635360717773438,8549.017923590456,77070336,77070336,24.52045307027479,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,19,0.02664613537490368,0.0,0.0,0.026604127883911134,9607.396960127671,0,77070336,,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,19,0.13582263328135014,0.09266954846680164,0.0164270076751709,0.026580991744995116,1884.8110496408074,154140672,77070336,9.383368842822215,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,19,0.02990381047129631,0.0,0.0031259200572967528,0.026686880111694337,8560.78191927166,77070336,77070336,24.655248562770105,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,20,0.029742781072854996,0.0,0.0031079039573669435,0.026579103469848632,8607.130562973502,77070336,77070336,24.798171712260693,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,20,0.026656150817871094,0.0,0.0,0.026625375747680664,9603.787199026869,0,77070336,,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,20,0.1303411591798067,0.08718638122081757,0.016465728759765624,0.026564607620239256,1964.0764407108416,154140672,77070336,9.361302754886026,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,21,0.026618367061018944,0.0,0.0,0.02657833671569824,9617.419408679549,0,77070336,,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,21,0.029758639633655548,0.0,0.003106559991836548,0.02660256004333496,8602.543770531656,77070336,77070336,24.808899941583704,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,21,0.1309585366398096,0.08776945993304253,0.01647433662414551,0.026605535507202148,1954.8172006847203,154140672,77070336,9.356411460846605,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,22,0.026668107137084007,0.0,0.0,0.02662665557861328,9599.481458660137,0,77070336,,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,22,0.029769888147711754,0.0,0.0031064319610595702,0.02661337661743164,8599.293310400875,77070336,77070336,24.8099224338756,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,22,0.1321992576122284,0.08708648383617401,0.016497600555419923,0.026622976303100586,1936.4707837536303,154140672,77070336,9.343217608051523,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,23,0.026729384437203407,0.0,0.0,0.02668351936340332,9577.47458051018,0,77070336,,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,23,0.13115989044308662,0.08813187293708324,0.016361824035644533,0.026562400817871094,1951.8162079518086,154140672,77070336,9.420751113335637,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,23,0.029750248417258263,0.0,0.003126143932342529,0.02655183982849121,8604.970163929562,77070336,77070336,24.65348290673504,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,24,0.029796244576573372,0.0,0.0031044158935546874,0.026629791259765626,8591.686759118438,77070336,77070336,24.82603447560346,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,24,0.026641275733709335,0.0,0.0,0.02660860824584961,9609.14944760254,0,77070336,,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,24,0.13164499960839748,0.08855523355305195,0.016381824493408203,0.026603519439697267,1944.6238046376207,154140672,77070336,9.409249382571756,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,25,0.029772233217954636,0.0,0.0031336319446563722,0.02656656074523926,8598.615969648356,77070336,77070336,24.594571845434576,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,25,0.1303546205163002,0.08698094263672829,0.016700000762939454,0.026556224822998048,1963.8736163401932,154140672,77070336,9.229979937609828,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,25,0.026690416038036346,0.0,0.0,0.02664931106567383,9591.457833972165,0,77070336,,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,26,0.029726218432188034,0.0,0.0031059839725494386,0.026569696426391603,8611.926222098908,77070336,77070336,24.813500868370387,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,26,0.1299582701176405,0.08682958409190178,0.01646460723876953,0.02655232048034668,1969.863093501201,154140672,77070336,9.3619404195104,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,26,0.0266384519636631,0.0,0.0,0.02659926414489746,9610.168051401924,0,77070336,,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,27,0.13126061111688614,0.08823159523308277,0.016371295928955077,0.026549152374267578,1950.3185138459762,154140672,77070336,9.415300576625656,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,27,0.02979232370853424,0.0,0.003119999885559082,0.02660905647277832,8592.8174822653,77070336,77070336,24.702031675295895,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,27,0.026625871658325195,0.0,0.0,0.026595552444458007,9614.708704567636,0,77070336,,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,28,0.1311240755021572,0.0880378969013691,0.016385791778564453,0.026592256546020508,1952.3493227282154,154140672,77070336,9.406971239659201,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,28,0.029805270954966545,0.0,0.003117759943008423,0.026623327255249022,8589.084809421667,77070336,77070336,24.71977875423996,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,28,0.026636499911546707,0.0,0.0,0.026602079391479492,9610.872331203924,0,77070336,,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,29,0.029749125242233276,0.0,0.003107327938079834,0.026588960647583006,8605.29504365292,77070336,77070336,24.802768660338256,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,29,0.13098013401031494,0.08774479106068611,0.016517824172973632,0.026605567932128905,1954.4948700376158,154140672,77070336,9.331778228527464,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,29,0.026647347956895828,0.0,0.0,0.026607839584350586,9606.95977753959,0,77070336,,-399.285400390625,5.960464477539063e-08
r1_pinned_fp16,256,30,0.029727451503276825,0.0,0.0031143040657043456,0.026561183929443358,8611.569006235915,77070336,77070336,24.747209769502522,-399.285400390625,5.960464477539063e-08
r0_gpu_resident,256,30,0.026691081002354622,0.0,0.0,0.026658111572265625,9591.218878599046,0,77070336,,-399.285400390625,5.960464477539063e-08
r2_pageable_fp32,256,30,0.13025600090622902,0.08688483200967312,0.016620832443237303,0.026622751235961913,1965.3605071469512,154140672,77070336,9.273944161726801,-399.285400390625,5.960464477539063e-08
