comparison_id,baseline,candidate,short_jct_delta_pct,short_p99_delta_pct,short_work_rate_delta_pct,group_tokens_per_s_delta_pct,mfu_delta_pp,jain_fairness_delta
quota_only,single_short_full_pool_all_at_t0,single_short_half_pool_all_at_t0,58.9969888502464,59.43161121469398,-37.35580610924066,-34.78096422326706,-18.957259848559122,0.0
long_competition_static,single_short_half_pool_all_at_t0,staggered_static_partition_all_at_t0,58.77088438477849,56.18712114641551,-36.987510834873326,21.43860977295995,11.92936944186756,-0.10571614079101532
long_competition_shared,single_short_full_pool_all_at_t0,staggered_shared_work_all_at_t0,28.90382311686521,29.036794696203927,-22.644375033889474,4.425411734701323,3.742223350787498,-0.027919298082940247
shared_vs_static,staggered_static_partition_all_at_t0,staggered_shared_work_all_at_t0,-48.93703430144283,-48.18041728847842,95.96767420994749,31.848452170512843,10.77011375747906,0.07779684270807508
