schema_version,experiment_id,phase,repeat_index,job_id,server_version,pgvector_version,controller,trace_index,elapsed_s,fresh,inflight,k_max,running,waiting,kv_usage,sample_age_s,controller_action,reason,allowed
1,adaptive_admission_mechanism_control_512_20260726,warmup,1,1157,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,aimd,0,0.0,True,0,10,0,0,0.0,0.031000000002677552,increase,low_load,True
1,adaptive_admission_mechanism_control_512_20260726,warmup,1,1157,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,aimd,1,0.046999999991385266,True,1,12,0,0,0.0,0.07799999999406282,increase,low_load,True
1,adaptive_admission_mechanism_control_512_20260726,warmup,1,1157,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,aimd,2,0.10899999999674037,True,2,14,0,0,0.0,0.13999999999941792,increase,low_load,True
1,adaptive_admission_mechanism_control_512_20260726,warmup,1,1157,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,aimd,3,0.20299999999406282,True,3,16,0,0,0.0,0.23399999999674037,increase,low_load,True
1,adaptive_admission_mechanism_control_512_20260726,warmup,1,1157,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,aimd,4,0.2659999999887077,True,4,16,0,0,0.0,0.03199999999196734,hold,at_maximum,True
1,adaptive_admission_mechanism_control_512_20260726,warmup,1,1157,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,aimd,5,0.3129999999946449,True,5,16,0,0,0.0,0.07899999999790452,hold,at_maximum,True
1,adaptive_admission_mechanism_control_512_20260726,warmup,1,1157,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,aimd,6,0.35899999999674037,True,6,16,0,0,0.0,0.125,hold,at_maximum,True
1,adaptive_admission_mechanism_control_512_20260726,warmup,1,1157,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,aimd,7,0.48399999999674037,True,7,16,0,0,0.0,0.25,hold,at_maximum,True
1,adaptive_admission_mechanism_control_512_20260726,warmup,1,1157,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,aimd,8,0.5309999999881256,True,8,16,0,0,0.0,0.030999999988125637,hold,at_maximum,True
1,adaptive_admission_mechanism_control_512_20260726,warmup,1,1157,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,aimd,9,0.6409999999887077,True,9,16,0,0,0.0,0.1409999999887077,hold,at_maximum,True
