formal_repeats,e2e_s_mean,e2e_s_cv_sample,source_fetch_s_mean,source_fetch_s_cv_sample,actor_ready_s_mean,actor_ready_s_cv_sample,model_request_wall_s_mean,model_request_wall_s_cv_sample,operator_wall_s_mean,operator_wall_s_cv_sample,bounded_wait_s_mean,bounded_wait_s_cv_sample,fanin_s_mean,fanin_s_cv_sample,rows_per_s_mean,rows_per_s_cv_sample,tokens_per_s_mean,tokens_per_s_cv_sample,model_request_tokens_per_s_mean,model_request_tokens_per_s_cv_sample,operator_tokens_per_s_mean,operator_tokens_per_s_cv_sample,request_e2e_s_p50_mean,request_e2e_s_p50_cv_sample,request_e2e_s_p95_mean,request_e2e_s_p95_cv_sample,request_e2e_s_p99_mean,request_e2e_s_p99_cv_sample,gpu_utilization_pct_mean_mean,gpu_utilization_pct_mean_cv_sample,gpu_utilization_pct_p95_mean,gpu_utilization_pct_p95_cv_sample,gpu_utilization_pct_max_mean,gpu_utilization_pct_max_cv_sample,gpu_utilization_below_10pct_ratio_mean,gpu_utilization_below_10pct_ratio_cv_sample,mfu_estimate_mean,mfu_estimate_cv_sample,vllm_running_mean_mean,vllm_running_mean_cv_sample,vllm_running_p95_mean,vllm_running_p95_cv_sample,vllm_running_max_mean,vllm_running_max_cv_sample,vllm_waiting_mean_mean,vllm_waiting_mean_cv_sample,vllm_waiting_max_mean,vllm_waiting_max_cv_sample,vllm_kv_cache_usage_mean_mean,vllm_kv_cache_usage_mean_cv_sample,vllm_kv_cache_usage_max_mean,vllm_kv_cache_usage_max_cv_sample,vllm_e2e_request_latency_mean_s_mean,vllm_e2e_request_latency_mean_s_cv_sample,vllm_request_queue_time_mean_s_mean,vllm_request_queue_time_mean_s_cv_sample,vllm_request_inference_time_mean_s_mean,vllm_request_inference_time_mean_s_cv_sample,vllm_request_prefill_time_mean_s_mean,vllm_request_prefill_time_mean_s_cv_sample,vllm_request_decode_time_mean_s_mean,vllm_request_decode_time_mean_s_cv_sample,vllm_time_to_first_token_mean_s_mean,vllm_time_to_first_token_mean_s_cv_sample,vllm_inter_token_latency_mean_s_mean,vllm_inter_token_latency_mean_s_cv_sample,vllm_request_success_delta_mean,vllm_request_success_delta_cv_sample,request_jct_s_mean,request_jct_s_cv_sample,arrival_span_s_mean,arrival_span_s_cv_sample,submit_to_completion_window_s_mean,submit_to_completion_window_s_cv_sample,service_to_completion_window_s_mean,service_to_completion_window_s_cv_sample,project_pre_operator_visible_s,project_total_minus_daft_collect_s,pre_operator_fraction_of_cross_track_gap,project_operator_minus_daft_collect_s
3.0,14.957116000000001,0.0055227018958470065,2.915848,0.02352163946468987,4.300247,0.026245707836310226,11.34594,0.0024289296194408027,11.358616,0.0024846303768030435,5.418192666666666,0.00722988186273071,0.08302266666666666,0.04557200675317675,34.232,0.005504276636461971,10894.070333333333,0.004257898308180248,14361.226999999999,0.0010965793175679618,14345.202,0.0011617792128855956,9.580464666666666,0.007561076901526385,14.732541333333334,0.005209602270979004,14.775191,0.0055228785789008935,75.76277584204414,0.0017508941467990387,100.0,0.0,100.0,0.0,0.2400309717382888,0.013968151673942577,0.42933151406990877,0.0006282548441454735,155.35733643050716,0.009373371261692437,253.33333333333334,0.014944495646842824,256.0,0.0,0.0,0.0,0.0,0.0,0.1616695516792468,0.009215109067948472,0.36792218748449207,0.021027002277948875,4.651591,0.0017577076416020743,4.6e-05,0.0575163328492302,4.63147,0.001830947691385286,0.050076333333333334,0.0033978895942142558,4.581394333333334,0.0018137546503683571,0.07135766666666667,0.008206462287509066,0.021531666666666668,0.0009544430771296904,512.0,0.0,14.776161114374796,0.00552994970190612,0.0,0.0,11.353823184967041,0.002487590609019414,11.348618348439535,0.0024381251732215007,3.5985000000000014,3.898093732340495,0.923143527859549,0.2995937323404938
